AccNum,GeneName,txReads0,txRPKM0,cdReads0,cdRPKM0
NM_001243650,GFOD2,16.0,2.70951962294,2.0,5.29015722842
NM_001252020,TRPM1,0.0,-,0.0,-
NM_032307,C9orf64,3.0,1.09041141088,2.0,1.74791744682
NM_000511,FUT2,0.0,-,0.0,-
NM_001628,AKR1B1,25.0,15.364661587,19.0,17.9147753461
NM_152347,EFCAB13,5.0,1.13504006357,4.0,1.22749028093
NM_138805,FAM3D,0.0,-,0.0,-
NM_006428,MRPL28,73.0,57.4190881279,60.0,69.7806731686
NM_152349,KRT222,0.0,-,0.0,-
NM_001278507,CTAGE8,0.0,-,0.0,-
NM_002944,ROS1,0.0,-,0.0,-
NM_002761,PRM1,0.0,-,0.0,-
NM_001029875,RGS7BP,0.0,-,0.0,-
NM_001029874,REP15,0.0,-,0.0,-
NM_001029871,RSPO4,0.0,-,0.0,-
NM_001256456,INTS11,39.0,13.3018578769,34.0,16.7419967641
NM_001114618,MGAT1,97.0,27.4378927669,49.0,32.8381172352
NM_138800,TRIM43,0.0,-,0.0,-
NM_001329755,FAM136A,77.0,28.4133691633,19.0,52.5831831917
NM_001145195,SLC39A12,0.0,-,0.0,-
NM_006423,RABAC1,108.0,120.002005234,67.0,107.666076281
NM_001145197,SPATA31D4,0.0,-,0.0,-
NM_001145196,SPATA31A6,0.0,-,0.0,-
NM_001145191,FAM200B,20.0,4.08976807397,6.0,2.72547614048
NM_002949,MRPL12,47.0,41.5212192711,30.0,45.0593794079
NM_001570,IRAK2,3.0,0.775452565769,2.0,0.954932534842
NM_001145199,C12orf75,32.0,21.005719478,3.0,14.0106507846
NM_006421,ARFGEF1,39.0,4.84021928837,31.0,5.00849210031
NM_006963,ZNF22,45.0,18.30792843,19.0,25.239927932
NM_152715,TBCEL,39.0,6.73547464531,19.0,13.3623147875
NM_003140,SRY,0.0,-,0.0,-
NM_003147,SSX2,0.0,-,0.0,-
NM_001039792,HRCT1,1.0,0.943875421281,0.0,-
NM_001351051,STX2,42.0,10.775573479,15.0,20.9505058462
NM_002769,PRSS1,0.0,-,0.0,-
NM_001353453,CCDC160,0.0,-,0.0,-
NM_014621,HOXD4,0.0,-,0.0,-
NM_181656,C17orf58,21.0,12.0244665738,2.0,7.86562851068
NM_001353454,TMEM150C,2.0,0.512535953254,0.0,-
NM_014624,S100A6,357.0,468.690115853,262.0,860.551620355
NM_001323039,SV2B,0.0,-,0.0,-
NM_001190158,CES5A,0.0,-,0.0,-
NM_003718,CDK13,100.0,12.8556508992,89.0,17.5819931415
NM_080632,UPF3B,3.0,1.1189870843,3.0,1.85264803764
NM_003713,PLPP3,8.0,2.16851668734,1.0,0.957993216044
NM_003716,CADPS,0.0,-,0.0,-
NM_003714,STC2,207.0,34.7394912212,84.0,82.8616706471
NM_001271441,C21orf2,13.0,4.50071870765,5.0,3.97465270486
NM_001197104,KMT2A,84.0,4.53906584417,70.0,5.26618974035
NM_002439,MSH3,24.0,4.83929831464,23.0,6.040913285
NM_001080488,ONECUT3,0.0,-,0.0,-
NM_001330684,SRGAP2B,4.0,0.605354700568,0.0,-
NM_152332,TC2N,0.0,-,0.0,-
NM_018509,LRRC59,303.0,93.2056741049,105.0,101.89564207
NM_014999,RAB21,58.0,5.94507724195,13.0,17.1930109924
NM_001004137,OR52M1,0.0,-,0.0,-
NM_001004136,OR2T2,0.0,-,0.0,-
NM_001004135,OR2A12,0.0,-,0.0,-
NM_001004134,OR10AD1,0.0,-,0.0,-
NM_014991,WDFY3,97.0,6.07516379626,80.0,6.77956072369
NM_001318005,ZNF514,15.0,2.13292495294,6.0,3.78346687855
NM_001318002,ZNF584,29.0,10.930545547,5.0,10.2360918975
NM_001318000,CWC27,5.0,1.52808733847,4.0,3.57956746594
NM_005497,GJC1,136.0,15.9535196794,61.0,45.9257604225
NM_005711,EDIL3,0.0,-,0.0,-
NM_014445,SERP1,108.0,30.5301444588,14.0,62.4554383236
NM_014442,SIGLEC8,0.0,-,0.0,-
NM_005715,UST,1.0,0.204208984335,0.0,-
NM_014426,SNX5,41.0,15.67758962,27.0,19.9262588937
NM_014441,SIGLEC9,0.0,-,0.0,-
NM_005718,ARPC4,0.0,-,0.0,-
NM_152363,ANKLE1,11.0,3.06510197402,8.0,3.56888218992
NM_032673,PCGF1,18.0,17.8148672229,18.0,20.6926534665
NM_152361,EID2B,6.0,4.03002988862,1.0,1.84502397164
NM_152367,MAB21L3,0.0,-,0.0,-
NM_014448,ARHGEF16,17.0,5.24916943998,14.0,5.893682208
NM_004239,TRIP11,18.0,1.61467283953,13.0,1.96243458802
NM_057168,WNT16,0.0,-,0.0,-
NM_057169,GIT2,40.0,6.36960859682,25.0,9.83203563834
NM_176883,TAS2R41,0.0,-,0.0,-
NM_176882,TAS2R40,0.0,-,0.0,-
NM_176885,TAS2R31,0.0,-,0.0,-
NM_001185011,NCAPH2,103.0,27.5860842211,85.0,41.8549919102
NM_176887,TAS2R46,0.0,-,0.0,-
NM_176889,TAS2R20,1.0,0.382706636883,0.0,-
NM_176888,TAS2R19,0.0,-,0.0,-
NM_001304579,SMPDL3B,3.0,1.35382232041,2.0,2.39115106725
NM_020225,STOX2,1.0,0.0857084353104,0.0,-
NM_001352506,RCBTB1,17.0,3.75180606785,3.0,2.64507861421
NM_001352507,LINS1,6.0,2.01200071103,3.0,1.76165353677
NM_001242802,ZNF790,6.0,2.19505911926,6.0,2.81532700225
NM_020227,PRDM9,0.0,-,0.0,-
NM_014874,MFN2,193.0,37.0022575351,110.0,43.3751018135
NM_022459,XPO4,152.0,13.7881245152,86.0,22.313258657
NM_181843,NUDT8,7.0,7.69212199941,1.0,2.11981477593
NM_021949,ATP2B3,0.0,-,0.0,-
NM_022450,RHBDF1,15.0,4.49539597368,14.0,4.88845136411
NM_001163925,LRTM2,2.0,0.449915529462,2.0,1.61128778116
NM_022453,RNF25,65.0,37.3378009379,61.0,39.6359280168
NM_001129742,CALHM3,0.0,-,0.0,-
NM_022455,NSD1,8.0,0.552526627262,6.0,0.664947460302
NM_001163922,VSIG10L,5.0,1.21864861405,4.0,1.37739116777
NM_001607,ACAA1,21.0,10.3520146534,18.0,12.6590350619
NM_130444,COL18A1,159.0,21.6051496264,132.0,22.5194021744
NM_001204240,TBC1D10A,8.0,3.55473399491,5.0,2.89625856013
NM_001136498,CISD3,12.0,4.08201054727,5.0,11.6755423205
NM_001097579,GPR34,0.0,-,0.0,-
NM_032358,CCDC77,17.0,6.44004565006,10.0,6.1123493539
NM_001605,AARS,119.0,31.9094247535,102.0,31.4625140427
NM_001008393,C4orf46,77.0,19.5648872391,8.0,20.9750093618
NM_001008392,CTDSPL,68.0,13.6867232805,17.0,18.3436679346
NM_001008391,CCDC73,0.0,-,0.0,-
NM_001008390,CGGBP1,40.0,7.90201938944,10.0,17.7913025837
NM_001008397,GPX8,47.0,11.1256698945,10.0,14.2330420669
NM_001354684,ZBTB25,2.0,0.514594921215,2.0,1.37107285966
NM_001008394,EID3,0.0,-,0.0,-
NM_001354689,RAF1,185.0,49.7409611065,122.0,54.5068068393
NM_152292,TRMT10A,7.0,1.69003003541,2.0,1.75819931415
NM_021942,TRAPPC11,25.0,4.922494786,22.0,5.79864676801
NM_019108,SMG9,44.0,7.10754685814,28.0,16.0633948855
NM_019109,ALG1,16.0,3.64690045843,15.0,9.64173817438
NM_020964,EPG5,33.0,2.33032717413,27.0,3.12795924494
NM_017772,TBC1D22B,23.0,5.84240168697,12.0,7.08839249183
NM_020962,IGDCC4,29.0,4.00983313127,21.0,5.01740331856
NM_152290,C1orf158,0.0,-,0.0,-
NM_020961,METTL14,21.0,5.37394824616,11.0,7.19438231392
NM_019100,DMAP1,28.0,14.2169231065,26.0,16.6052157448
NM_019101,APOM,0.0,-,0.0,-
NM_019102,HOXA5,6.0,3.24688587888,2.0,2.20585891812
NM_032782,HAVCR2,0.0,-,0.0,-
NM_019104,LIN37,6.0,4.67833904461,6.0,7.2605801637
NM_019105,TNXB,2.0,0.136637203843,2.0,0.140887995949
NM_012244,SLC7A8,0.0,-,0.0,-
NM_021645,UTP14C,14.0,2.27049070411,10.0,3.89692155679
NM_001024924,EXOC1,27.0,6.75890691118,25.0,8.34899115658
NM_001321376,ZNF671,4.0,1.45035446861,2.0,1.30521346465
NM_016104,RWDD1,16.0,8.48929372987,5.0,10.0977663313
NM_016107,ZFR,211.0,39.8987406571,180.0,50.0473479191
NM_001143842,TMEM106C,80.0,45.1728791041,40.0,47.6324913794
NM_016101,NIP7,64.0,24.7467122095,22.0,36.3296432869
NM_014211,GABRP,0.0,-,0.0,-
NM_001276252,WDTC1,54.0,10.0478956447,42.0,18.5155502995
NM_015719,COL5A3,68.0,9.87598837298,58.0,9.92889188862
NM_015718,NOX3,0.0,-,0.0,-
NM_001033026,TMEM259,68.0,22.5163782182,56.0,26.9533936727
NM_001135694,VDAC3,90.0,52.4034730646,67.0,70.266281362
NM_001350658,CEP57L1,12.0,1.53914744709,2.0,1.25060202262
NM_015710,NOP53,37.0,21.7984369632,33.0,20.5918541803
NM_001159642,BNIPL,0.0,-,0.0,-
NM_015715,PLA2G3,10.0,3.32227362066,7.0,4.10246506635
NM_015714,G0S2,1.0,0.931133593164,1.0,2.87397964813
NM_015717,CD207,0.0,-,0.0,-
NM_001321761,C15orf41,8.0,2.44911341814,1.0,1.03782598405
NM_033092,TRIM5,17.0,4.16605303462,3.0,2.57667140867
NM_138392,SHKBP1,36.0,13.6492767052,34.0,14.3536610675
NM_138391,TMEM183A,8.0,2.36124200189,0.0,-
NM_138396,MARCH9,13.0,3.90514621535,8.0,6.89092526584
NM_138395,MARS2,29.0,8.42363714166,25.0,12.5797088975
NM_001135690,PENK,0.0,-,0.0,-
NM_022436,ABCG5,0.0,-,0.0,-
NM_001282619,GNAI2,219.0,75.7905370118,149.0,130.985848904
NM_001729,BTC,0.0,-,0.0,-
NM_001728,BSG,375.0,161.041963042,243.0,188.163765978
NM_020464,NHSL1,7.0,0.838020233848,7.0,1.29873195769
NM_130439,MXI1,25.0,6.46024243672,10.0,10.0977663313
NM_001725,BPI,0.0,-,0.0,-
NM_001727,BRS3,0.0,-,0.0,-
NM_003616,GEMIN2,15.0,9.89714845714,8.0,8.50943440301
NM_001720,BMP8B,145.0,26.9636746747,1.0,0.74167216726
NM_004758,TSPOAP1,0.0,-,0.0,-
NM_001722,POLR3D,96.0,44.6249032767,60.0,44.9464486324
NM_183387,EML5,0.0,-,0.0,-
NM_001288751,TMPRSS5,0.0,-,0.0,-
NM_001351775,ZNF320,43.0,6.0151811169,13.0,7.61886369465
NM_000094,COL7A1,6.0,0.586769538805,6.0,0.608951884697
NM_000095,COMP,0.0,-,0.0,-
NM_000096,CP,0.0,-,0.0,-
NM_000097,CPOX,13.0,4.30301271791,3.0,1.97072890158
NM_000090,COL3A1,5605.0,915.464599174,4809.0,979.80960143
NM_001288758,RHOT1,13.0,3.47551027216,5.0,2.85204087219
NM_000092,COL4A4,1.0,0.0867113093721,0.0,-
NM_001164386,RAPGEF6,47.0,5.02852136502,30.0,5.56945124358
NM_015904,EIF5B,34.0,6.48939465887,29.0,7.0990357238
NM_015905,TRIM24,34.0,7.614179847,31.0,8.8160898055
NM_021189,CADM3,0.0,-,0.0,-
NM_015907,LAP3,50.0,21.3495631004,36.0,20.6926534665
NM_015900,PLA1A,0.0,-,0.0,-
NM_015902,UBR5,314.0,25.8713625074,282.0,30.1028839716
NM_012243,SLC35A3,20.0,3.05409281409,5.0,4.58426201542
NM_001136191,KANK2,197.0,33.9182575063,113.0,39.6420291371
NM_021181,SLAMF7,0.0,-,0.0,-
NM_021187,CYP4F11,0.0,-,0.0,-
NM_015909,NBAS,97.0,11.9148109686,93.0,11.7188579919
NM_021185,CATSPERG,4.0,0.963138184981,4.0,1.03066856347
NM_021184,C6orf47,18.0,6.52132109249,5.0,5.06599802383
NM_001199214,STMN2,3.0,1.16704770093,1.0,1.58986108195
NM_001102597,CEACAM20,0.0,-,0.0,-
NM_001130440,SRP9,51.0,28.2288667661,0.0,-
NM_001308102,CYP4A22,0.0,-,0.0,-
NM_001130445,SSFA2,464.0,78.192122853,378.0,89.6681650217
NM_001308100,SNCAIP,0.0,-,0.0,-
NM_005340,HINT1,164.0,213.743881738,125.0,294.186893116
NM_001130448,C15orf62,0.0,-,0.0,-
NM_001322977,SFXN1,208.0,44.8880344754,90.0,83.2831254072
NM_001198533,OXR1,51.0,9.72581117845,29.0,9.91753160042
NM_004391,CYP8B1,0.0,-,0.0,-
NM_004397,DDX6,173.0,24.9158248454,56.0,34.5827633693
NM_012240,SIRT4,5.0,3.70529607528,4.0,3.79547788452
NM_004394,DAP,44.0,16.8462820707,6.0,17.411294179
NM_001080141,CT47A6,0.0,-,0.0,-
NM_001201965,ASB3,4.0,1.46516609513,0.0,-
NM_001164165,GPR75-ASB3,0.0,-,0.0,-
NM_007375,TARDBP,37.0,7.86749372967,18.0,12.9640720513
NM_024111,CHAC1,8.0,4.69774276473,5.0,6.7016565786
NM_024110,CARD14,0.0,-,0.0,-
NM_000674,ADORA1,36.0,11.0587664981,14.0,12.7966800235
NM_024116,TAF1D,11.0,7.52364466239,11.0,11.7843466576
NM_000676,ADORA2B,16.0,7.61109093022,12.0,10.7709507534
NM_024114,TRIM48,0.0,-,0.0,-
NM_000678,ADRA1D,0.0,-,0.0,-
NM_000679,ADRA1B,9.0,3.58036151373,4.0,2.29477069793
NM_024119,DHX58,7.0,2.39846066164,6.0,2.64118306397
NM_032352,BRMS1L,22.0,7.63428649566,11.0,10.147631844
NM_000899,KITLG,6.0,0.988442017509,0.0,-
NM_001350761,C1orf109,59.0,19.1058928721,25.0,34.1203063248
NM_001205301,EGFLAM,38.0,6.96238306258,19.0,5.57856953311
NM_001290030,ERICH2,0.0,-,0.0,-
NM_012241,SIRT5,10.0,1.97594017236,6.0,5.7664414805
NM_001320537,SLC37A1,1.0,0.240719906099,1.0,0.559726373419
NM_003869,CES2,26.0,5.92019372921,14.0,6.70595251231
NM_001318936,RPS6KA2,16.0,2.36904002699,8.0,3.15039666304
NM_199464,KCNRG,0.0,-,0.0,-
NM_001319196,S100A8,0.0,-,0.0,-
NM_032353,VPS25,86.0,69.9769708881,38.0,64.1693083018
NM_005776,CNIH1,56.0,35.2875421027,22.0,45.3494167926
NM_199460,CACNA1C,2.0,0.130959785339,2.0,0.269031398205
NM_199461,NANOS1,3.0,0.66966516073,1.0,1.02011564302
NM_001284338,NEDD4,33.0,4.08821421072,25.0,5.6608690039
NM_001042705,IQCJ,0.0,-,0.0,-
NM_001083893,STRN3,79.0,16.77826868,55.0,20.6004556232
NM_003612,SEMA7A,13.0,3.44673608895,10.0,4.48116766725
NM_001145121,TCP10L2,0.0,-,0.0,-
NM_018387,STRBP,38.0,5.3099427627,28.0,12.435406739
NM_022451,NOC3L,26.0,6.67632385614,23.0,8.58247105909
NM_001083899,GP6,0.0,-,0.0,-
NM_001018104,FAHD1,12.0,6.32207979001,12.0,14.4045245015
NM_024805,RBFA,37.0,5.84208858215,26.0,22.590816769
NM_024804,ZNF669,14.0,6.34017328436,12.0,7.7133905395
NM_024807,TREML2,0.0,-,0.0,-
NM_024806,JHY,0.0,-,0.0,-
NM_178829,LLCFC1,0.0,-,0.0,-
NM_178828,SPATA31E1,0.0,-,0.0,-
NM_024803,TUBAL3,0.0,-,0.0,-
NM_001318932,FAM216B,0.0,-,0.0,-
NM_001013699,H3F3C,61.0,51.7479476473,48.0,105.491958849
NM_024809,TCTN2,0.0,-,0.0,-
NM_178820,FBXO27,2.0,0.759899703574,2.0,2.10488650286
NM_178822,IGSF10,0.0,-,0.0,-
NM_017410,HOXC13,4.0,1.49696435762,3.0,2.7090080067
NM_017411,SMN2,0.0,-,0.0,-
NM_003273,TM7SF2,11.0,6.16083582285,9.0,6.42015501349
NM_017413,APLN,4.0,1.11250825089,0.0,-
NM_017414,USP18,2.0,0.881259607093,1.0,0.801324084198
NM_003274,TRAPPC10,60.0,7.72003142675,42.0,9.96312944686
NM_203437,AFTPH,32.0,6.96451767159,29.0,9.25071784287
NM_203436,ASCL4,0.0,-,0.0,-
NM_017418,DEC1,0.0,-,0.0,-
NM_003278,CLEC3B,0.0,-,0.0,-
NM_145805,ISL2,3.0,1.43087497375,2.0,1.66052157448
NM_001013694,SRRD,13.0,9.01536075238,11.0,9.67009622783
NM_203380,ACSL5,0.0,-,0.0,-
NM_001300821,EIF4B,67.0,14.7647261156,39.0,18.8928062444
NM_005217,DEFA3,0.0,-,0.0,-
NM_014866,SEC16A,125.0,12.3960635122,98.0,12.4222224655
NM_004979,KCND1,0.0,-,0.0,-
NM_004978,KCNC4,0.0,-,0.0,-
NM_004977,KCNC3,2.0,0.564660988802,2.0,0.788638214791
NM_004976,KCNC1,12.0,1.58447648396,5.0,2.91888558013
NM_004975,KCNB1,1.0,0.0756884992164,0.0,-
NM_000812,GABRB1,0.0,-,0.0,-
NM_001017403,LGR6,0.0,-,0.0,-
NM_001017402,LAMB3,7.0,1.45734189726,7.0,1.78368046363
NM_013434,KCNIP3,0.0,-,0.0,-
NM_001278081,LOC388282,0.0,-,0.0,-
NM_001135629,PPP1R21,22.0,6.21127087682,21.0,8.03683937454
NM_001199954,ACTG1,2192.0,933.741651912,1524.0,1211.47414444
NM_001199771,RDH5,3.0,2.00450443417,3.0,2.810914264
NM_001044,SLC6A3,0.0,-,0.0,-
NM_001243168,PTCRA,0.0,-,0.0,-
NM_001320862,ALOX5,0.0,-,0.0,-
NM_001320036,GRAMD1A,27.0,8.57916532809,23.0,8.51866086534
NM_001302753,CD40,0.0,-,0.0,-
NM_001302757,OVOL3,3.0,4.31788916637,3.0,4.69466832574
NM_003015,SFRP5,0.0,-,0.0,-
NM_001202543,CUX1,80.0,5.17229302887,38.0,7.48712430416
NM_006537,USP3,26.0,4.15870904489,18.0,10.3264681407
NM_003016,SRSF2,373.0,112.879600247,163.0,219.4581216
NM_003011,SET,261.0,80.1760571109,61.0,65.5846290926
NM_006530,YEATS4,39.0,23.2981907785,18.0,23.596885532
NM_003013,SFRP2,0.0,-,0.0,-
NM_003012,SFRP1,0.0,-,0.0,-
NM_006539,CACNG3,0.0,-,0.0,-
NM_006029,PNMA1,44.0,14.9277308398,16.0,13.5093280635
NM_006028,HTR3B,0.0,-,0.0,-
NM_001127223,CD59,137.0,15.7797541528,33.0,76.4612259875
NM_001297563,TCEANC,1.0,0.272962450599,0.0,-
NM_001297560,ZNF708,13.0,2.85148274286,4.0,2.39115106725
NM_001114752,CD55,23.0,7.07744610672,14.0,9.48869471129
NM_001257268,RD3L,0.0,-,0.0,-
NM_001297565,UQCRH,131.0,152.354469752,29.0,100.789797893
NM_178537,B4GALNT4,85.0,22.0665721681,80.0,22.9918371851
NM_001297568,ZNF124,60.0,19.4016945593,44.0,37.3617354257
NM_001079807,PGA3,0.0,-,0.0,-
NM_001204871,URGCP-MRPS24,0.0,-,0.0,-
NM_001348700,SAXO2,1.0,0.251453070728,1.0,0.72547059079
NM_001046,SLC12A2,71.0,9.28052436814,54.0,13.3060756009
NM_175054,HIST4H4,90.0,195.877059513,58.0,166.690819592
NM_001323945,DIS3L,46.0,9.72585614477,42.0,12.9151678015
NM_001079809,TMEM183B,0.0,-,0.0,-
NM_001079808,PGA4,0.0,-,0.0,-
NM_032442,NEURL4,41.0,7.08770920742,36.0,6.8843120938
NM_032440,LCOR,52.0,4.49031643021,13.0,8.95304259049
NM_032117,MND1,9.0,8.53982524016,8.0,11.6075294526
NM_032110,DMRTA2,0.0,-,0.0,-
NM_005130,FGFBP1,0.0,-,0.0,-
NM_032444,SLX4,16.0,1.96183596383,15.0,2.44327425127
NM_001278472,MON2,74.0,6.34545683428,56.0,10.1689292046
NM_032449,CC2D1B,65.0,10.3085085363,45.0,15.6580032052
NM_032119,ADGRV1,3.0,0.139142655079,3.0,0.142172451279
NM_014240,LIMD1,47.0,6.70656231066,15.0,6.62246418181
NM_001331210,TMEM45B,0.0,-,0.0,-
NM_001319041,FABP7,0.0,-,0.0,-
NM_004654,USP9Y,0.0,-,0.0,-
NM_001352260,ZNF536,0.0,-,0.0,-
NM_001352262,FUZ,31.0,15.8931567506,23.0,16.367998377
NM_001321814,RAD51B,4.0,1.09085358907,3.0,2.54739105175
NM_005131,THOC1,12.0,5.07555651066,12.0,5.45095228095
NM_017514,PLXNA3,11.0,1.46082614816,9.0,1.43698982407
NM_001257190,POM121,17.0,2.16497486915,8.0,2.39115106725
NM_001257194,KLHL3,2.0,0.256892035587,1.0,0.537578926989
NM_001039091,PRPS2,57.0,20.1223834891,26.0,24.1342887222
NM_001039547,GK5,20.0,1.82307949622,3.0,1.69185217022
NM_012269,HYAL4,0.0,-,0.0,-
NM_001039548,KLHL35,0.0,-,0.0,-
NM_001303625,RPL10,36.0,12.9797102565,31.0,43.0963273748
NM_017510,TMED9,44.0,15.1687783966,24.0,30.395988143
NM_001271838,RSRC1,23.0,11.8595042869,16.0,14.2755287597
NM_012138,AATF,44.0,18.4278340073,40.0,21.3115068382
NM_001011554,SLC13A3,16.0,3.51295455521,12.0,6.45094712386
NM_001206999,CIT,39.0,4.01591460249,31.0,4.47618859207
NM_013372,GREM1,0.0,-,0.0,-
NM_001317843,VSTM2A,0.0,-,0.0,-
NM_018194,HHAT,3.0,0.738820365463,1.0,0.605048346975
NM_001145873,CD8A,0.0,-,0.0,-
NM_018196,TMLHE,8.0,1.81147808125,8.0,5.66623475651
NM_018197,ZFP64,4.0,1.09921133952,2.0,0.876521652216
NM_001173988,RABL6,149.0,42.6446108785,113.0,46.2038424416
NM_001271783,FAR2,42.0,9.87690252009,26.0,15.0605445127
NM_001271836,CCDC120,6.0,1.22219216295,1.0,0.473682858012
NM_001039675,UNC45A,54.0,12.0991527016,44.0,14.1412159891
NM_024942,C10orf88,26.0,7.55222640286,12.0,8.04198789432
NM_004120,GBP2,9.0,1.95308200677,6.0,3.02932989938
NM_003541,HIST1H4K,17.0,43.0609832025,14.0,40.2357150738
NM_032351,MRPL45,28.0,14.7255637572,19.0,18.498318517
NM_001105659,LRRIQ3,0.0,-,0.0,-
NM_033540,MFN1,26.0,6.63641414906,17.0,6.84797306994
NM_198564,DNAH12,0.0,-,0.0,-
NM_173216,ST6GAL1,18.0,3.50570584359,8.0,5.87506404729
NM_001004726,OR4X1,0.0,-,0.0,-
NM_002637,PHKA1,17.0,2.47420679333,15.0,3.66291523781
NM_001004724,OR4N5,0.0,-,0.0,-
NM_001004725,OR4S1,0.0,-,0.0,-
NM_152315,NXPE1,0.0,-,0.0,-
NM_001004723,OR4N2,0.0,-,0.0,-
NM_001257995,LMO7DN,0.0,-,0.0,-
NM_001039891,ZNF674,1.0,0.219183977076,0.0,-
NM_013416,NCF4,0.0,-,0.0,-
NM_013417,IARS,492.0,93.6462262591,408.0,96.5547936892
NM_001323360,ST3GAL6,0.0,-,0.0,-
NM_005155,PPT2,49.0,21.3911396595,27.0,26.6341084223
NM_024943,TMEM156,0.0,-,0.0,-
NM_002639,SERPINB5,0.0,-,0.0,-
NM_014293,NPTXR,3.0,0.462604462709,1.0,0.596594577656
NM_014292,CBX6,160.0,23.2715432335,28.0,20.2639920953
NM_014290,TDRD7,17.0,4.05199044489,17.0,4.62347226378
NM_014297,ETHE1,16.0,14.7147757984,14.0,16.4098602654
NM_014296,CAPN7,32.0,6.56909633859,23.0,8.44540456797
NM_198565,NRROS,3.0,1.053679965,2.0,0.862608610117
NM_005947,MT1B,0.0,-,0.0,-
NM_001291813,SLC25A29,51.0,16.5272006365,18.0,22.6054197534
NM_005941,MMP16,15.0,2.12316097131,5.0,2.45800890959
NM_005940,MMP11,4.0,1.56557250147,3.0,1.83370480617
NM_005943,MOCS1,52.0,11.2004433849,12.0,9.29203782608
NM_001318477,TSKU,32.0,8.05101369443,13.0,10.558751316
NM_015474,SAMHD1,38.0,10.6848236777,25.0,11.9176189556
NM_018995,MOV10L1,0.0,-,0.0,-
NM_015476,TPGS2,94.0,20.8067329352,50.0,49.6501467451
NM_016128,COPG1,154.0,44.9215921059,139.0,47.4814283353
NM_015470,RAB11FIP5,52.0,10.7387023978,30.0,13.7107285966
NM_018992,KCTD5,65.0,23.6639493561,26.0,33.0691105045
NM_015473,HEATR5A,34.0,3.88718297939,31.0,4.52648284591
NM_018998,FBXW5,124.0,46.7178674903,111.0,58.5136173863
NM_024541,C10orf76,17.0,3.71704171024,11.0,4.76497495284
NM_004650,PNPLA4,6.0,1.88974004261,5.0,5.88373786232
NM_001282428,KCNS3,18.0,6.72231141354,11.0,6.68258682411
NM_001278171,ZNF33A,7.0,1.00524848679,4.0,1.70796504803
NM_004999,MYO6,45.0,4.65835537518,30.0,6.97264113699
NM_001349542,GRAMD2B,5.0,1.48604847567,3.0,2.145171412
NM_001330474,RNF10,96.0,22.2951148461,82.0,29.9991412965
NM_031866,FZD8,9.0,2.53299901191,7.0,3.01044199114
NM_001330475,ZBTB8OS,14.0,7.51709167847,3.0,6.79304280467
NM_024121,TMEM185B,40.0,6.04029403986,8.0,6.81239620298
NM_001025357,AARD,0.0,-,0.0,-
NM_004651,USP11,97.0,26.4371185626,96.0,29.7653659823
NM_021978,ST14,0.0,-,0.0,-
NM_021979,HSPA2,3.0,0.971486078242,3.0,1.40106507846
NM_203397,MBLAC1,7.0,4.17894244442,4.0,4.47781098735
NM_152288,ORAI3,15.0,6.14726908284,12.0,12.1173195975
NM_000025,ADRB3,0.0,-,0.0,-
NM_001129979,SYCE1L,0.0,-,0.0,-
NM_152284,CHMP4C,0.0,-,0.0,-
NM_021970,LAMTOR3,35.0,7.33267704617,5.0,11.9557553362
NM_001127215,GFI1,1.0,0.196124595411,0.0,-
NM_021977,SLC22A3,0.0,-,0.0,-
NM_152283,ZFP62,7.0,1.55983388457,3.0,1.03304337583
NM_080794,MRPL39,25.0,19.1435023531,23.0,19.4196590913
NM_018590,CSGALNACT2,16.0,3.80655516144,12.0,6.60538968852
NM_033429,CALML4,6.0,1.16075294526,3.0,4.55168350364
NM_207469,DEFB132,0.0,-,0.0,-
NM_001277324,NPIPA2,0.0,-,0.0,-
NM_033423,GZMH,0.0,-,0.0,-
NM_033427,CTTNBP2,0.0,-,0.0,-
NM_033426,CIPC,43.0,8.86782680757,5.0,3.73617354257
NM_020233,ADPRM,5.0,2.9534968716,4.0,3.48564295517
NM_001004308,RTL4,0.0,-,0.0,-
NM_018221,MOB1A,198.0,36.1300298622,51.0,70.2469495562
NM_001311313,F2R,73.0,16.6052157448,16.0,15.6796791295
NM_005137,DGCR2,116.0,23.1969383196,49.0,26.5803997947
NM_018226,RNPEPL1,20.0,5.94222432218,16.0,6.58719302271
NM_001329953,LTV1,17.0,7.41059215055,10.0,10.063767118
NM_001190879,ORC4,52.0,6.94894870511,37.0,25.3068047735
NM_001001290,SLC2A9,1.0,0.48002229669,1.0,0.583777116027
NM_006563,KLF1,0.0,-,0.0,-
NM_014878,PUM3,16.0,6.46548283167,16.0,7.36872439829
NM_001099456,NPW,0.0,-,0.0,-
NM_014876,JOSD1,80.0,20.8834154345,30.0,44.1715098629
NM_014875,KIF14,15.0,1.84832001556,10.0,1.81257661253
NM_005362,MAGEA3,17.0,8.84198843021,16.0,15.1819115381
NM_005365,MAGEA9,0.0,-,0.0,-
NM_001356429,TUSC3,160.0,35.2071322785,129.0,110.47940103
NM_171998,RAB39B,8.0,2.04255501188,1.0,1.39670038975
NM_171999,SALL3,0.0,-,0.0,-
NM_001320143,TRAF3IP3,0.0,-,0.0,-
NM_001100916,MBOAT4,0.0,-,0.0,-
NM_001244,TNFSF8,0.0,-,0.0,-
NM_001354631,REELD1,0.0,-,0.0,-
NM_014744,TBC1D5,65.0,7.42097113116,28.0,10.5138551952
