AccNum,cdReads0_RNA_1,cdReads1_RNA_1,cdReads2_RNA_1,cdReads3_RNA_1,cdReads4_RNA_1
NM_001497,126,172,175,94,75
NM_032207,36,39,62,28,37
NM_001202438,214,296,250,91,149
NM_016823,381,567,419,183,247
NM_005772,39,80,87,16,43
NM_001350630,25,27,20,14,17
NM_130837,148,217,173,68,116
NM_001346874,36,75,69,50,36
NM_001321924,27,40,58,21,33
NM_001824,43,55,57,23,25
NM_001354251,160,212,230,120,138
NM_002398,64,84,98,67,66
NM_152592,479,990,1124,580,682
NM_016097,70,82,103,41,45
NM_152594,139,212,156,81,108
NM_152597,4,8,5,4,9
NM_001079559,231,416,402,191,225
NM_001822,184,264,278,122,157
NM_001163809,639,732,786,492,457
NM_015672,8,5,14,10,4
NM_018283,54,74,66,22,25
NM_015675,16,57,123,72,71
NM_018288,56,90,60,37,41
NM_015678,84,100,92,39,46
NM_001206927,53,59,38,24,34
NM_002397,31,62,59,18,33
NM_001352687,2,9,7,3,5
NM_001352680,51,68,87,38,49
NM_001040708,466,825,913,443,462
NM_001346134,94,135,128,63,82
NM_002520,89,137,109,30,39
NM_002526,68,76,82,35,45
NM_133494,94,119,103,61,74
NM_002390,55,85,89,40,38
NM_002393,70,140,137,66,91
NM_001010984,37,50,49,22,32
NM_001286968,2285,2609,2850,1277,1391
NM_177454,1639,2146,1708,830,1178
NM_032982,124,195,263,130,149
NM_152709,7,10,5,2,2
NM_005224,375,453,430,259,190
NM_015016,212,222,270,176,119
NM_015017,195,316,301,131,182
NM_015014,57,94,85,32,55
NM_021928,191,284,255,117,153
NM_001130050,142,284,215,99,187
NM_005629,71,84,107,42,52
NM_173824,36,61,63,22,34
NM_001316897,22,25,29,13,11
NM_173826,25,41,34,8,23
NM_001492,108,129,173,75,63
NM_080874,131,323,398,150,245
NM_148896,22,19,33,13,11
NM_001318714,320,485,577,316,313
NM_173828,65,74,86,34,40
NM_173829,6,6,5,2,7
NM_001135663,35,55,54,24,39
NM_017890,218,333,287,130,191
NM_001135196,6,3,7,1,3
NM_001323890,31,32,40,11,24
NM_058219,645,835,875,482,438
NM_001301056,33,41,39,22,32
NM_058216,134,189,190,82,94
NM_001301054,101,120,155,92,92
NM_033337,3,6,8,2,2
NM_206858,4,4,11,4,5
NM_001322365,718,1060,1040,406,462
NM_033334,26,35,61,19,31
NM_006246,13,23,14,7,10
NM_033331,52,71,62,30,65
NM_199072,25,27,24,12,18
NM_001039619,468,718,754,366,415
NM_130398,182,239,186,82,107
NM_001321542,146,234,158,60,94
NM_001012271,669,1000,1005,477,610
NM_001244666,147,237,316,162,133
NM_001252335,16,13,26,14,7
NM_001142418,431,630,633,252,347
NM_030785,3,2,2,3,1
NM_025054,105,124,97,51,73
NM_030782,569,924,1208,523,573
NM_030780,172,284,179,84,157
NM_017735,94,138,141,60,78
NM_017882,177,233,350,182,161
NM_017736,75,110,75,47,56
NM_017887,77,101,133,59,70
NM_017730,690,1003,1064,500,491
NM_017885,73,104,134,55,50
NM_017893,37,35,31,18,17
NM_001316,699,1045,916,314,522
NM_001002860,257,315,272,123,163
NM_001025616,54,66,90,44,49
NM_003584,191,332,354,139,196
NM_001288614,279,359,477,204,220
NM_001288615,56,58,77,46,41
NM_001135565,14,27,19,5,7
NM_016938,297,318,496,239,224
NM_001282328,429,575,775,341,400
NM_016286,572,739,915,422,401
NM_016287,464,691,625,297,380
NM_016284,1087,1570,1312,531,832
NM_016282,25,34,19,10,19
NM_016932,704,816,906,396,342
NM_173689,3,4,5,1,3
NM_006068,12,23,20,10,10
NM_173680,70,83,105,49,35
NM_173683,98,134,176,76,84
NM_001300907,27,61,40,24,28
NM_173174,21,26,34,9,8
NM_004369,11,27,20,18,14
NM_001323895,56,134,135,53,71
NM_001300901,30,66,53,16,16
NM_004361,63,65,82,29,38
NM_207422,1,7,1,1,3
NM_133369,14,18,22,11,3
NM_001348397,214,273,320,156,145
NM_001330069,78,139,133,58,88
NM_001164317,163,269,280,112,161
NM_024735,163,217,290,171,163
NM_001199303,247,374,395,139,186
NM_000263,294,394,467,231,221
NM_144576,44,48,63,27,30
NM_144570,264,350,414,208,231
NM_144573,17,28,10,4,9
NM_001143769,17,10,10,8,10
NM_001164579,24,37,43,16,17
NM_006636,529,914,859,359,462
NM_006143,20,21,23,11,7
NM_001351224,29,54,41,15,20
NM_001351225,18,36,35,14,26
NM_006638,60,70,78,36,42
NM_006148,421,645,757,383,411
NM_003469,2,4,5,1,3
NM_207395,53,59,80,42,36
NM_001128620,206,276,270,143,146
NM_001128626,131,186,219,101,141
NM_001171203,153,228,314,142,163
NM_025078,147,188,247,106,140
NM_025077,330,522,681,323,439
NM_025072,446,566,662,315,337
NM_001282311,63,86,110,44,53
NM_032693,1,5,7,3,5
NM_016428,51,60,85,41,44
NM_025215,103,176,195,80,116
NM_016422,35,62,40,17,19
NM_016423,387,450,516,257,219
NM_001199163,854,1335,1518,560,585
NM_025137,183,212,182,75,126
NM_001080463,165,200,107,48,113
NM_001080467,70,95,126,43,42
NM_023928,129,200,235,129,132
NM_172229,47,50,73,44,42
NM_001291780,193,305,391,171,160
NM_001317168,11,29,29,15,18
NM_001135050,43,54,43,32,21
NM_000849,153,254,301,140,151
NM_001123066,28,53,50,17,20
NM_001199479,55,61,96,42,49
NM_001079843,98,169,150,59,64
NM_016199,473,611,770,268,270
NM_173633,10,11,20,11,17
NM_002737,106,160,132,63,91
NM_002736,12,9,11,8,8
NM_002732,7,9,10,8,10
NM_033070,376,553,618,310,360
NM_031490,272,455,430,207,248
NM_031492,52,83,113,49,59
NM_024650,100,157,175,91,94
NM_024652,136,130,156,68,73
NM_024653,38,80,93,39,46
NM_001253876,57,110,114,49,58
NM_024656,1451,2131,2788,1308,1175
NM_024657,73,115,100,50,54
NM_001130861,7,7,7,4,4
NM_001130862,72,106,121,45,69
NM_001347424,55,58,71,38,54
NM_181716,386,461,515,243,295
NM_182947,265,341,385,189,187
NM_001077182,19,15,32,18,18
NM_152763,2,1,2,5,2
NM_001077188,475,532,596,290,305
NM_001136134,659,960,1125,514,279
NM_178548,9,8,12,4,8
NM_178549,24,28,14,3,13
NM_001308036,66,111,90,30,48
NM_178544,3,7,9,4,11
NM_178545,15,26,25,7,6
NM_001330676,310,493,448,154,248
NM_001291549,343,449,325,160,145
NM_001346484,115,173,163,60,91
NM_001099645,42,51,68,21,51
NM_001322177,173,263,235,129,159
NM_015666,197,279,360,180,216
NM_001134484,96,169,180,61,54
NM_024721,228,307,258,120,163
NM_014266,1,1,4,1,1
NM_014267,116,169,138,42,55
NM_014264,126,212,150,44,114
NM_001320996,55,89,131,49,69
NM_017802,410,601,736,418,371
NM_017801,105,150,142,56,119
NM_000399,33,11,11,4,7
NM_018362,84,121,110,51,53
NM_015241,176,268,329,144,181
NM_018360,61,63,64,20,38
NM_015247,85,126,124,61,98
NM_018366,97,118,115,46,44
NM_018365,4,6,3,2,3
NM_018364,106,127,111,64,87
NM_018369,125,219,208,89,136
NM_018368,42,61,63,31,46
NM_001008938,703,1040,875,357,438
NM_001270976,252,435,560,259,272
NM_019013,186,315,318,163,192
NM_017805,36,33,33,19,16
NM_019015,314,446,497,226,204
NM_133471,888,1158,1130,567,584
NM_019018,15,24,16,15,17
NM_213589,245,435,342,152,286
NM_183239,2,2,11,3,4
NM_005178,110,89,91,43,31
NM_001204468,803,1141,1447,720,684
NM_178155,12,17,13,3,10
NM_005175,203,298,309,119,144
NM_005171,56,87,98,37,51
NM_152904,13,8,14,4,4
NM_152905,41,77,41,15,40
NM_152902,119,172,163,72,97
NM_152903,56,61,56,21,34
NM_001105214,49,90,78,43,42
NM_001185106,4,3,3,3,8
NM_001137552,190,314,295,114,143
NM_001354461,7,13,10,2,12
NM_053046,670,949,929,390,404
NM_053045,143,194,175,77,83
NM_053044,49,59,97,31,40
NM_053043,253,397,341,147,197
NM_053042,113,139,99,38,51
NM_053041,55,65,83,36,35
NM_057749,70,86,80,29,56
NM_004177,61,93,91,37,43
NM_001416,1247,1896,2294,940,1032
NM_001415,140,206,221,87,111
NM_001414,235,309,295,137,156
NM_001330272,250,375,459,217,269
NM_004172,31,26,39,17,24
NM_153686,24,52,39,22,22
NM_001353812,114,179,106,33,70
NM_001003945,96,115,164,96,97
NM_002184,96,122,84,31,65
NM_022720,175,310,386,171,194
NM_022726,13,27,25,8,19
NM_001321485,4659,6749,7721,3045,3529
NM_022098,43,61,84,40,38
NM_001267571,49,108,129,50,39
NM_030953,15,21,19,18,9
NM_006996,61,107,78,37,52
NM_003079,118,210,209,89,78
NM_006994,22,31,30,19,16
NM_006993,304,439,502,236,262
NM_018949,177,250,295,157,146
NM_006990,147,229,231,113,110
NM_018947,58,93,94,19,38
NM_018946,424,607,757,303,331
NM_018944,96,161,148,64,79
NM_018943,48,75,98,30,52
NM_018941,119,144,139,52,81
NM_020830,164,280,312,133,200
NM_016310,75,96,112,38,39
NM_020834,46,27,38,29,20
NM_001031628,9,25,30,5,9
NM_001322281,35,64,51,25,13
NM_001278182,2,1,1,2,1
NM_022899,187,302,266,137,143
NM_021067,93,132,142,55,58
NM_015986,90,132,153,83,81
NM_013363,2,3,5,1,4
NM_001321731,107,139,182,66,68
NM_022893,46,40,47,25,19
NM_022894,77,169,173,102,117
NM_032864,174,245,297,131,131
NM_013361,15,34,43,21,23
NM_032861,48,77,91,39,62
NM_032862,374,449,481,233,235
NM_016630,170,216,236,101,120
NM_032869,189,276,210,82,135
NM_016639,273,551,719,316,410
NM_022549,4,6,13,7,3
NM_194449,391,623,693,316,418
NM_001347821,9,14,21,7,11
NM_001007027,117,146,180,72,95
NM_001329608,112,154,181,84,87
NM_018341,28,49,43,29,27
NM_001170755,6,9,10,2,5
NM_018340,55,75,87,42,47
NM_001198799,36,63,57,22,41
NM_138284,19,34,42,23,24
NM_001278237,23,29,18,7,6
NM_138281,5,5,4,2,4
NM_001270508,5,8,14,9,10
NM_001282705,968,1511,1632,606,806
NM_138288,29,39,37,16,14
NM_001281504,208,235,292,140,182
NM_001282853,196,315,346,161,205
NM_153026,7,19,12,9,6
NM_007155,2,7,7,10,8
NM_007157,63,49,60,19,25
NM_030648,109,150,99,70,79
NM_030649,210,333,381,234,245
NM_001276347,16,25,28,6,11
NM_030640,107,106,101,53,60
NM_030641,50,54,59,37,39
NM_030647,4,11,12,6,8
NM_001167928,110,142,92,45,71
NM_001308018,2,3,1,3,1
NM_181079,16,34,49,21,35
NM_001322828,23,37,41,13,25
NM_003818,312,502,553,291,267
NM_003816,196,278,272,98,162
NM_003811,31,26,26,8,18
NM_001289088,73,96,63,24,46
NM_003812,69,84,86,36,47
NM_020768,13,22,17,11,12
NM_199242,4,7,5,2,2
NM_199243,4,8,3,2,4
NM_001351943,9,20,17,3,15
NM_020761,746,1019,1241,612,625
NM_001671,4,9,17,7,7
NM_004281,491,650,597,295,227
NM_004280,51,60,64,24,31
NM_001675,554,688,792,338,396
NM_001134398,242,361,425,185,209
NM_178496,91,166,177,58,81
NM_001001664,35,61,46,16,36
NM_000108,160,266,244,83,130
NM_001323413,575,961,1055,464,509
NM_005611,136,163,144,81,90
NM_001330354,114,204,267,101,130
NM_144636,25,31,28,7,14
NM_144635,97,114,148,69,54
NM_000107,77,149,148,66,64
NM_000104,78,136,128,65,63
NM_001164746,80,123,78,26,48
NM_021019,1317,2069,2253,960,1054
NM_021018,7151,12125,16332,8065,5702
NM_001324062,142,222,173,49,81
NM_001330351,78,130,122,52,55
NM_001320466,8,6,12,4,4
NM_001001661,15,20,22,10,14
NM_173547,556,548,676,353,390
NM_173546,142,167,198,113,104
NM_173545,22,32,20,5,10
NM_173544,1,2,5,3,4
NM_173543,53,118,169,78,77
NM_173542,196,289,332,174,211
NM_001172646,61,89,71,34,56
NM_001354928,2579,4392,5022,2226,2258
NM_000700,365,578,630,207,372
NM_001122964,250,343,264,117,180
NM_015000,38,87,55,28,44
NM_003139,228,368,432,189,309
NM_001136538,50,63,88,45,69
NM_153690,115,147,130,46,40
NM_001330730,1025,1531,1989,845,806
NM_001001668,19,35,31,14,15
NM_175922,9,6,9,6,3
NM_001330358,111,157,204,121,128
NM_006288,245,282,426,192,158
NM_014856,418,519,580,368,333
NM_006285,87,128,163,57,51
NM_006284,343,460,607,297,244
NM_153350,50,69,51,36,32
NM_001145073,7,21,20,4,7
NM_001042550,575,772,433,149,338
NM_001145079,89,111,86,33,49
NM_004824,222,331,330,168,202
NM_001098577,415,615,510,209,229
NM_001100420,21,33,27,15,13
NM_001100426,163,288,221,84,148
NM_005413,3,3,10,4,1
NM_005417,208,265,331,183,158
NM_138456,4,7,6,5,3
NM_005415,606,1015,1352,610,715
NM_005419,442,564,734,420,435
NM_014079,17,9,16,9,6
NM_005500,918,1526,1648,703,940
NM_006469,170,227,233,95,137
NM_003108,417,548,501,238,279
NM_006467,3,2,3,2,2
NM_003105,83,97,92,40,47
NM_003104,40,79,66,25,37
NM_003101,132,203,233,101,167
NM_006460,244,316,274,123,104
NM_001243475,25,28,34,14,21
NM_181472,115,121,133,73,58
NM_133263,37,62,68,29,33
NM_001349637,24,20,19,6,30
NM_001257335,1865,3024,3339,1299,1628
NM_001349632,219,290,352,154,155
NM_000373,201,312,374,199,223
NM_001252127,29,49,29,10,24
NM_017857,61,99,122,64,70
NM_001291902,475,556,577,282,257
NM_032268,118,148,154,63,74
NM_001014980,4,5,5,4,6
NM_001089591,84,132,125,31,72
NM_003132,304,374,450,181,145
NM_003762,4,11,3,6,5
NM_001017981,120,157,199,97,115
NM_003145,592,762,1022,444,499
NM_001278438,233,316,231,96,143
NM_001352448,52,71,92,42,51
NM_001023563,152,196,238,107,163
NM_006236,15,9,14,8,9
NM_001346817,4,11,6,5,4
NM_006317,18,27,16,10,8
NM_006237,603,693,758,294,236
NM_001242659,60,64,82,44,44
NM_003764,19,32,28,11,19
NM_003314,83,128,137,49,68
NM_015658,684,1017,1243,548,630
NM_015659,274,375,401,125,203
NM_003315,197,305,292,106,147
NM_001145928,325,525,647,301,220
NM_080680,8,6,9,5,2
NM_000922,111,163,167,51,91
NM_015651,897,1411,1684,851,946
NM_001093755,66,84,92,28,56
NM_001319292,14,17,27,10,5
NM_001319295,180,226,206,83,115
NM_015656,594,792,1062,593,516
NM_001319296,59,97,112,38,57
NM_015386,431,576,745,365,350
NM_001330164,28,43,42,18,29
NM_015384,127,215,156,79,119
NM_015382,570,853,624,205,351
NM_015380,218,370,431,148,197
NM_006231,798,1288,1578,815,957
NM_015388,573,840,964,542,512
NM_002500,10,8,11,4,5
NM_002503,494,755,1002,420,419
NM_002505,216,331,371,177,192
NM_002507,3260,5059,6630,3262,3028
NM_002508,410,598,694,348,370
NM_003131,458,772,934,433,337
NM_001330519,548,546,598,295,283
NM_014389,768,1108,1210,533,533
NM_014388,38,67,81,42,46
NM_014384,120,188,248,128,124
NM_001289030,37,73,50,27,34
NM_024514,18,31,29,8,13
NM_001330259,69,117,154,60,89
NM_015035,242,312,271,135,140
NM_018000,43,55,58,28,36
NM_001162995,1,12,26,7,7
NM_001271610,318,375,458,211,211
NM_001254749,2,3,7,3,3
NM_004854,97,177,191,95,137
NM_033132,47,49,48,24,23
NM_012287,155,181,166,69,109
NM_004857,6,8,5,3,6
NM_001025248,148,224,248,105,133
NM_001287011,88,92,78,44,32
NM_004850,126,171,99,48,87
NM_001270691,340,332,350,121,163
NM_001436,1099,1547,1738,741,769
NM_003137,211,369,288,120,161
NM_004507,96,116,149,74,90
NM_004159,301,438,427,215,227
NM_004852,19,24,24,11,10
NM_001357678,198,254,254,134,110
NM_001256171,31,44,35,10,21
NM_030816,130,154,209,78,128
NM_001286768,41,41,18,10,22
NM_148977,94,100,122,38,59
NM_001256574,384,662,696,333,481
NM_001354636,64,87,76,42,42
NM_030810,602,893,935,365,423
NM_001301039,25,42,55,30,25
NM_001142386,23,37,33,17,18
NM_012388,14,22,15,3,9
NM_001322341,134,202,222,98,128
NM_012383,36,60,57,22,26
NM_012382,49,51,62,32,25
NM_001174097,1053,1641,1576,544,843
NM_012384,258,387,516,297,294
NM_001084,873,1153,1313,602,626
NM_001085,4,7,8,3,4
NM_001081,34,43,50,24,22
NM_001083,9,1,1,2,1
NM_001195156,86,87,93,42,47
NM_001195150,2,1,1,2,1
NM_014924,94,155,156,87,103
NM_014927,19,31,28,9,14
NM_213649,94,148,151,65,96
NM_213647,455,698,856,485,464
NM_080425,4282,5864,6665,2600,2275
NM_080424,41,71,65,22,31
NM_017860,29,26,32,20,10
NM_017864,97,149,138,44,73
NM_017867,25,40,24,9,22
NM_017719,134,180,130,75,95
NM_001321170,140,203,287,123,136
NM_152318,46,85,68,30,40
NM_001002841,15,19,26,8,8
NM_176783,417,600,685,306,319
NM_144682,2,5,9,4,3
NM_001100164,9,12,20,9,11
NM_001142864,1069,1610,1836,1028,1042
NM_144683,129,170,232,112,107
NM_033204,40,66,65,27,35
NM_032927,17,36,29,14,18
NM_001286631,205,303,217,107,147
NM_152644,43,63,63,30,25
NM_206833,18,12,35,14,16
NM_003309,284,400,378,196,200
NM_206831,24,21,37,7,15
NM_014238,65,86,88,52,46
NM_001286569,35,45,35,11,29
NM_000525,82,99,101,56,64
NM_001286561,4042,6402,7077,3658,3141
NM_001281715,810,1111,1306,545,580
NM_018393,104,181,177,88,102
NM_001286565,58,93,90,61,63
NM_004613,3,4,1,2,2
NM_004343,2952,4683,5087,2270,2275
NM_004344,19,35,40,9,22
NM_032336,51,77,90,42,40
NM_001167676,29,36,65,30,23
NM_004618,238,343,433,241,238
NM_006190,94,128,137,64,60
NM_001131034,112,183,212,99,98
NM_006533,5,11,7,6,5
NM_001135721,2,1,4,3,2
NM_022970,18,32,18,8,11
NM_001350159,81,142,146,81,70
NM_015480,119,158,130,71,75
NM_001350151,49,70,85,46,37
NM_001127181,114,147,140,55,95
NM_001320611,1021,1709,1711,807,829
NM_001320613,590,770,959,490,482
NM_148957,97,193,248,100,110
NM_001145348,24,37,73,36,32
NM_000528,832,1148,1373,732,677
NM_001351207,87,141,158,83,60
NM_005165,8,14,22,10,14
NM_020536,92,106,136,44,67
NM_020531,435,652,684,291,371
NM_025010,202,302,351,189,221
NM_020533,76,108,144,87,59
NM_020532,2256,3045,2714,1193,1353
NM_000098,119,145,244,115,119
NM_005188,153,262,293,136,127
NM_016400,114,133,137,75,52
NM_001160233,1262,2082,1958,817,928
NM_016406,144,191,202,86,99
NM_001317034,161,249,256,120,150
NM_016408,246,348,429,220,249
NM_001199189,35,52,57,29,40
NM_145080,115,172,202,80,79
NM_001350177,216,327,436,269,209
NM_001351295,8,3,6,3,4
NM_005522,12,11,24,8,9
NM_001085411,56,71,78,33,56
NM_015367,252,328,343,170,223
NM_004290,130,153,154,79,95
NM_001331029,44,82,93,45,57
NM_002285,519,591,695,381,305
NM_020813,6,9,13,4,5
NM_000824,23,40,31,14,24
NM_000821,401,511,602,293,322
NM_000820,7,14,13,9,10
NM_024307,4,2,3,4,7
NM_145307,18,34,32,8,14
NM_145719,9,7,5,2,3
NM_001290083,40,43,37,20,23
NM_145249,41,61,74,32,24
NM_006612,1631,2229,2636,1326,1244
NM_001308207,310,392,547,264,231
NM_145716,48,76,63,30,33
NM_145715,24,18,26,10,5
NM_006617,3651,7798,8196,4341,4627
NM_002979,110,153,152,66,92
NM_001104647,43,77,55,21,54
NM_002759,78,126,88,44,66
NM_002755,1193,1847,1994,935,846
NM_002970,22,24,28,11,17
NM_002973,129,150,139,78,51
NM_002972,1662,2225,2768,1409,1426
NM_001242394,165,182,203,123,128
NM_002977,387,487,313,153,257
NM_002976,141,241,131,56,139
NM_020337,108,124,98,41,66
NM_031476,16,39,67,30,36
NM_031477,37,45,55,37,22
NM_031474,3,3,8,3,2
NM_031475,2,8,13,5,1
NM_031479,20,25,36,17,27
NM_020747,92,164,135,75,89
NM_024637,108,132,149,109,67
NM_024632,52,77,66,31,28
NM_001329126,222,220,183,82,91
NM_024630,103,120,120,58,58
NM_021937,66,101,124,63,54
NM_001290557,427,685,753,349,397
NM_020745,463,724,844,486,561
NM_024638,79,136,158,74,100
NM_024308,67,83,139,60,57
NM_001293197,415,569,686,288,319
NM_017742,46,79,73,36,30
NM_030981,276,418,464,225,214
NM_000999,1145,1824,1553,566,607
NM_019118,5,13,20,6,12
NM_021930,69,76,99,46,55
NM_020218,489,659,755,391,469
NM_021931,157,230,291,128,182
NM_001271934,10,19,38,10,23
NM_001010883,60,62,59,24,36
NM_001349407,22,39,34,12,26
NM_001024956,55,81,59,26,41
NM_031216,163,258,319,127,191
NM_031217,76,132,65,28,74
NM_031215,128,191,152,91,102
NM_031212,67,85,113,62,61
NM_021615,68,79,83,61,37
NM_006097,242,385,386,174,131
NM_001962,74,87,88,25,35
NM_001136156,116,142,124,52,91
NM_031218,20,36,35,5,16
NM_031219,42,37,43,17,18
NM_021813,1,5,3,3,4
NM_178564,43,49,77,45,47
NM_001105669,7,4,12,1,3
NM_021818,36,44,54,23,19
NM_001193495,857,1449,1476,741,749
NM_016613,52,72,56,38,26
NM_001007245,168,244,264,123,170
NM_001961,26611,39543,49282,22918,23434
NM_000990,398,547,552,221,219
NM_001007248,16,32,22,13,8
NM_001277961,183,284,313,174,148
NM_001318825,318,546,563,282,334
NM_001039846,3,1,5,1,2
NM_032025,167,274,255,95,156
NM_001039844,5,8,4,1,3
NM_001318821,103,142,165,72,68
NM_001039841,4,5,6,2,6
NM_001039840,15,14,23,13,15
NM_001353781,8,11,7,5,10
NM_005998,3500,5345,6056,2555,3083
NM_014243,15,24,15,6,16
NM_014244,49,80,119,72,42
NM_014245,179,269,284,123,125
NM_014246,121,163,177,87,109
NM_032847,15,25,17,10,8
NM_014248,292,446,508,206,228
NM_005993,727,1148,1409,656,630
NM_014718,160,251,303,168,120
NM_001195296,28,28,26,17,14
NM_005994,420,489,627,347,350
NM_006877,7,9,7,4,4
NM_032842,130,177,178,81,110
NM_001018050,95,174,204,88,97
NM_198560,55,65,75,40,39
NM_138287,99,117,85,33,76
NM_001319666,60,72,45,16,32
NM_001010892,16,13,8,8,6
NM_001007794,73,125,112,51,88
NM_001352786,160,257,230,102,140
NM_001042631,107,108,100,49,61
NM_018981,219,296,242,94,167
NM_001010887,3,1,5,2,1
NM_003059,11,14,23,10,6
NM_024065,20,39,39,21,7
NM_001267774,19,32,27,10,23
NM_005197,135,225,222,104,114
NM_005194,248,238,188,76,71
NM_005195,452,414,409,170,169
NM_032740,132,157,140,75,64
NM_052998,32,39,50,26,25
NM_001258430,276,362,397,191,187
NM_001127899,280,503,424,196,310
NM_053025,164,263,289,144,158
NM_053024,222,351,380,153,178
NM_001354401,22,36,43,21,28
NM_001162501,402,488,471,240,319
NM_053023,275,459,517,227,243
NM_014838,410,565,364,151,201
NM_001099668,36,37,24,17,18
NM_001099666,54,104,86,43,63
NM_001099660,24,42,42,10,19
NM_020714,31,36,36,17,24
NM_004631,296,351,407,201,238
NM_152943,19,31,28,13,28
NM_001281444,78,125,152,78,67
NM_015299,331,522,538,288,297
NM_001319086,294,446,442,190,227
NM_001097620,1,1,9,4,4
NM_018924,3,2,2,1,1
NM_018927,6,19,24,10,10
NM_018926,3,11,8,8,3
NM_018921,36,53,52,18,29
NM_018923,13,15,13,5,6
NM_018929,10,23,18,10,5
NM_018928,16,29,14,11,12
NM_020856,426,527,559,230,217
NM_020857,393,506,566,290,281
NM_181783,89,128,73,30,63
NM_020853,70,98,129,52,82
NM_001135570,4,4,2,2,2
NM_001113511,168,248,302,143,136
NM_019035,197,224,264,136,141
NM_020859,482,871,845,406,432
NM_001143979,173,243,220,115,113
NM_001143978,4,11,6,4,5
NM_022566,310,404,408,190,171
NM_001017536,21,10,24,18,10
NM_016652,166,231,227,91,132
NM_001033113,1,10,11,11,6
NM_002419,420,559,587,315,247
NM_001278216,53,97,97,51,65
NM_001040199,32,64,55,24,23
NM_001311311,327,483,558,209,263
NM_001289864,49,82,69,35,36
NM_194460,295,462,616,285,269
NM_001198801,182,211,207,81,98
NM_001244710,459,744,705,277,322
NM_001278251,8,14,17,5,13
NM_001478,207,256,363,175,164
NM_001282726,145,215,214,74,101
NM_001470,50,70,85,49,54
NM_001317951,205,305,350,181,215
NM_181356,10,16,14,7,13
NM_007138,11,19,15,4,5
NM_007131,13,7,17,7,7
NM_001350520,134,230,215,102,106
NM_030662,642,950,1142,475,491
NM_030665,284,347,310,169,125
NM_030666,52,100,84,54,46
NM_001320263,105,162,159,54,81
NM_001350529,130,214,292,133,153
NM_001012974,4,9,12,4,3
NM_003833,2,3,4,1,1
NM_003831,82,151,146,68,108
NM_003835,3,7,3,2,3
NM_003834,9,13,20,10,16
NM_001102653,47,61,71,37,36
NM_001322800,6,4,8,3,5
NM_001690,272,394,328,155,213
NM_001329478,82,109,103,45,62
NM_001692,8,12,17,12,11
NM_001695,103,151,134,54,61
NM_001694,73,118,143,66,48
NM_001697,416,543,557,218,276
NM_020706,121,175,213,100,83
NM_020704,48,67,92,44,75
NM_001303247,165,229,257,99,146
NM_001286811,5,14,21,7,6
NM_000121,130,153,159,79,80
NM_001317917,56,112,102,36,49
NM_144653,164,177,263,145,109
NM_000127,498,784,1051,457,495
NM_000129,6,9,9,4,8
NM_024029,227,290,423,212,224
NM_144658,42,61,39,16,16
NM_001165931,826,1312,1556,745,802
NM_003535,3326,6674,9302,4487,3224
NM_001355243,83,89,91,33,39
NM_021038,260,364,406,159,218
NM_001302350,15,12,10,9,4
NM_001142623,112,134,172,86,76
NM_021035,456,628,676,455,495
NM_021034,330,421,513,184,144
NM_021033,64,67,40,31,32
NM_021030,19,30,19,12,31
NM_001145777,60,77,81,33,50
NM_001286819,4,9,10,5,4
NM_000383,2,5,4,5,9
NM_019609,201,316,379,238,214
NM_001012398,3,9,8,3,6
NM_012162,147,195,278,160,151
NM_000387,22,27,37,24,14
NM_003341,107,166,154,53,78
NM_006260,79,136,73,58,76
NM_003342,66,107,99,36,69
NM_203505,399,634,408,170,272
NM_003344,19,31,40,15,18
NM_003347,80,114,90,36,34
NM_006266,745,1112,1162,574,533
NM_003348,142,205,246,97,122
NM_004373,101,182,191,70,92
NM_001172630,25,33,50,24,39
NM_153336,62,115,109,58,59
NM_001286712,15,28,21,10,13
NM_001256584,221,284,337,146,158
NM_153335,73,160,185,112,102
NM_153333,61,81,94,24,38
NM_004808,68,98,84,35,49
NM_004807,89,112,123,56,60
NM_004805,75,135,139,73,58
NM_004804,395,546,582,295,374
NM_004374,139,189,226,70,98
NM_001297590,246,307,344,154,185
NM_001004323,3,5,14,6,5
NM_001330447,303,419,396,183,282
NM_002344,59,67,92,52,71
NM_001297772,2,4,2,1,2
NM_001301782,51,50,42,10,19
NM_001319302,38,37,54,28,16
NM_006405,367,559,650,287,291
NM_006404,134,158,193,93,105
NM_006407,79,100,89,39,45
NM_006406,342,501,511,205,275
NM_006401,73,82,89,34,31
NM_003162,184,235,197,94,126
NM_001163315,52,80,79,42,36
NM_003169,1025,1741,1974,979,874
NM_024707,109,139,148,70,73
NM_001201366,18,42,21,11,16
NM_001247996,281,351,416,162,196
NM_001247997,91,117,113,57,67
NM_001288736,171,274,207,95,167
NM_001144769,392,614,371,185,402
NM_032828,30,57,49,14,23
NM_003057,2,1,2,1,10
NM_004010,128,184,233,113,119
NM_024704,151,185,142,75,97
NM_001282437,20,39,24,11,22
NM_001320776,43,90,106,37,50
NM_032532,2,3,1,3,1
NM_014774,123,212,192,96,98
NM_032246,156,204,203,111,81
NM_032531,7,7,8,2,4
NM_032536,2,2,2,1,1
NM_032242,1366,2055,2417,1273,1153
NM_023080,285,414,466,209,226
NM_032538,7,17,22,16,8
NM_001202473,11,9,15,6,7
NM_001081563,660,1076,1335,762,721
NM_001352311,104,155,162,49,88
NM_001010888,11,14,11,7,9
