AccNum,cdReads0_RNA_2,cdReads1_RNA_2,cdReads2_RNA_2,cdReads3_RNA_2,cdReads4_RNA_2
NM_020950,111,96,73,37,45
NM_020957,86,77,80,40,33
NM_020956,21,27,20,15,11
NM_001171941,214,221,201,126,101
NM_138389,220,237,157,119,96
NM_175709,2,8,7,4,6
NM_003525,1911,2655,2279,1253,823
NM_003524,2878,4236,4246,2112,1321
NM_003527,1784,2901,3225,1893,1092
NM_003526,2513,3492,3135,1661,1036
NM_003521,893,1413,1332,836,565
NM_003520,670,863,866,453,258
NM_003523,477,677,735,435,272
NM_003522,1423,2132,1792,941,607
NM_025241,662,720,700,462,392
NM_001080435,64,76,59,38,48
NM_003529,2538,3359,3158,1545,1017
NM_003528,998,1567,1577,802,529
NM_015188,39,75,42,33,52
NM_001288819,18,3,6,5,2
NM_001350141,35,55,43,30,28
NM_020435,15,15,14,17,12
NM_014763,263,344,277,235,210
NM_014762,1171,1286,1342,847,651
NM_001001323,354,575,351,207,280
NM_014760,235,291,256,150,140
NM_005259,398,609,241,218,271
NM_014765,99,115,92,82,56
NM_014764,118,128,108,52,46
NM_005255,670,808,882,610,448
NM_005257,25,18,21,13,9
NM_005253,228,243,207,125,132
NM_005252,727,140,211,198,362
NM_152447,204,224,172,81,75
NM_152445,39,72,52,28,24
NM_006099,134,136,139,77,70
NM_032177,86,125,118,84,81
NM_152441,264,270,173,92,85
NM_032175,72,133,110,83,82
NM_032178,118,123,122,98,72
NM_152449,26,29,26,15,16
NM_018685,582,1084,812,640,566
NM_018686,130,176,138,96,79
NM_001319036,198,264,210,140,112
NM_001352755,203,222,197,117,76
NM_003272,57,47,46,38,26
NM_002082,180,191,176,116,79
NM_018688,175,214,191,117,89
NM_006092,193,158,127,92,83
NM_022167,468,372,393,237,197
NM_001352289,204,197,225,154,193
NM_001123375,444,635,621,319,175
NM_001257134,74,54,56,25,23
NM_014501,326,314,255,155,157
NM_052966,399,395,306,184,188
NM_003275,13,7,5,6,2
NM_001256666,143,162,208,109,112
NM_032717,11,17,20,16,13
NM_003574,288,412,334,222,190
NM_032711,156,160,113,62,74
NM_003575,377,430,484,351,285
NM_001271893,16,26,22,13,10
NM_003513,2742,4375,4788,2840,1901
NM_001352130,21,25,24,21,6
NM_183353,154,250,160,120,127
NM_183357,1,1,4,2,2
NM_014423,345,488,289,242,275
NM_014149,76,63,68,56,43
NM_001098638,160,182,141,86,86
NM_001348143,27,47,42,27,29
NM_022006,6,6,8,4,7
NM_030935,854,671,614,439,348
NM_012283,12,10,13,4,4
NM_001111035,67,58,54,33,20
NM_015412,102,173,166,134,95
NM_015141,66,51,40,31,29
NM_015143,92,112,106,64,66
NM_015144,96,99,86,51,38
NM_015417,4,3,5,2,1
NM_015414,2407,2462,2395,1448,1147
NM_015147,210,149,112,62,78
NM_015149,44,58,37,39,37
NM_001127222,4,5,5,2,3
NM_175861,697,726,536,379,437
NM_001278116,432,427,497,336,272
NM_014005,1,2,2,3,1
NM_012434,52,56,30,22,24
NM_001278119,136,151,123,84,81
NM_001113546,199,332,270,241,167
NM_032780,89,87,63,36,49
NM_012124,20,24,12,24,12
NM_174928,19,34,18,15,10
NM_001353084,342,475,345,240,180
NM_001353080,24,31,44,36,19
NM_012430,50,51,52,35,24
NM_001304420,88,135,110,77,67
NM_170665,749,941,880,558,538
NM_015353,230,246,281,182,159
NM_016828,193,200,220,106,101
NM_033449,151,136,147,95,121
NM_001271918,142,157,98,94,75
NM_001040261,51,53,56,42,34
NM_033445,711,1085,1423,705,446
NM_020703,313,231,174,128,82
NM_001319,1060,1075,1122,702,589
NM_001330482,20,25,13,16,11
NM_004308,208,171,178,131,111
NM_018237,206,280,252,172,137
NM_006600,670,775,748,435,287
NM_001310,13,16,26,18,14
NM_174953,121,107,117,70,62
NM_001282777,414,466,303,179,172
NM_001329642,79,116,91,63,73
NM_018105,31,37,33,21,23
NM_014460,11,10,6,4,6
NM_001164665,461,383,331,227,254
NM_001350039,245,288,261,161,135
NM_001321417,5,2,3,5,2
NM_001350065,1430,1672,1178,907,987
NM_021200,39,41,38,25,20
NM_021202,34,30,27,13,11
NM_021203,281,362,303,205,189
NM_021204,144,194,149,116,78
NM_021205,10,7,4,2,2
NM_001261826,2470,2553,2641,1585,1313
NM_001308080,32,33,37,17,19
NM_001322855,47,60,53,30,32
NM_017966,96,102,99,70,52
NM_001322500,23,33,19,20,14
NM_001350121,199,270,199,144,150
NM_001114403,19,16,19,17,14
NM_014225,2950,3257,3370,2087,1596
NM_001329214,16,36,8,16,7
NM_152499,15,16,21,11,5
NM_138387,229,204,220,116,91
NM_001277313,145,194,154,121,151
NM_014220,8,11,13,11,7
NM_005452,777,899,822,541,438
NM_021064,5626,7392,6674,3610,2296
NM_021065,71,107,70,55,31
NM_021066,840,1484,1547,985,511
NM_001142675,349,345,325,199,170
NM_021061,91,88,64,52,25
NM_021062,1555,2499,2712,1500,875
NM_178011,117,143,76,68,38
NM_002553,56,73,67,44,41
NM_006929,685,750,692,444,391
NM_153477,191,193,169,117,89
NM_002220,58,55,40,22,26
NM_001281482,127,214,273,165,168
NM_153478,50,64,53,30,21
NM_001278351,88,139,104,79,97
NM_001166136,96,99,94,62,63
NM_001174116,76,117,73,48,52
NM_001001660,3,8,5,7,5
NM_001001662,6,16,6,9,10
NM_001297619,27,21,16,12,12
NM_000379,2,6,2,1,1
NM_001010911,13,17,18,6,10
NM_133264,73,76,93,38,25
NM_152493,238,231,240,115,93
NM_133261,47,51,52,33,26
NM_145331,176,237,120,84,78
NM_182925,110,97,103,71,56
NM_182924,65,92,100,82,80
NM_003316,301,428,253,186,204
NM_006234,26,27,29,16,12
NM_003312,141,130,101,58,49
NM_006233,508,463,412,240,166
NM_003311,139,116,125,74,49
NM_153614,4,6,2,4,4
NM_153610,23,31,25,20,20
NM_153613,135,147,124,69,72
NM_004502,150,125,142,73,57
NM_004855,12,11,7,12,4
NM_004506,95,83,83,53,44
NM_180989,70,90,85,69,65
NM_004853,46,53,41,35,26
NM_198439,3,11,8,6,2
NM_015322,272,258,136,82,86
NM_015177,21,23,25,22,14
NM_198433,228,223,179,129,104
NM_013306,229,237,267,166,136
NM_000191,76,87,68,35,36
NM_000190,99,87,91,58,34
NM_001677,326,501,399,217,156
NM_001018067,605,788,693,435,376
NM_032928,129,121,114,75,63
NM_198129,6,7,5,1,4
NM_001331022,111,124,89,57,63
NM_001080504,2,10,1,5,3
NM_001286752,39,62,68,35,47
NM_033196,24,16,13,13,15
NM_001324266,71,76,60,58,53
NM_020338,155,173,164,109,144
NM_001206739,44,89,68,44,37
NM_020336,318,378,324,190,203
NM_020335,137,107,119,73,60
NM_001199251,33,50,29,30,23
NM_000064,5,5,8,4,5
NM_004229,250,250,213,126,126
NM_000998,3790,4387,3812,2257,1586
NM_001164372,89,134,105,74,55
NM_001164723,2,1,2,4,2
NM_145271,65,66,47,29,21
NM_000992,373,381,338,190,153
NM_001348688,21,26,17,18,6
NM_001317238,228,227,245,140,163
NM_000997,1234,1414,1314,727,523
NM_000069,5,1,4,5,2
NM_004282,100,116,72,45,36
NM_175932,895,1123,1003,669,520
NM_001300942,160,191,135,115,110
NM_031966,826,1043,802,495,507
NM_004704,307,349,330,201,155
NM_001326609,344,317,305,191,159
NM_005689,568,517,459,284,242
NM_001351179,263,343,248,181,189
NM_002040,12,20,17,16,17
NM_002043,2,1,4,3,5
NM_001305456,152,144,126,99,96
NM_002048,5595,4203,3556,1646,1430
NM_013265,1291,1334,1285,836,666
NM_024789,36,23,34,17,15
NM_013262,135,128,151,112,123
NM_024787,12,4,7,7,6
NM_024784,90,74,60,35,37
NM_001206998,277,266,253,161,133
NM_021626,359,437,354,256,207
NM_021199,44,28,27,16,11
NM_032725,187,201,202,109,82
NM_001047160,754,950,947,714,578
NM_001305630,37,34,32,21,15
NM_001346082,249,240,246,155,113
NM_002261,2,1,1,4,5
NM_002260,10,15,12,6,8
NM_001282666,67,63,79,51,38
NM_024888,8,12,8,13,8
NM_002269,52,84,51,60,45
NM_002268,120,223,169,112,101
NM_002598,679,658,582,378,343
NM_024430,8,14,13,5,7
NM_001136026,862,942,855,521,387
NM_021197,5,9,8,5,6
NM_001136022,324,284,250,157,151
NM_001256410,89,115,85,60,48
NM_001024593,12,8,7,9,8
NM_005458,4,5,2,2,3
NM_032546,4,4,6,1,2
NM_001024594,47,31,26,22,23
NM_032548,16,11,24,16,13
NM_007275,78,72,85,51,38
NM_033631,185,213,197,110,87
NM_001346228,142,267,180,172,124
NM_033141,252,241,208,139,128
NM_001130007,235,298,260,174,151
NM_014209,14,10,8,9,4
NM_001322966,472,571,322,184,216
NM_001349247,148,150,153,96,97
NM_001329765,264,277,254,152,121
NM_001025237,213,253,234,105,106
NM_080678,72,69,57,42,27
NM_001191003,357,401,330,224,164
NM_006598,215,249,272,173,194
NM_152271,113,147,76,47,52
NM_080670,337,300,290,163,91
NM_080672,4,3,2,3,1
NM_080677,198,193,180,118,93
NM_001319207,66,63,42,28,39
NM_015319,472,374,372,200,216
NM_001330159,43,49,38,30,29
NM_015315,560,681,620,381,339
NM_015317,635,794,571,341,425
NM_015316,20,22,25,22,18
NM_001348239,32,26,38,25,28
NM_018273,49,55,41,28,22
NM_015312,148,201,153,111,161
NM_012338,50,56,51,44,24
NM_012339,142,130,156,80,71
NM_001277120,18,17,17,11,12
NM_012337,6,23,8,15,11
NM_012334,482,637,445,322,342
NM_152277,266,264,156,95,120
NM_012333,65,72,55,47,40
NM_012330,185,233,168,118,109
NM_017752,10,19,4,5,5
NM_014402,518,560,474,217,177
NM_002690,71,69,72,41,31
NM_014400,6,2,2,1,1
NM_014950,78,118,47,42,41
NM_001195124,13,17,15,5,4
NM_014405,3,5,7,8,4
NM_005066,2565,3583,4464,3104,2775
NM_005067,229,211,172,84,72
NM_001321118,111,115,129,83,83
NM_005063,601,613,543,372,258
NM_001242854,420,477,412,244,182
NM_018356,87,111,94,56,56
NM_001350593,21,29,20,15,9
NM_004220,35,34,34,15,15
NM_005069,67,54,68,49,40
NM_018091,331,484,440,317,236
NM_018090,217,211,221,158,126
NM_018093,427,423,480,335,294
NM_018092,254,328,188,130,132
NM_018094,84,82,46,40,23
NM_001307944,27,35,27,16,14
NM_004381,100,127,139,82,62
NM_001813,41,91,73,67,57
NM_001812,26,41,37,30,27
NM_001206938,122,142,123,105,123
NM_001244963,542,539,519,355,375
NM_001316919,7,13,4,5,5
NM_004227,134,165,95,76,97
NM_007274,264,306,296,187,144
NM_022496,38,56,30,33,38
NM_022497,100,149,103,66,71
NM_022491,65,74,67,58,56
NM_022492,135,171,144,96,85
NM_001301224,16,7,18,10,12
NM_018899,89,89,76,49,41
NM_018898,176,153,133,83,85
NM_018890,102,106,105,70,42
NM_004226,50,107,73,77,61
NM_001300940,20,27,18,14,11
NM_198077,149,190,188,127,108
NM_018897,1,6,4,5,3
NM_018896,135,115,93,67,48
NM_020928,194,310,268,196,210
NM_001142310,43,28,31,17,20
NM_001301228,32,40,33,26,14
NM_020922,56,71,46,39,42
NM_020923,59,70,31,36,35
NM_001142522,354,335,195,135,97
NM_001267708,5,9,2,4,5
NM_001105,109,144,106,85,89
NM_024104,64,68,81,62,50
NM_020343,82,75,42,38,34
NM_025207,345,323,310,201,163
NM_001101,8279,8858,8823,4946,4673
NM_025201,211,197,152,81,84
NM_025203,184,175,111,77,60
NM_004225,685,574,482,287,268
NM_001329114,86,90,94,53,45
NM_001109,1,8,9,8,6
NM_016141,273,360,362,223,180
NM_016140,388,398,444,258,192
NM_016143,216,243,292,197,117
NM_016142,169,155,86,69,84
NM_016145,497,513,446,269,237
NM_024100,816,821,914,561,492
NM_001321628,45,78,62,64,79
NM_000600,2,5,2,3,4
NM_000603,10,11,11,3,1
NM_000602,161,232,270,163,132
NM_001256185,204,220,187,132,97
NM_017814,261,300,227,147,121
NM_020175,834,1064,1148,629,550
NM_017816,67,136,104,59,45
NM_017817,105,131,89,33,30
NM_017811,143,162,129,85,82
NM_017813,308,298,212,162,175
NM_017818,292,289,225,146,135
NM_001198862,73,92,72,56,35
NM_001329224,1873,1949,1882,1119,894
NM_172016,2,4,5,3,3
NM_024108,73,65,48,43,23
NM_020170,868,912,959,591,527
NM_015948,10,20,12,12,7
NM_016496,162,137,121,73,76
NM_016494,499,515,392,257,221
NM_013332,26,23,11,6,9
NM_016360,280,322,292,198,160
NM_015941,129,183,154,101,75
NM_016368,1212,1165,1301,835,691
NM_016498,86,93,72,47,41
NM_001012515,152,163,112,62,76
NM_001284304,187,204,194,132,131
NM_004064,156,156,101,64,59
NM_138426,39,36,29,18,15
NM_138421,125,181,156,125,95
NM_138420,720,705,595,338,271
NM_014203,1616,1729,1926,1204,852
NM_001351010,74,117,99,77,61
NM_198841,74,88,74,49,35
NM_001199917,133,234,178,90,121
NM_001271840,94,125,132,86,69
NM_007332,14,9,11,8,4
NM_001303447,199,181,192,125,107
NM_006729,101,129,90,70,75
NM_173491,77,74,65,36,40
NM_152341,306,295,267,111,129
NM_173495,28,35,29,11,23
NM_001308274,3,3,4,5,1
NM_173496,25,30,36,28,11
NM_199420,123,196,163,147,138
NM_199421,74,97,59,38,40
NM_001349877,8,6,4,3,2
NM_181342,42,38,27,27,20
NM_001145547,177,226,220,155,123
NM_024848,34,30,45,34,32
NM_001323906,15,11,11,10,7
NM_001323900,9,8,4,3,4
NM_001080508,161,228,186,104,118
NM_024333,460,516,530,320,220
NM_024332,11,19,21,7,16
NM_024843,312,361,311,203,203
NM_024330,16,15,14,8,3
NM_024336,388,344,288,154,126
NM_001080501,142,109,102,41,43
NM_001122957,204,194,215,136,99
NM_178862,623,692,400,282,296
NM_022760,134,97,108,53,67
NM_178868,12,6,6,4,4
NM_001078172,6,13,7,2,6
NM_001078173,25,18,13,15,9
NM_001078177,917,819,788,448,376
NM_001300868,38,34,48,28,24
NM_004060,136,170,111,91,74
NM_001085481,9,6,2,2,3
NM_032042,44,56,18,19,13
NM_001300862,92,91,97,61,51
NM_001085487,42,83,60,77,82
NM_001127358,145,203,129,79,90
NM_138572,144,191,172,114,104
NM_052857,91,83,50,24,22
NM_020165,65,111,93,62,58
NM_001012761,765,762,735,437,379
NM_001129890,2,1,4,1,3
NM_006579,123,129,109,79,71
NM_003509,1533,2507,2849,1649,914
NM_003508,29,17,16,8,2
NM_006571,105,103,104,62,59
NM_003502,561,625,507,289,277
NM_003507,314,293,243,123,127
NM_015173,497,560,457,281,232
NM_003505,1324,1106,1038,516,497
NM_024963,316,302,282,182,139
NM_001139442,139,156,176,107,89
NM_001007237,492,503,321,236,229
NM_001127266,227,189,177,114,107
NM_078487,9,17,15,15,14
NM_002908,32,35,22,34,36
NM_001244949,167,193,120,110,131
NM_002906,109,187,150,122,85
NM_002901,192,248,152,115,117
NM_005273,4087,4087,4672,2793,2124
NM_001006941,153,159,156,91,73
NM_005902,129,144,130,76,105
NM_152429,60,59,49,34,28
NM_005907,69,71,45,32,30
NM_005274,107,126,85,56,34
NM_005909,474,598,446,281,282
NM_005908,102,105,88,70,60
NM_152421,518,488,464,310,207
NM_152420,44,52,28,12,23
NM_032156,39,46,55,38,31
NM_005029,159,125,125,50,53
NM_032482,662,599,640,514,490
NM_001286270,190,228,199,127,96
NM_024099,4,5,7,5,2
NM_001286272,463,648,529,370,356
NM_001007090,9,19,4,4,4
NM_032488,2,3,2,2,1
NM_032489,1,1,3,1,1
NM_014547,71,81,54,33,33
NM_005470,130,196,172,105,97
NM_014918,595,587,374,200,233
NM_001346765,470,456,522,293,288
NM_031288,246,207,211,145,123
NM_031284,362,353,384,262,221
NM_031287,245,228,232,111,80
NM_031280,385,450,431,248,179
NM_031283,102,119,125,65,95
NM_020390,17,17,11,14,9
NM_032735,3,4,6,4,2
NM_032737,3970,4063,3884,2508,2180
NM_032730,59,68,44,29,27
NM_032731,217,236,171,111,104
NM_015291,93,101,92,52,44
NM_001353189,205,195,199,97,89
NM_001127671,337,490,221,182,172
NM_138961,21,12,18,10,9
NM_001104546,121,153,132,132,89
NM_001114118,227,252,229,198,166
NM_183376,55,96,150,137,191
NM_024811,211,233,276,145,145
NM_002676,189,178,176,80,69
NM_001354006,112,100,115,77,66
NM_006015,613,572,533,350,340
NM_013450,160,323,184,194,181
NM_013451,635,847,529,333,371
NM_015439,38,45,47,40,29
NM_018469,640,742,627,411,346
NM_015431,10,14,9,6,9
NM_015434,243,380,320,217,179
NM_006620,230,350,281,188,178
NM_001006617,617,714,622,435,362
NM_019056,563,571,510,332,234
NM_015124,119,114,74,52,62
NM_015089,333,334,293,237,256
NM_015123,21,7,12,11,16
NM_001289978,222,220,259,160,136
NM_033281,31,37,32,17,20
NM_033280,71,86,76,53,34
NM_001289972,28,61,28,29,16
NM_001289973,87,70,63,57,45
NM_001042533,38,50,45,31,24
NM_003262,59,81,63,53,42
NM_001031690,15,14,8,3,8
NM_003619,3,3,3,3,1
NM_003263,3,7,4,4,4
NM_006623,1805,2005,2034,1190,847
NM_181836,5,7,6,3,3
NM_181837,125,160,133,84,78
NM_001358008,17,15,15,10,8
NM_052909,24,17,17,15,11
NM_001185092,96,93,84,54,43
NM_052905,227,289,145,119,143
NM_203394,191,208,171,139,91
NM_052907,2,1,2,3,2
NM_018462,214,231,190,109,91
NM_181838,73,119,93,52,40
NM_052902,247,273,371,255,230
NM_170607,179,163,167,101,87
NM_170606,264,285,207,159,208
NM_170600,17,13,14,6,8
NM_003613,7,7,8,3,1
NM_006622,1003,2168,2623,2396,2365
NM_172312,2,4,8,3,2
NM_001354587,7,25,22,18,28
NM_020524,1390,1763,1726,1130,887
NM_003536,7851,11186,10459,5268,3293
NM_020762,32,35,35,28,28
NM_001378,210,271,220,169,118
NM_177924,162,241,128,82,83
NM_001329991,17,22,20,19,10
NM_001329990,187,160,170,113,105
NM_001316958,28,50,39,33,17
NM_001373,153,193,213,131,119
NM_001370,6,17,10,8,10
NM_182898,8,27,25,8,14
NM_003537,11037,15316,15807,8684,4945
NM_022064,215,219,209,153,149
NM_022061,373,352,271,152,123
NM_022060,56,75,53,39,39
NM_022063,93,125,123,68,75
NM_022062,147,132,150,95,93
NM_001320747,1,1,3,2,1
NM_001320743,15,11,10,8,7
NM_001024858,4,9,5,5,1
NM_001320748,99,203,238,224,208
NM_012479,1255,1356,1136,664,582
NM_004964,732,803,756,450,426
NM_012473,166,199,173,115,69
NM_001318508,42,51,43,26,23
NM_012477,188,167,162,93,85
NM_012476,63,74,57,31,34
NM_018490,6,7,4,1,6
NM_001146175,39,55,61,30,40
NM_001270837,654,736,779,479,476
NM_001146171,34,33,41,37,36
NM_001013439,257,413,399,306,202
NM_001304473,29,20,33,23,21
NM_003292,386,707,505,425,357
NM_012268,2922,2839,2920,1817,1440
NM_001330541,1392,1440,1561,1011,894
NM_021082,2,1,3,4,3
NM_018641,160,140,123,57,43
NM_001850,98,79,76,45,42
NM_015230,3,4,5,4,3
NM_001286470,133,140,110,70,45
NM_153451,18,31,25,23,10
NM_153450,98,93,100,52,53
NM_001014443,116,132,117,80,78
NM_015237,9,5,8,5,6
NM_001330331,58,72,53,51,37
NM_001330330,75,124,92,66,60
NM_052859,147,146,113,78,76
NM_015086,91,63,74,46,42
NM_001173488,62,72,39,19,23
NM_032898,3,4,4,3,1
NM_001199054,134,111,116,59,54
NM_001321291,320,382,387,257,203
NM_001195259,53,47,45,23,20
NM_001321295,16,15,13,4,9
NM_014323,346,330,254,152,159
NM_001243974,154,169,130,92,70
NM_000355,38,55,56,32,32
NM_006812,1079,1246,1143,770,594
NM_006813,221,194,151,61,57
NM_006810,95,149,131,66,40
NM_000358,8,21,15,14,7
NM_006816,487,497,511,298,224
NM_014321,240,282,276,208,186
NM_001168368,64,76,71,49,45
NM_006742,149,162,143,82,87
NM_006743,1076,1234,1072,756,613
NM_006216,402,418,396,255,166
NM_001172688,265,285,301,195,168
NM_003331,845,834,873,594,568
NM_006745,95,144,83,74,59
NM_003998,224,257,157,89,108
NM_003999,240,246,199,100,114
NM_001351356,944,1036,1003,593,464
NM_006218,71,90,41,43,56
NM_001351601,40,58,62,54,42
NM_020131,134,167,143,84,92
NM_004522,261,296,181,164,176
NM_020135,505,487,381,267,270
NM_020137,278,326,288,181,190
NM_020139,77,86,65,38,29
NM_004529,36,39,45,10,33
NM_020685,12,18,17,5,8
NM_001324069,39,60,36,28,20
NM_020682,25,25,27,20,19
NM_020680,899,1030,1015,619,435
NM_001039141,626,616,557,348,329
NM_005614,59,80,53,54,33
NM_001243186,129,165,252,198,235
NM_032902,384,336,370,245,213
NM_032900,92,122,83,78,66
NM_198450,15,30,26,15,18
NM_018066,238,254,223,120,118
NM_001300883,121,160,94,83,132
NM_024658,965,965,943,641,485
NM_152735,79,91,73,51,35
NM_002479,226,205,210,110,128
NM_001330333,65,75,74,53,29
NM_001167575,29,32,26,12,15
NM_145648,171,174,153,122,98
NM_152736,29,35,30,25,17
NM_001324243,10,31,19,13,16
NM_001324240,110,115,104,80,83
NM_012265,156,128,129,79,63
NM_001278277,26,54,23,14,18
NM_001322795,124,170,106,69,71
NM_001113324,90,123,95,70,57
NM_001258038,545,430,449,293,290
NM_001453,157,156,130,58,57
NM_002470,20,50,40,31,25
NM_002024,79,133,124,82,68
NM_014419,17,15,14,7,8
NM_206866,887,1201,806,569,501
NM_001193452,236,227,221,142,130
NM_015102,73,96,78,50,44
NM_001166010,95,139,118,67,58
NM_001193362,124,169,154,104,81
NM_005053,701,654,767,413,416
NM_001113378,411,607,478,389,287
NM_205548,6,4,9,9,4
NM_001165032,6,10,4,1,2
NM_001314052,208,162,141,118,102
NM_015012,77,93,76,68,51
NM_004134,1052,1325,1195,858,692
NM_181900,4,8,4,4,7
NM_001287439,273,380,325,251,198
NM_002065,570,671,606,371,312
NM_002064,53,76,58,51,29
NM_002061,147,171,140,74,66
NM_001303124,48,47,39,24,15
NM_001003722,410,485,433,286,235
NM_001303126,19,14,14,7,8
NM_001287432,66,78,33,25,25
NM_001039111,61,44,38,17,32
NM_002451,74,80,54,34,38
NM_002069,247,376,319,213,168
NM_002068,4,7,3,5,2
NM_001243597,795,756,414,300,432
NM_145178,4,7,2,4,5
NM_001354607,6,6,4,4,5
NM_001199237,469,341,301,190,145
NM_003190,391,347,357,214,194
NM_003192,432,315,183,134,114
NM_145176,2,5,1,1,2
NM_003196,90,114,101,72,49
NM_007114,35,69,61,40,43
NM_002248,24,18,7,8,9
NM_001166159,659,656,632,380,398
NM_002240,61,75,68,38,43
NM_001318042,136,124,126,66,82
NM_007037,52,69,39,28,48
NM_000321,114,138,48,48,54
NM_001271186,53,75,47,38,31
NM_001127217,12,8,7,8,2
NM_001136005,808,888,818,539,441
NM_001323044,136,160,118,103,82
NM_007111,307,295,349,187,144
NM_001297576,140,193,154,111,108
NM_001029891,1,4,2,3,1
NM_007033,242,282,224,163,137
NM_001287337,16,11,15,11,8
NM_001297573,207,163,165,95,92
NM_001127211,46,48,37,30,25
NM_012263,70,50,40,26,20
NM_001349263,77,87,78,40,59
NM_025245,60,52,51,39,24
NM_025246,66,87,42,25,16
NM_001144944,245,365,289,163,124
NM_004411,10,13,5,5,5
NM_001300755,65,60,49,56,36
NM_001330760,67,74,59,46,30
NM_001288968,130,137,156,95,76
NM_005592,133,214,214,152,166
NM_001288962,553,584,647,382,268
NM_001320240,36,39,28,28,11
NM_015332,364,402,374,228,234
NM_001145427,81,101,87,59,57
NM_015330,401,467,376,275,227
NM_018257,172,191,86,77,90
NM_015336,81,116,86,78,85
NM_015335,499,572,373,239,309
NM_006486,393,397,441,250,198
NM_018259,293,382,348,246,232
NM_015338,919,1079,765,559,575
NM_001197123,466,477,480,343,282
NM_019120,6,4,2,2,2
NM_019121,469,407,429,300,287
NM_012310,326,470,367,270,199
NM_012311,40,74,81,56,42
NM_004327,273,292,286,197,163
NM_001270482,535,747,688,438,342
NM_004553,370,412,366,218,190
NM_012318,700,673,660,414,354
NM_001110556,9602,11281,12365,8031,6775
NM_014421,23,30,35,15,21
NM_005738,19,26,15,13,4
NM_001190316,177,152,163,93,105
NM_005049,553,696,546,347,298
NM_014427,253,206,219,123,144
NM_005732,23,43,31,28,22
NM_005730,352,344,362,234,227
NM_001129891,27,53,38,24,17
NM_001256293,5,10,5,7,5
NM_005737,438,388,256,136,136
NM_005734,1230,1521,1193,895,803
NM_005735,298,258,286,157,147
NM_176869,149,144,97,82,65
NM_004324,301,302,275,138,143
NM_001291304,17,29,12,13,8
NM_198722,105,104,130,65,59
NM_021643,625,704,569,376,394
NM_198723,114,127,125,92,74
NM_001204527,670,690,627,370,300
NM_001352071,451,587,492,396,376
NM_001747,1157,1155,1079,662,530
NM_001294,629,635,752,381,390
NM_001293,342,373,338,210,166
NM_001322248,42,44,45,23,11
NM_001749,1392,1592,1717,1003,769
NM_182688,159,169,144,86,100
NM_022473,497,691,487,370,320
NM_033515,183,294,214,171,191
NM_022474,106,171,100,77,68
NM_022479,11,16,15,7,11
NM_182687,453,457,450,243,223
NM_152335,6,6,5,1,1
NM_022900,277,419,297,189,215
NM_020321,4,4,2,1,5
NM_004675,121,115,100,50,47
NM_012192,105,85,85,55,62
NM_032023,125,121,106,92,75
NM_020904,415,351,401,195,186
NM_020909,131,195,130,114,80
NM_005001,202,197,188,102,78
NM_020784,38,54,27,27,21
NM_001317889,29,50,38,27,21
NM_001146699,315,380,362,233,233
NM_001321350,23,22,11,17,28
NM_001321357,547,653,651,423,380
NM_001321356,35,52,26,24,21
NM_016167,426,455,425,285,207
