AccNum,cdReads0_RPF_2,cdReads1_RPF_2,cdReads2_RPF_2,cdReads3_RPF_2,cdReads4_RPF_2
NM_014469,3,6,9,13,5
NM_018685,2309,2803,1054,818,761
NM_018686,201,194,63,43,43
NM_001319036,437,364,103,76,69
NM_001352755,323,274,110,105,65
NM_003272,19,18,8,7,10
NM_002082,75,125,54,45,28
NM_018688,245,257,144,92,62
NM_006092,30,46,28,21,21
NM_022167,171,196,99,63,52
NM_001352289,128,125,71,57,69
NM_001123375,206,225,111,75,52
NM_001257134,147,154,70,46,28
NM_014501,297,320,148,114,110
NM_052966,656,659,263,215,188
NM_003275,30,27,14,11,10
NM_001256666,117,215,136,104,94
NM_032717,18,20,17,11,8
NM_003574,828,944,319,232,197
NM_032711,182,173,63,38,48
NM_003575,278,298,162,101,106
NM_001271893,15,10,13,4,7
NM_003513,2794,4184,2687,1618,928
NM_001352130,39,32,9,13,11
NM_183353,385,326,101,99,87
NM_014423,614,578,241,220,221
NM_014149,84,58,39,38,39
NM_014464,4,6,3,1,1
NM_001098638,197,159,62,48,48
NM_001348143,37,42,10,9,10
NM_022006,24,15,6,5,4
NM_030935,256,265,184,129,115
NM_001111035,74,75,46,23,20
NM_015412,213,207,92,70,63
NM_015141,93,87,51,33,29
NM_015143,363,296,121,77,87
NM_015144,40,88,38,37,23
NM_015414,2841,2591,1018,732,687
NM_015147,217,170,70,52,53
NM_015149,23,21,23,23,19
NM_001127222,5,4,1,2,4
NM_175861,79,73,43,53,50
NM_001278116,640,994,432,250,209
NM_012434,56,50,17,13,10
NM_001278119,282,227,110,75,67
NM_001113546,604,823,299,300,311
NM_032780,65,51,31,19,13
NM_012124,99,116,27,31,19
NM_174928,40,27,12,11,5
NM_001353084,157,210,90,95,76
NM_001353080,19,29,9,20,12
NM_012430,89,89,43,26,27
NM_001304420,71,103,78,44,45
NM_170665,1729,2154,925,626,546
NM_015353,228,209,94,65,96
NM_016828,133,161,71,38,47
NM_033449,72,58,37,27,22
NM_001271918,304,221,89,53,52
NM_001040261,20,33,23,13,14
NM_033445,618,802,572,309,172
NM_020703,175,145,75,55,38
NM_001319,77,196,186,180,144
NM_001330482,49,36,21,11,10
NM_004308,523,551,303,199,171
NM_018237,753,849,312,328,302
NM_006600,1323,1347,587,572,490
NM_001310,20,8,4,4,4
NM_174953,94,103,80,74,38
NM_001282777,326,315,156,119,118
NM_001329642,290,260,127,121,139
NM_018105,90,69,28,33,37
NM_014460,10,5,2,2,1
NM_001164665,231,306,157,138,131
NM_001350039,92,123,90,67,72
NM_001350065,1286,1495,495,359,345
NM_018584,16,14,5,4,2
NM_021200,58,69,28,19,16
NM_021202,101,118,52,33,28
NM_021203,316,372,150,100,87
NM_021204,199,239,81,71,54
NM_021205,8,5,1,3,2
NM_001261826,998,1452,759,822,725
NM_001308080,84,84,31,33,30
NM_001322855,17,26,11,9,13
NM_017966,68,84,31,38,35
NM_001322500,5,9,4,9,2
NM_001350121,498,424,247,203,174
NM_174945,3,9,5,2,2
NM_014225,3833,3661,1480,1143,984
NM_001329214,32,22,13,12,11
NM_152499,13,11,5,6,2
NM_138387,429,508,254,147,129
NM_001277313,350,317,155,162,152
NM_014220,14,22,8,7,6
NM_005452,690,794,438,359,314
NM_021064,4217,6342,3463,2257,1429
NM_021065,201,197,128,59,50
NM_021066,828,1140,647,397,246
NM_001142675,237,288,124,113,61
NM_021061,93,62,30,16,25
NM_021062,1418,1929,1162,809,472
NM_178011,266,228,121,84,60
NM_002553,119,137,48,38,32
NM_006929,657,754,355,261,220
NM_153477,259,236,95,71,75
NM_002220,18,26,19,14,7
NM_001281482,228,265,175,142,97
NM_153478,53,42,9,13,11
NM_001278351,55,67,39,30,25
NM_001166136,25,39,12,17,19
NM_001174116,153,115,41,36,33
NM_001001660,37,29,6,3,8
NM_001001662,20,11,8,9,5
NM_001297619,55,38,9,14,10
NM_001010911,7,3,1,1,1
NM_133264,115,121,57,43,40
NM_152493,182,199,102,72,85
NM_133261,61,62,29,18,25
NM_145331,217,275,74,65,62
NM_182925,61,71,41,32,43
NM_182924,65,73,41,35,35
NM_003316,123,137,52,72,68
NM_006234,18,9,6,6,5
NM_003312,79,77,53,34,12
NM_006233,402,450,201,167,128
NM_003311,324,335,170,119,109
NM_153610,46,60,26,35,37
NM_153613,120,134,46,30,34
NM_004502,291,257,92,74,83
NM_004855,12,14,3,3,5
NM_004506,178,131,39,30,39
NM_180989,102,105,39,35,39
NM_004853,73,42,18,12,17
NM_198439,15,6,4,3,5
NM_015322,148,203,82,54,50
NM_015177,5,19,6,2,7
NM_198433,405,282,80,85,96
NM_013306,275,300,105,71,86
NM_000191,84,91,38,20,21
NM_000190,206,264,146,78,86
NM_001677,759,954,404,230,195
NM_001018067,876,864,362,325,283
NM_032928,130,139,65,39,20
NM_001331022,144,124,47,35,46
NM_001080504,2,1,3,1,4
NM_001286752,38,59,27,11,15
NM_033196,77,39,20,14,11
NM_001324266,24,25,6,7,5
NM_020338,532,750,545,385,240
NM_001206739,306,350,132,55,59
NM_020336,291,298,150,94,114
NM_020335,113,142,114,63,31
NM_001199251,149,141,43,46,31
NM_000064,8,2,4,3,5
NM_004229,351,431,147,111,127
NM_000998,4504,3961,1593,1496,1417
NM_001164372,247,215,100,93,74
NM_145271,18,23,12,3,5
NM_000992,262,245,54,76,78
NM_001348688,54,31,19,11,11
NM_001317238,36,68,45,34,62
NM_000997,1676,1672,731,543,539
NM_004282,230,177,60,45,43
NM_175932,1304,1339,552,364,343
NM_001300942,274,303,104,98,94
NM_031966,1555,1704,656,458,467
NM_004704,237,229,101,83,99
NM_001326609,554,559,204,168,210
NM_005689,295,399,173,107,94
NM_001351179,380,308,118,83,97
NM_002040,73,40,12,18,16
NM_001305456,208,145,65,51,58
NM_002048,916,1185,759,506,366
NM_013265,359,439,229,188,152
NM_013262,114,84,57,44,51
NM_024787,20,27,10,8,7
NM_024784,61,40,17,20,16
NM_005980,4,1,3,1,2
NM_001206998,34,61,36,30,22
NM_021626,570,603,294,202,130
NM_021199,35,23,9,2,6
NM_032725,128,176,54,60,56
NM_001047160,630,739,293,202,217
NM_001305630,41,46,35,17,11
NM_001346082,66,77,45,24,25
NM_002260,36,29,11,7,3
NM_001282666,25,35,11,12,18
NM_024888,4,4,3,4,2
NM_002269,101,85,28,31,30
NM_002268,428,410,187,140,117
NM_002598,415,462,204,147,124
NM_024430,29,37,15,10,16
NM_001136026,988,917,384,260,256
NM_021197,7,7,2,2,3
NM_001136022,176,126,65,61,46
NM_001256410,341,353,119,76,90
NM_001024593,11,4,8,5,2
NM_032546,6,3,1,2,3
NM_001024594,23,39,10,8,7
NM_032548,23,21,11,5,11
NM_007275,55,46,38,20,21
NM_033631,203,218,71,83,79
NM_001346228,339,289,88,83,69
NM_033141,55,56,43,36,27
NM_001130007,751,804,298,226,209
NM_014209,19,25,8,7,9
NM_001322966,1036,999,354,267,193
NM_001349247,25,63,35,53,34
NM_001329765,58,64,43,37,39
NM_001025237,177,181,95,38,29
NM_080678,91,96,49,30,37
NM_001191003,636,644,215,178,137
NM_006598,225,300,149,102,93
NM_152271,46,68,23,22,11
NM_080670,5,22,12,13,10
NM_080677,605,668,314,205,184
NM_001319207,95,82,41,28,24
NM_015319,444,321,134,120,104
NM_001330159,42,38,19,12,12
NM_015315,470,496,292,280,283
NM_015317,733,520,224,212,257
NM_015316,26,32,14,13,16
NM_001348239,25,50,23,13,12
NM_018273,42,60,21,10,14
NM_015312,127,120,54,51,55
NM_012338,38,24,10,3,11
NM_012339,80,97,52,33,23
NM_001277120,23,29,8,9,13
NM_012337,18,31,10,7,9
NM_012334,227,381,236,218,223
NM_152277,219,197,71,77,88
NM_012333,166,162,66,44,34
NM_012330,144,194,98,133,108
NM_017752,95,55,26,18,17
NM_014402,1030,1079,503,338,264
NM_002690,88,88,36,29,24
NM_014950,122,96,26,23,20
NM_001195124,5,4,4,2,1
NM_014405,2,4,6,4,3
NM_005066,4192,5287,2404,2254,1979
NM_005067,55,59,22,21,21
NM_001321118,98,120,41,31,31
NM_005063,1217,1195,467,339,329
NM_001242854,317,422,179,123,114
NM_018356,140,184,57,51,43
NM_001350593,33,28,15,7,11
NM_004220,10,22,14,12,7
NM_005069,17,34,21,18,19
NM_018091,487,440,227,163,160
NM_018090,256,252,135,95,81
NM_018093,339,359,220,135,177
NM_018092,49,85,45,30,33
NM_018094,220,174,87,70,65
NM_001307944,51,37,15,18,10
NM_004381,277,230,83,117,87
NM_001813,629,589,191,203,197
NM_001812,176,163,51,62,47
NM_001206938,413,415,179,94,76
NM_001244963,568,625,427,374,363
NM_004227,118,141,59,52,60
NM_007274,655,642,286,205,159
NM_022496,175,152,55,31,27
NM_022497,208,211,67,67,48
NM_022491,52,61,26,28,33
NM_022492,216,184,106,69,62
NM_018899,21,42,27,17,11
NM_018898,46,71,35,19,20
NM_018890,208,251,102,58,60
NM_004226,118,187,98,50,37
NM_001300940,20,19,6,10,9
NM_198077,247,266,159,132,79
NM_018897,5,8,3,2,2
NM_018896,5,18,24,13,9
NM_020928,255,423,167,98,112
NM_001142310,39,27,6,4,7
NM_001301228,144,124,49,30,30
NM_020922,93,88,30,30,33
NM_020923,85,65,25,14,21
NM_001142522,947,436,198,191,180
NM_001267708,77,95,39,11,10
NM_001105,289,288,139,85,66
NM_024104,138,150,73,49,44
NM_020343,70,51,20,16,17
NM_025207,195,164,73,60,73
NM_001101,21107,22472,10901,8193,8103
NM_025201,178,138,70,52,43
NM_025203,216,131,56,70,46
NM_004225,21,74,55,37,20
NM_001329114,165,165,65,30,30
NM_016141,723,769,268,192,151
NM_016140,606,657,225,174,160
NM_016143,439,381,176,134,135
NM_016142,433,359,109,87,72
NM_016145,890,905,461,327,247
NM_024100,871,966,493,339,304
NM_001321628,38,28,12,20,24
NM_000603,5,2,1,1,4
NM_000602,340,538,367,219,160
NM_001256185,292,284,107,60,66
NM_017814,193,236,124,69,60
NM_020175,421,451,339,267,232
NM_017816,206,224,109,108,103
NM_017817,115,165,78,39,54
NM_017811,361,423,184,139,113
NM_017813,188,319,148,90,96
NM_017818,243,247,107,87,67
NM_001198862,108,59,36,17,27
NM_001329224,3225,2881,1136,838,716
NM_024108,65,71,22,28,15
NM_020170,544,731,445,287,239
NM_015948,12,12,6,11,5
NM_016496,8,12,19,2,7
NM_016494,561,586,294,206,221
NM_013332,42,23,13,11,10
NM_016360,335,379,185,139,113
NM_015941,272,326,137,83,77
NM_016368,1518,1608,1041,616,453
NM_016498,48,45,22,19,15
NM_001012515,186,145,58,52,43
NM_001284304,99,92,34,42,35
NM_004064,191,161,90,83,80
NM_138426,64,53,18,28,16
NM_138421,227,257,79,66,72
NM_138420,629,680,401,342,218
NM_014203,1437,1511,624,547,513
NM_001351010,178,152,77,50,45
NM_198841,16,19,11,4,7
NM_001199917,568,478,156,136,111
NM_001271840,131,147,79,87,74
NM_007332,26,26,7,6,4
NM_001303447,50,100,41,28,26
NM_006729,302,321,128,92,84
NM_173491,71,47,13,20,13
NM_152341,90,101,65,33,25
NM_173495,19,18,14,6,2
NM_173496,31,52,23,30,15
NM_199420,121,95,43,43,61
NM_199421,99,56,21,17,16
NM_001349877,9,14,8,9,3
NM_181342,137,92,23,25,31
NM_001145547,215,262,110,113,118
NM_024848,37,40,15,6,14
NM_001323906,16,10,6,5,7
NM_001080508,266,324,208,136,111
NM_024333,278,335,165,129,100
NM_024332,137,128,52,41,34
NM_024843,430,465,148,83,99
NM_024330,7,8,6,7,2
NM_024336,141,152,81,59,40
NM_001080501,79,64,42,24,18
NM_001122957,154,233,161,95,82
NM_178862,642,833,313,198,156
NM_022760,45,46,35,13,19
NM_178868,11,18,4,3,2
NM_001078172,82,76,29,23,18
NM_001078173,53,58,42,23,14
NM_001078177,955,1026,424,275,309
NM_001300868,43,41,22,13,23
NM_004060,204,200,65,44,46
NM_001085481,23,30,10,9,3
NM_032042,63,56,20,14,20
NM_001300862,61,73,29,26,30
NM_001085487,158,160,69,78,112
NM_001127358,240,296,88,76,74
NM_138572,147,205,65,54,67
NM_052857,151,96,35,41,28
NM_020165,177,203,84,52,62
NM_001012761,214,360,250,188,125
NM_006579,147,120,64,44,50
NM_003509,924,1338,755,550,387
NM_006571,371,416,149,95,92
NM_003502,62,134,59,61,48
NM_003507,191,263,193,106,103
NM_015173,84,121,54,53,42
NM_003505,452,805,485,328,225
NM_024963,348,382,265,189,139
NM_001139442,49,88,52,41,41
NM_001007237,204,234,113,64,65
NM_001127266,35,47,27,19,12
NM_078487,26,34,12,11,8
NM_002908,133,88,33,32,26
NM_001244949,216,210,93,69,96
NM_002906,625,643,257,212,179
NM_002901,343,354,140,92,90
NM_005273,4076,5271,2572,1658,1370
NM_001006941,112,115,51,44,36
NM_005902,262,316,184,151,105
NM_152429,47,78,40,31,19
NM_005907,46,48,52,10,8
NM_005274,605,682,290,183,119
NM_005909,2282,2447,962,768,701
NM_005908,129,92,34,25,19
NM_152421,46,84,52,33,24
NM_152420,51,50,20,21,14
NM_032156,38,26,15,26,27
NM_005029,128,130,51,31,21
NM_032482,264,368,231,269,251
NM_001286270,199,170,66,63,55
NM_024099,1,3,3,1,3
NM_001286272,1070,1144,392,281,308
NM_001007090,22,8,6,2,3
NM_032488,12,13,8,5,1
NM_014547,299,235,64,62,51
NM_005470,312,378,129,103,93
NM_014918,75,184,68,62,93
NM_001346765,242,328,205,188,106
NM_031288,202,198,84,85,66
NM_031284,204,224,122,72,73
NM_031287,412,433,233,136,109
NM_031280,413,430,186,194,179
NM_031283,285,604,244,220,209
NM_020390,30,20,16,7,9
NM_032737,1765,1990,1070,1028,953
NM_032730,74,44,19,12,17
NM_032731,493,577,249,135,100
NM_001308421,10,7,1,1,2
NM_015291,133,124,43,56,51
NM_001353189,95,100,30,27,31
NM_001127671,232,379,121,105,68
NM_138961,19,23,8,2,5
NM_001104546,344,352,169,114,99
NM_001114118,300,285,134,167,170
NM_183376,78,72,33,24,30
NM_024811,613,552,286,227,195
NM_002676,177,180,88,54,42
NM_001354006,92,98,40,19,35
NM_006015,1002,1236,675,494,468
NM_013450,389,350,131,202,215
NM_013451,959,999,321,351,323
NM_015439,86,88,38,26,28
NM_018469,273,275,128,101,90
NM_015431,7,23,10,7,9
NM_015434,349,320,132,109,117
NM_006620,291,270,104,74,74
NM_001006617,131,161,67,76,63
NM_019056,651,565,261,160,135
NM_015124,29,35,27,18,15
NM_015089,156,138,77,61,68
NM_015123,3,11,4,6,8
NM_001289978,136,151,93,75,69
NM_033281,153,132,67,35,31
NM_033280,126,143,53,37,40
NM_001289972,89,47,22,17,20
NM_001289973,98,94,43,38,26
NM_001042533,71,67,29,16,26
NM_003262,482,438,162,145,129
NM_003263,8,4,1,1,2
NM_006623,2523,2539,1030,722,546
NM_181836,12,18,11,3,5
NM_181837,316,312,94,80,54
NM_052909,18,18,16,12,4
NM_001185092,124,139,66,53,35
NM_052905,261,327,130,115,146
NM_203394,148,173,54,54,74
NM_018462,493,416,157,118,103
NM_181838,169,209,78,46,42
NM_052902,193,211,105,72,99
NM_170607,206,131,81,71,88
NM_170606,269,283,134,129,127
NM_170600,11,5,2,4,2
NM_003613,3,4,2,2,2
NM_006622,1299,1987,1323,1123,986
NM_172312,4,2,1,2,2
NM_001354587,14,21,13,11,20
NM_020524,1417,1633,618,395,345
NM_033467,5,2,2,2,1
NM_003536,6193,8714,6167,3758,2233
NM_020762,64,60,32,46,39
NM_001378,649,466,147,135,95
NM_177924,466,439,143,117,105
NM_001329991,40,40,11,4,7
NM_001329990,29,57,46,27,38
NM_001316958,98,101,31,14,13
NM_001373,109,96,41,26,23
NM_001370,18,13,3,6,9
NM_182898,45,120,40,41,35
NM_003537,11704,15942,10514,7326,4004
NM_022064,112,121,49,41,48
NM_022061,437,415,183,112,114
NM_022060,143,139,63,42,29
NM_022063,174,182,103,105,88
NM_022062,170,152,68,69,64
NM_001320743,2,8,3,2,3
NM_001350004,4,2,1,2,4
NM_001024858,5,5,3,2,1
NM_001320748,92,151,97,90,71
NM_012479,3048,2912,1417,1088,1056
NM_004964,1339,1095,425,399,385
NM_012473,422,387,110,108,112
NM_001318508,109,124,48,30,30
NM_012477,25,23,15,10,6
NM_012476,56,48,19,11,21
NM_018490,4,11,5,3,1
NM_001146175,117,169,96,85,71
NM_001270837,643,690,333,218,193
NM_001146171,64,63,35,30,20
NM_001013439,697,591,195,176,167
NM_182569,11,7,4,3,1
NM_001304473,13,6,5,2,2
NM_003292,2656,2812,1133,1126,1075
NM_012268,2942,3324,1669,1073,871
NM_001330541,1581,1611,785,653,624
NM_018641,86,77,74,44,32
NM_001850,131,137,59,59,53
NM_001286470,94,86,44,44,37
NM_153451,62,82,41,22,23
NM_153450,152,133,78,48,51
NM_001014443,38,48,30,31,34
NM_015237,25,12,4,8,10
NM_001330331,116,110,56,44,47
NM_001330330,618,640,233,225,203
NM_052859,97,100,44,34,34
NM_015086,28,14,7,15,5
NM_001173488,174,127,40,46,37
NM_001199054,199,215,90,69,58
NM_001321291,259,451,229,251,238
NM_001195259,55,47,45,30,19
NM_001321295,39,49,22,10,18
NM_014323,264,260,186,137,98
NM_001243974,92,128,53,31,41
NM_000355,48,51,18,12,12
NM_006812,1102,1068,502,387,323
NM_006813,316,196,62,28,48
NM_006810,154,158,64,68,49
NM_000358,5,7,4,7,2
NM_006816,393,413,189,136,167
NM_014321,417,558,200,119,95
NM_001168368,92,97,41,20,30
NM_006742,24,30,22,11,13
NM_006743,2645,2632,1018,713,613
NM_006216,945,1396,807,480,394
NM_001172688,127,145,78,76,71
NM_003331,151,306,211,133,129
NM_006745,314,279,83,85,89
NM_003998,149,211,106,78,70
NM_003999,913,884,294,157,127
NM_001351356,584,668,267,205,175
NM_006218,84,81,26,29,34
NM_001351601,64,83,29,19,16
NM_020131,118,130,52,60,53
NM_004522,225,316,166,161,150
NM_020135,255,288,125,108,82
NM_020137,238,196,117,169,145
NM_020139,292,288,138,80,66
NM_004529,46,29,8,7,9
NM_020685,29,29,17,10,11
NM_001324069,74,82,26,19,16
NM_020682,63,47,18,16,12
NM_020680,343,413,193,122,127
NM_001039141,246,285,178,128,117
NM_005614,55,74,29,16,18
NM_001243186,158,241,165,133,101
NM_032902,16,65,55,45,40
NM_032900,163,160,60,37,30
NM_198450,123,141,47,35,27
NM_018066,213,222,139,102,62
NM_001300883,110,81,58,37,30
NM_024658,671,724,374,228,224
NM_152735,83,100,42,43,42
NM_002479,201,201,91,47,45
NM_001330333,479,577,247,148,120
NM_001167575,31,35,15,10,10
NM_145648,81,97,32,27,23
NM_152736,59,45,32,18,15
NM_001324243,70,45,17,19,28
NM_001324240,219,223,99,63,62
NM_012265,30,20,14,9,3
NM_001278277,32,39,11,18,9
NM_001322795,350,266,90,63,74
NM_001113324,33,40,26,14,10
NM_001258038,468,276,204,163,132
NM_001453,110,125,59,36,49
NM_002470,33,28,18,18,21
NM_002024,199,239,80,87,99
NM_014419,5,5,3,2,4
NM_206866,376,400,123,89,114
NM_001193452,245,234,157,77,64
NM_015102,29,39,30,24,15
NM_001166010,176,137,51,24,35
NM_001193362,126,125,46,31,40
NM_005053,454,505,221,191,211
NM_001113378,865,856,305,217,214
NM_205548,13,11,8,3,4
NM_001165032,3,3,3,3,1
NM_001314052,119,123,68,68,46
NM_015012,159,204,71,37,41
NM_004134,2502,2451,973,754,616
NM_181900,11,4,3,3,2
NM_001287439,231,269,106,103,97
NM_002065,650,597,252,198,153
NM_002064,217,237,85,40,32
NM_002061,287,506,220,90,64
NM_001303124,37,26,13,15,7
NM_001003722,449,431,149,168,151
NM_001303126,29,19,14,7,7
NM_001287432,221,166,63,39,36
NM_001039111,10,17,20,8,8
NM_002451,124,110,40,22,29
NM_002069,769,867,392,275,279
NM_153183,6,2,2,2,2
NM_001243597,464,394,167,114,143
NM_001199237,305,185,71,83,72
NM_003190,405,388,184,125,88
NM_003192,426,252,115,110,85
NM_003196,119,112,62,41,33
NM_007114,131,130,65,57,62
NM_001166159,943,966,396,284,282
NM_002240,48,48,20,21,15
NM_001318042,100,112,62,70,51
NM_000321,384,323,103,59,57
NM_001271186,121,145,42,46,48
NM_001127217,7,8,2,6,4
NM_001136005,1601,1347,390,327,305
NM_001323044,42,50,33,18,20
NM_007111,102,139,90,132,117
NM_001297576,407,432,152,137,144
NM_001029891,3,3,4,4,1
NM_007033,251,248,141,69,70
NM_001287337,13,9,2,3,6
NM_001297573,146,167,115,107,82
NM_001127211,190,176,78,89,80
NM_012263,28,31,18,14,11
NM_001349263,21,10,16,24,19
NM_025245,34,36,13,10,16
NM_025246,114,76,21,20,15
NM_001144944,769,970,381,204,184
NM_004411,13,11,2,7,3
NM_001300755,65,57,30,30,23
NM_001330760,37,49,21,16,11
NM_001288968,136,117,52,44,41
NM_005592,251,266,115,85,79
NM_001288962,496,356,167,169,186
NM_001320240,61,45,14,21,29
NM_015332,380,358,148,137,126
NM_001145427,46,70,38,27,13
NM_015330,250,272,101,145,135
NM_018257,233,204,77,55,80
NM_015336,136,140,59,38,55
NM_015335,157,161,81,93,125
NM_006486,799,942,483,288,212
NM_018259,268,253,88,66,74
NM_015338,812,1010,485,426,358
NM_001197123,353,382,192,126,78
NM_019121,76,118,119,95,95
NM_012310,451,340,148,181,173
NM_012311,155,200,100,83,69
NM_004327,55,106,67,72,55
NM_001270482,1305,1501,485,377,330
NM_004553,662,684,254,170,146
NM_012318,350,480,320,234,173
NM_001110556,7332,8341,4920,3568,2604
NM_014421,59,40,29,19,17
NM_005738,62,64,23,14,16
NM_001190316,269,238,106,95,63
NM_005049,483,476,216,175,134
NM_014427,93,118,58,51,49
NM_005732,262,223,100,97,107
NM_005730,236,214,93,75,71
NM_001129891,22,21,16,7,6
NM_001256293,1,6,2,1,2
NM_005737,234,271,111,114,91
NM_005734,154,216,90,57,69
NM_005735,163,173,80,65,62
NM_176869,200,192,67,49,57
NM_004324,379,316,126,98,98
NM_001291304,72,94,26,16,15
NM_198722,2,3,2,1,3
NM_021643,539,460,234,223,254
NM_198723,91,109,55,56,53
NM_001204527,800,859,319,233,233
NM_001352071,413,388,160,164,164
NM_001747,1097,1223,560,460,387
NM_001294,919,940,424,423,411
NM_001293,721,652,254,194,185
NM_001322248,72,85,33,24,30
NM_001749,3002,3210,1349,788,673
NM_182688,276,221,86,52,60
NM_022473,315,303,124,128,140
NM_033515,362,376,120,124,165
NM_022474,266,212,87,71,78
NM_022479,4,6,3,2,4
NM_182687,362,459,335,187,116
NM_022900,165,194,78,50,64
NM_020321,1,2,1,2,4
NM_004675,187,197,128,82,62
NM_012192,165,223,118,63,61
NM_032023,84,64,36,15,19
NM_020904,58,39,22,25,25
NM_020909,252,225,57,48,61
NM_005001,333,286,114,93,87
NM_020784,63,68,19,15,12
NM_001317889,117,142,43,37,32
NM_001146699,271,303,144,170,146
NM_001321350,4,3,6,8,3
NM_001321357,869,944,368,327,331
NM_001321356,76,63,22,16,13
NM_016167,836,1019,507,413,346
NM_001178099,41,31,13,15,9
NM_001319959,92,73,37,37,33
NM_031308,37,49,33,27,7
NM_181491,165,159,124,70,49
NM_016169,190,171,82,60,50
NM_001008661,226,194,80,30,42
NM_001350866,38,63,25,30,17
NM_001284498,55,72,53,30,35
NM_020725,57,52,26,25,24
NM_178439,22,37,18,12,16
NM_024692,71,73,32,29,20
NM_001278304,159,141,60,56,53
NM_007045,154,200,68,52,53
NM_001267723,34,19,14,7,10
NM_032151,54,65,22,13,14
NM_003394,16,12,12,13,6
NM_172037,215,334,169,78,61
NM_144709,37,34,14,14,12
NM_016343,2096,2117,809,729,721
NM_016341,174,161,76,67,71
NM_133180,28,46,21,14,14
NM_001288773,7,4,2,4,1
NM_001282382,539,571,234,145,121
NM_031301,57,76,32,13,23
NM_001165258,479,520,221,130,120
NM_001204087,100,63,37,28,18
NM_017851,35,39,25,15,23
NM_001304364,28,24,9,7,9
NM_001256799,5471,4190,1379,1161,1150
NM_015920,180,187,65,35,41
NM_001289174,318,296,152,103,113
NM_138408,205,246,101,65,69
NM_015975,216,235,82,46,65
NM_138402,117,76,30,47,35
NM_138401,286,298,171,87,83
NM_024490,26,41,27,24,27
NM_001129,869,966,667,488,389
NM_001351034,114,113,29,37,34
NM_001123,354,362,115,80,81
NM_001122,356,370,141,100,84
NM_001120,147,181,84,53,51
NM_001127,793,951,505,444,365
NM_001126,480,440,161,112,103
NM_001124,176,312,343,281,221
NM_001303465,35,32,25,21,11
NM_000858,125,162,71,53,73
NM_007357,251,310,132,88,80
NM_007353,108,179,117,114,82
NM_007350,1031,893,406,348,302
NM_198868,183,329,282,199,144
NM_001130528,737,832,341,285,295
NM_001136049,14,18,4,13,5
NM_001320559,364,355,239,151,81
NM_001350744,189,176,76,88,92
NM_000194,246,243,102,57,64
NM_001130524,866,915,443,385,305
NM_001320557,38,32,15,9,5
NM_017696,95,97,27,22,19
NM_017694,3,1,2,4,2
NM_020210,37,30,21,20,9
NM_001349853,54,79,40,25,27
NM_153235,153,157,46,48,35
NM_025082,178,136,83,84,90
NM_025081,236,275,145,114,73
NM_024683,81,106,35,22,25
NM_024682,130,153,64,52,61
NM_024680,398,423,156,139,124
NM_198542,27,24,22,11,9
NM_024867,25,34,10,6,11
NM_024864,37,35,31,27,11
NM_001199058,12,15,5,2,6
NM_003299,6695,6625,2404,2076,1853
NM_003290,1528,1801,640,580,518
NM_003297,145,109,58,59,65
NM_017434,13,18,13,10,7
NM_001286645,1235,1066,385,303,292
NM_004958,689,699,270,227,245
NM_001042465,3967,4191,1761,1036,899
