AccNum,cdReads0_RPF_1,cdReads1_RPF_1,cdReads2_RPF_1,cdReads3_RPF_1,cdReads4_RPF_1
NM_138423,105,112,79,46,38
NM_173825,50,48,29,20,22
NM_001160223,23,12,11,9,9
NM_005513,162,94,52,53,76
NM_020309,9,10,7,9,2
NM_001355042,6,2,1,1,2
NM_000362,522,482,297,198,149
NM_001113490,55,25,16,19,17
NM_019554,1234,914,464,403,316
NM_004891,33,22,14,5,4
NM_001282512,84,59,23,13,20
NM_006750,171,145,62,48,43
NM_001282515,96,53,36,31,21
NM_006753,303,272,235,189,175
NM_001345922,52,24,18,15,21
NM_001015878,4,4,2,2,1
NM_213599,14,8,13,15,10
NM_006212,14,11,6,7,11
NM_006300,28,12,18,15,12
NM_001167741,30,23,25,11,11
NM_001039127,45,33,9,7,12
NM_013254,65,49,29,24,35
NM_001282167,7,8,8,4,5
NM_001282169,37,37,21,8,8
NM_001171818,71,77,41,47,33
NM_001320714,77,59,42,28,27
NM_001080533,173,156,103,58,45
NM_001170905,32,19,13,4,9
NM_001126121,63,59,50,30,24
NM_002210,737,716,446,319,274
NM_002211,801,594,310,241,187
NM_002213,165,169,118,92,68
NM_002214,47,91,116,70,52
NM_001172696,162,180,116,96,71
NM_031370,2244,1359,496,351,342
NM_031372,2481,1674,863,521,579
NM_153329,267,232,181,124,81
NM_001166108,220,181,122,80,74
NM_001282225,6,5,4,4,4
NM_001323072,629,481,335,240,234
NM_001136033,2000,1848,1160,827,707
NM_001190980,28,17,10,5,3
NM_001171816,26,29,9,11,6
NM_001165928,881,1100,1042,560,380
NM_032574,92,82,43,18,27
NM_001256409,451,334,219,109,115
NM_001160183,30,27,22,11,9
NM_001314059,36,25,33,30,30
NM_033625,745,643,539,285,288
NM_033624,454,305,140,141,112
NM_001331097,31,29,13,22,13
NM_001193523,207,248,211,122,111
NM_033158,151,153,119,87,53
NM_004416,3,5,3,1,1
NM_001242860,34,18,20,14,12
NM_001421,171,133,93,65,60
NM_001242865,140,129,76,51,51
NM_001167940,10,12,1,3,3
NM_001931,425,333,208,102,120
NM_001353403,30,26,16,8,14
NM_001346186,167,179,89,54,37
NM_001933,321,192,165,102,85
NM_001283018,6,8,4,5,3
NM_015368,60,72,58,31,23
NM_001330243,30,16,14,11,13
NM_080664,34,20,14,13,6
NM_001145418,299,253,240,195,162
NM_080660,422,378,232,173,124
NM_001145415,188,145,135,112,136
NM_018202,73,87,57,40,39
NM_004530,109,129,117,79,72
NM_015364,10,8,6,2,2
NM_001145412,481,297,186,143,141
NM_080668,442,404,274,173,148
NM_012329,37,42,27,20,16
NM_001130913,10,4,2,3,3
NM_012325,764,527,344,222,277
NM_004418,34,32,23,13,15
NM_016608,160,103,65,52,51
NM_012326,20,32,20,15,8
NM_012321,1259,1207,831,580,394
NM_012320,96,79,94,90,52
NM_001939,8,6,6,7,4
NM_013324,52,30,15,21,18
NM_014949,207,142,69,59,77
NM_014948,72,57,47,40,21
NM_001190329,1267,990,570,272,258
NM_014943,17,17,10,9,14
NM_001190457,98,99,69,35,40
NM_014941,166,113,76,58,73
NM_014940,134,112,67,57,40
NM_014417,27,16,4,6,6
NM_005072,105,69,65,56,61
NM_032390,216,176,142,115,107
NM_001005340,6,3,8,6,1
NM_005078,132,137,137,115,75
NM_005620,2898,2014,1373,885,720
NM_002392,127,130,89,72,73
NM_001307978,109,109,79,50,34
NM_018064,164,138,79,67,40
NM_015097,236,154,92,98,82
NM_015094,55,58,33,31,23
NM_018060,423,371,219,118,129
NM_015093,80,60,46,43,30
NM_001206929,2,1,2,1,5
NM_130463,49,32,11,13,7
NM_001798,339,266,162,87,81
NM_022089,98,126,90,87,54
NM_130466,49,47,35,36,31
NM_130468,206,176,144,76,48
NM_174894,656,586,358,293,186
NM_001823,1883,1495,827,637,531
NM_001792,1312,1076,729,529,425
NM_003324,204,151,95,66,80
NM_022739,136,149,172,99,136
NM_022489,662,503,432,367,218
NM_178509,98,68,46,48,36
NM_022483,14,17,13,8,7
NM_022481,107,62,48,36,24
NM_022480,65,35,32,25,10
NM_001348077,42,28,29,18,14
NM_001352964,72,87,55,55,39
NM_206855,605,521,301,207,182
NM_006842,2516,2193,1235,1065,940
NM_182965,107,100,79,42,26
NM_000181,314,265,173,113,103
NM_183373,14,22,18,8,4
NM_020931,80,31,28,29,19
NM_000186,575,283,217,227,167
NM_020933,162,117,102,80,70
NM_020932,78,49,27,21,15
NM_020935,116,80,88,58,71
NM_032611,23,22,20,12,16
NM_020937,71,44,55,36,33
NM_020936,130,111,79,50,47
NM_001345867,24,21,20,10,7
NM_025212,6,3,18,19,19
NM_025217,6,5,4,2,2
NM_001177,140,112,73,48,39
NM_025219,366,314,198,115,122
NM_152653,123,104,41,37,29
NM_014907,43,53,58,37,21
NM_001252007,103,99,75,55,74
NM_004157,292,251,120,85,97
NM_001197026,9,4,3,5,2
NM_015932,276,181,140,87,63
NM_017803,22,20,13,18,13
NM_018972,57,57,32,35,28
NM_017807,84,72,76,46,43
NM_018973,201,140,58,40,35
NM_001354783,89,69,44,28,11
NM_018976,1080,952,563,408,389
NM_024339,144,147,95,85,68
NM_172002,70,46,38,30,13
NM_001322278,18,15,10,9,7
NM_016312,296,205,152,142,116
NM_003184,135,123,108,90,93
NM_001330192,272,171,93,105,77
NM_001323563,13,22,16,16,16
NM_018124,606,469,340,216,216
NM_015957,70,63,25,11,19
NM_015955,9,3,8,12,5
NM_015954,156,103,77,44,39
NM_015953,725,551,378,257,209
NM_001331031,1,3,2,1,1
NM_015950,478,379,226,162,139
NM_001289125,16,17,11,8,7
NM_001130415,2,3,5,3,2
NM_001323903,252,204,121,90,70
NM_001206541,565,514,290,165,180
NM_022740,62,90,99,78,78
NM_138455,794,641,313,243,157
NM_001101676,17,14,6,6,4
NM_138458,119,88,52,43,29
NM_001351001,33,33,20,14,9
NM_001244014,42,28,14,6,12
NM_001318066,498,384,211,165,96
NM_024331,75,71,62,40,24
NM_001354247,95,78,75,59,41
NM_001199297,81,90,56,34,59
NM_001199295,37,25,15,25,11
NM_001199291,204,108,80,57,51
NM_024335,8,5,5,6,1
NM_024334,395,341,213,144,96
NM_001290062,17,12,10,10,5
NM_001308269,129,62,40,29,30
NM_001032296,253,248,120,103,72
NM_178863,30,23,17,8,8
NM_001122955,64,57,30,23,31
NM_001329456,44,26,23,21,12
NM_004073,64,39,16,13,18
NM_015378,104,76,73,84,89
NM_001349809,96,56,56,35,28
NM_001324276,5,6,5,1,2
NM_031417,57,70,58,37,38
NM_031412,121,100,37,31,24
NM_030786,3,7,9,7,8
NM_031419,101,107,103,78,85
NM_001256695,64,59,57,47,28
NM_001078171,247,217,187,112,60
NM_001080539,19,22,17,16,20
NM_017738,37,39,20,22,14
NM_020771,14,15,13,13,13
NM_181724,53,27,18,11,9
NM_203487,53,28,31,18,20
NM_001042496,45,37,41,25,22
NM_020770,26,16,15,8,7
NM_001042492,147,152,133,140,116
NM_001042493,39,20,10,5,7
NM_003955,60,44,34,37,24
NM_017734,238,139,79,84,64
NM_001001484,28,9,14,4,8
NM_032752,64,86,102,64,58
NM_001001481,34,21,19,14,12
NM_001184691,46,17,13,4,5
NM_001329746,41,37,31,21,10
NM_014337,141,110,83,58,52
NM_021873,474,367,166,170,113
NM_018125,25,29,19,21,13
NM_001102657,26,9,5,8,6
NM_145806,204,238,134,106,85
NM_001102651,12,9,8,6,7
NM_145804,18,21,24,20,15
NM_001007226,104,96,71,54,54
NM_003534,7404,8441,6063,4415,2924
NM_001145772,6,6,6,4,4
NM_003532,3077,3247,2606,1877,1008
NM_003533,1834,2040,1447,1037,654
NM_003530,4788,4838,3036,1984,1169
NM_003531,7686,9822,8585,6173,3659
NM_032871,56,81,32,24,16
NM_003538,4893,5115,4784,3043,2242
NM_003539,413,483,518,293,182
NM_014053,75,64,50,35,27
NM_001042481,217,233,176,122,141
NM_002918,236,300,162,82,70
NM_024775,131,78,65,58,32
NM_000983,23,18,6,1,2
NM_001297598,97,86,62,37,40
NM_002917,114,108,64,48,40
NM_001300866,158,180,92,78,77
NM_002915,281,222,120,79,85
NM_001166357,727,586,354,249,200
NM_001190844,3,3,1,1,2
NM_001195833,9,6,3,5,5
NM_014771,315,295,251,205,207
NM_001006933,12,8,4,6,3
NM_014773,200,203,131,84,56
NM_001256090,154,130,80,57,50
NM_005244,1,1,1,3,2
NM_005245,1779,1745,1660,1057,1016
NM_001345949,17,9,7,8,1
NM_152457,11,10,7,3,5
NM_032146,7,2,5,5,2
NM_032145,168,77,56,38,38
NM_032142,258,192,124,97,133
NM_032141,106,61,42,30,37
NM_001286205,62,50,43,40,40
NM_032148,7,6,6,1,3
NM_001271082,5,9,6,3,4
NM_001271087,432,255,144,118,98
NM_001123385,18,21,35,23,29
NM_017983,179,193,128,88,75
NM_001267864,1005,863,601,362,287
NM_032728,2,8,1,8,3
NM_032727,202,212,133,89,75
NM_032726,32,8,18,22,16
NM_003506,59,42,30,22,9
NM_153253,196,170,133,96,69
NM_001185181,551,325,122,98,97
NM_001271886,126,85,53,37,24
NM_002669,270,172,151,105,125
NM_002668,322,322,196,110,90
NM_031213,2,4,2,2,4
NM_003953,278,223,159,123,78
NM_002661,11,3,11,7,10
NM_002660,533,450,423,341,328
NM_002663,124,112,59,51,44
NM_002662,18,13,8,6,6
NM_001404,893,685,328,258,182
NM_013448,190,158,126,81,102
NM_013447,60,33,15,13,19
NM_013446,104,72,46,38,39
NM_001318337,198,151,132,129,123
NM_013444,287,176,114,114,93
NM_013443,39,21,13,17,13
NM_013442,591,492,240,177,143
NM_014824,31,17,14,15,17
NM_015425,996,732,646,586,561
NM_015136,2,1,3,2,2
NM_015423,350,274,175,137,114
NM_015130,10,12,14,12,10
NM_015421,41,21,13,6,13
NM_001030001,369,449,283,181,184
NM_006938,275,194,111,64,86
NM_015139,86,67,55,41,39
NM_015138,510,406,267,223,195
NM_015428,103,58,60,32,27
NM_001082486,228,165,71,60,65
NM_014351,6,15,8,7,7
NM_001015072,17,13,11,6,3
NM_001099857,32,24,22,10,12
NM_001320,1601,1351,905,624,526
NM_001190241,17,8,3,3,7
NM_012290,83,66,57,31,49
NM_052970,7,6,4,2,4
NM_018838,548,358,153,81,79
NM_001353095,168,131,96,56,55
NM_170677,131,100,85,61,54
NM_001304433,2,3,2,3,1
NM_000690,235,166,86,76,62
NM_001304430,35,28,27,13,18
NM_016447,150,123,77,54,63
NM_033450,93,100,109,69,67
NM_182633,14,9,6,8,12
NM_001278651,578,601,392,333,274
NM_001365,18,13,13,17,26
NM_016930,75,74,27,14,29
NM_001329632,113,68,43,43,19
NM_152787,25,41,26,29,19
NM_001361,48,47,26,17,24
NM_001360,450,384,230,185,168
NM_001363,396,326,224,132,144
NM_001353891,382,270,176,162,139
NM_012292,125,103,84,75,66
NM_001320808,58,33,30,17,20
NM_001353899,19,10,8,11,8
NM_003628,106,69,67,58,70
NM_001320801,208,155,118,62,55
NM_001320755,376,269,271,302,283
NM_001320757,239,136,99,52,51
NM_001320750,5,5,12,3,4
NM_001354023,8,12,12,4,10
NM_022338,67,60,35,43,33
NM_145814,13,20,8,2,5
NM_006635,513,360,264,154,125
NM_006570,112,98,83,46,39
NM_032290,26,26,22,19,22
NM_003501,96,101,91,73,57
NM_001242739,48,27,25,20,19
NM_006572,339,259,141,133,112
NM_174978,25,14,10,8,6
NM_174976,9,14,3,6,4
NM_001172705,1842,1566,1280,819,820
NM_001321988,5,9,7,5,2
NM_178042,299,188,116,97,95
NM_001320141,188,146,107,74,72
NM_178040,117,109,74,70,77
NM_001142684,57,30,18,13,13
NM_001142685,98,86,63,70,60
NM_021095,255,222,198,92,85
NM_021098,33,55,71,61,46
NM_015194,7,13,5,5,4
NM_001007233,19,23,20,15,17
NM_001281495,399,302,175,139,137
NM_153461,57,46,46,28,30
NM_001303236,50,40,26,19,16
NM_001286440,69,93,43,26,20
NM_001355197,11,10,7,2,6
NM_001286449,3,3,1,1,3
NM_001323585,88,90,50,40,48
NM_001330320,42,31,22,16,17
NM_001330321,39,32,15,19,20
NM_001199752,192,186,149,122,79
NM_001174166,4,1,5,2,5
NM_001076785,44,43,41,32,25
NM_017914,214,209,130,79,53
NM_007145,103,72,67,44,40
NM_001199042,23,21,7,5,3
NM_006808,705,581,344,254,199
NM_000368,123,114,75,72,87
NM_006801,1049,815,479,275,271
NM_001164211,35,37,23,14,20
NM_006802,624,405,302,194,209
NM_006805,2069,1809,1223,712,537
NM_006804,69,41,47,48,30
NM_006807,221,164,75,56,49
NM_000361,135,82,45,38,37
NM_003321,1064,880,513,289,296
NM_003320,12,18,8,11,16
NM_006755,1027,851,444,290,289
NM_003325,55,85,63,62,56
NM_006759,359,206,141,122,106
NM_006208,6,1,3,2,3
NM_003981,440,338,194,180,168
NM_153607,14,8,4,4,8
NM_153603,98,90,86,62,48
NM_004539,564,391,248,203,190
NM_004538,27,32,15,15,11
NM_004537,582,345,261,185,199
NM_004535,12,11,8,9,10
NM_030653,41,22,24,11,17
NM_004531,49,47,22,15,18
NM_000538,51,30,11,5,5
NM_198449,188,142,87,59,52
NM_001199629,147,130,57,53,40
NM_001297742,60,43,26,29,27
NM_001256295,27,24,18,18,16
NM_198446,335,235,146,112,93
NM_001199620,210,90,42,31,39
NM_001282290,3,5,3,3,2
NM_032936,43,33,17,18,15
NM_032932,68,73,50,32,34
NM_032930,10,7,5,5,1
NM_000189,137,119,91,49,66
NM_001258438,730,590,330,239,222
NM_001331037,69,46,26,41,38
NM_001331036,170,93,71,37,38
NM_003185,233,206,121,104,87
NM_001160243,144,137,71,37,39
NM_003183,268,186,132,80,78
NM_003182,5,7,8,6,1
NM_003180,4,5,3,2,2
NM_001004339,82,52,39,33,35
NM_001318927,158,133,83,49,47
NM_001331039,97,62,61,47,26
NM_002904,949,810,468,372,399
NM_005044,9,22,11,11,4
NM_020325,92,62,36,27,32
NM_001282880,12,6,1,5,10
NM_020328,90,82,48,39,29
NM_178523,40,31,16,21,16
NM_201649,16,20,19,6,11
NM_002907,128,81,67,39,33
NM_001166347,102,84,73,46,37
NM_000980,81,65,30,28,44
NM_000986,243,166,105,80,68
NM_000984,391,245,173,142,176
NM_003861,246,136,132,120,85
NM_001286416,418,364,165,103,100
NM_003165,154,114,54,41,50
NM_004317,547,405,233,210,186
NM_002053,8,3,2,2,2
NM_001278926,173,126,106,78,87
NM_001321980,181,121,76,50,68
NM_001321981,16,11,9,9,12
NM_001287426,28,29,28,16,20
NM_001287427,1349,1084,532,398,351
NM_001282144,11,14,13,13,9
NM_001278387,360,293,193,107,103
NM_013276,148,124,74,47,55
NM_005904,7,12,19,7,12
NM_181784,208,261,171,127,127
NM_001323582,87,70,41,33,34
NM_005275,563,522,330,255,214
NM_152434,72,46,30,30,36
NM_001278380,558,495,231,186,169
NM_006496,914,797,509,308,297
NM_181787,44,22,17,15,13
NM_005540,117,103,72,48,39
NM_001302826,15,26,10,7,8
NM_001080440,32,29,10,17,7
NM_002588,1144,1027,970,593,422
NM_032153,7,3,1,3,2
NM_144572,57,57,31,26,34
NM_002581,9,7,7,7,3
NM_002582,114,88,60,41,41
NM_002583,175,123,86,52,49
NM_002585,205,160,86,54,50
NM_002586,200,155,103,78,62
NM_006497,44,36,23,22,12
NM_001270952,110,90,60,49,31
NM_001346096,4,1,1,2,1
NM_002270,986,760,475,305,294
NM_002271,2125,1805,977,689,636
NM_001282208,416,396,273,164,122
NM_001318878,110,68,46,49,28
NM_001305626,1097,888,460,313,384
NM_001144995,125,116,69,78,54
NM_001346092,81,68,52,29,24
NM_144578,464,407,159,94,108
NM_001029885,51,32,26,22,14
NM_001029882,295,199,229,183,136
NM_001029880,30,32,22,17,19
NM_001345970,141,143,125,97,77
NM_001166160,105,90,92,71,90
NM_032552,237,296,332,248,201
NM_032558,122,135,135,85,56
NM_024078,184,167,95,82,47
NM_001351355,19,13,10,4,6
NM_001287580,10,3,2,4,3
NM_016564,51,49,13,19,10
NM_001346235,43,37,25,26,29
NM_001346542,26,28,15,10,4
NM_006630,14,7,12,10,9
NM_006631,17,15,23,7,12
NM_005261,161,174,159,125,106
NM_001212,934,833,549,301,272
NM_003461,1032,1215,618,487,344
NM_005585,7,7,6,3,2
NM_005584,28,19,14,15,6
NM_005581,408,309,226,141,136
NM_006142,18,20,13,9,7
NM_005583,3,6,7,4,3
NM_080605,119,144,70,60,30
NM_080607,19,14,12,1,7
NM_001288951,65,65,45,33,18
NM_001981,183,147,89,69,62
NM_015350,33,45,53,26,18
NM_001323423,348,219,186,155,212
NM_001145432,15,18,3,1,4
NM_015307,10,11,9,3,1
NM_018264,52,50,41,31,26
NM_032310,255,225,106,65,53
NM_015302,233,223,159,126,109
NM_001145437,344,276,197,150,115
NM_001145434,43,52,36,16,7
NM_012301,27,22,18,16,8
NM_012300,110,112,69,54,47
NM_012307,222,132,52,34,43
NM_012306,47,44,34,27,31
NM_015030,193,114,115,106,122
NM_012304,21,30,22,19,8
NM_003468,27,16,14,4,6
NM_001308101,78,55,29,26,28
NM_012308,145,167,142,104,123
NM_005729,519,471,266,149,116
NM_000117,277,255,122,79,69
NM_005721,854,640,401,314,226
NM_005720,1163,1186,658,538,370
NM_005051,776,659,468,346,252
NM_005724,557,508,327,210,184
NM_001005361,971,908,666,632,497
NM_001013842,72,96,70,44,26
NM_001013845,8,16,8,7,5
NM_001005369,82,64,67,58,64
NM_001320930,45,51,24,17,20
NM_001136015,375,284,154,114,105
NM_207396,7,8,3,1,3
NM_018082,75,61,55,34,30
NM_018083,183,165,90,82,60
NM_018081,181,163,107,84,59
NM_018086,111,42,39,33,26
NM_018087,236,194,177,112,105
NM_001307952,20,15,13,2,3
NM_057158,443,334,227,181,157
NM_018089,180,94,64,48,46
NM_001806,249,196,109,65,69
NM_130443,210,194,105,76,84
NM_001777,253,191,130,77,72
NM_001330513,27,14,21,16,10
NM_001330510,147,110,46,28,29
NM_004153,371,280,169,149,172
NM_001809,63,57,35,38,35
NM_022460,98,54,30,33,24
NM_022463,234,200,105,46,56
NM_030911,6,2,3,2,1
NM_022465,4,8,7,7,3
NM_001348052,95,75,60,46,40
NM_001258282,5,4,4,1,4
NM_001258280,1,3,1,4,2
NM_001330381,2,5,3,3,6
NM_001321205,12,14,10,2,7
NM_001346946,73,56,48,38,37
NM_020919,199,184,112,100,101
NM_001345880,67,37,26,17,12
NM_021127,217,228,221,85,79
NM_001116,68,92,83,46,39
NM_001201483,6245,4214,2288,1488,1329
NM_001201480,20,9,3,3,5
NM_006734,197,205,189,162,166
NM_001317744,11,11,11,7,4
NM_001321343,23,13,5,10,7
NM_001206987,28,14,15,12,9
NM_182641,583,577,550,437,427
NM_016151,150,148,113,122,110
NM_198321,172,146,108,81,80
NM_016154,92,66,59,36,21
NM_016155,14,19,5,4,4
NM_001033050,9,5,3,8,5
NM_016071,57,29,28,29,23
NM_001319960,243,158,117,107,79
NM_005160,52,39,32,21,22
NM_022092,100,100,116,93,86
NM_016073,104,77,41,38,35
NM_003368,368,372,297,192,205
NM_001039580,54,35,16,20,13
NM_181353,234,447,138,99,93
NM_030752,1265,969,537,401,354
NM_016488,274,179,126,81,108
NM_016426,280,312,206,182,156
NM_016484,99,65,41,25,19
NM_016485,373,309,178,132,112
NM_016486,66,38,33,18,26
NM_016377,6,3,5,2,3
NM_016374,179,145,122,105,109
NM_015939,188,128,79,50,64
NM_016373,50,37,28,14,10
NM_001354909,364,249,175,175,147
NM_015935,252,178,137,127,121
NM_015934,415,248,167,150,139
NM_015937,706,553,269,227,184
NM_001177802,57,63,32,24,21
NM_015933,97,74,20,23,14
NM_001012508,25,27,17,5,9
NM_001101654,254,196,141,136,101
NM_001289145,34,24,19,11,10
NM_138432,90,67,44,28,28
NM_001256609,61,55,49,28,24
NM_199186,42,24,19,9,14
NM_199184,415,314,126,85,74
NM_001114093,436,400,248,191,191
NM_198580,58,67,61,41,30
NM_001303477,26,17,11,4,10
NM_198850,60,34,35,23,21
NM_001135101,142,127,67,51,56
NM_007348,222,164,110,73,70
NM_000641,17,25,22,16,20
NM_007344,82,74,55,65,62
NM_007342,135,110,79,49,45
NM_001345887,7,5,9,2,3
NM_001320566,36,34,45,53,42
NM_001290002,26,20,15,9,11
NM_001024630,107,78,46,37,38
NM_014214,96,57,29,23,15
NM_173480,18,11,7,7,4
NM_173481,3,4,4,1,1
NM_173487,22,16,13,6,4
NM_001349867,11,11,3,9,3
NM_025092,25,29,28,23,34
NM_001323916,32,30,41,34,19
NM_024328,27,20,8,7,10
NM_024329,302,249,104,60,59
NM_023926,493,629,416,333,191
NM_001080511,55,42,25,15,10
NM_001257998,260,200,141,150,125
NM_024857,92,73,65,51,57
NM_024322,209,174,103,74,57
NM_175884,53,34,25,21,17
NM_017421,55,32,27,11,12
NM_017420,365,280,149,124,103
NM_017423,347,218,107,80,65
NM_017425,28,19,8,9,10
NM_001078166,1465,1151,603,442,400
NM_017426,296,288,165,114,110
NM_001042474,7,15,8,3,5
NM_001042475,27,14,15,18,16
NM_001042476,591,362,194,115,85
NM_001349881,25,21,18,12,13
NM_001286657,15,18,19,7,3
NM_001040630,136,74,44,23,23
NM_153819,58,64,22,27,21
NM_001042388,207,212,160,99,104
NM_001355028,198,140,100,71,51
NM_006568,35,30,21,17,16
NM_006569,1,3,3,3,1
NM_003518,2659,2597,1826,1304,918
NM_003519,863,865,753,584,299
NM_006562,7,12,8,2,7
NM_003043,132,114,99,58,46
NM_003510,892,1207,921,619,423
NM_003047,143,136,123,90,84
NM_003512,3812,3966,2463,1898,1306
NM_006565,506,397,278,197,207
NM_001098208,1240,1079,595,314,269
NM_001278074,644,581,399,378,307
NM_001139457,389,290,206,139,121
NM_001127257,150,83,37,44,35
NM_001348738,155,111,115,75,68
NM_002673,18,20,30,20,24
NM_006754,199,154,94,71,44
NM_001214909,62,59,31,27,20
NM_001190826,45,59,36,27,23
NM_005262,125,120,70,47,40
NM_005915,1313,865,579,353,295
NM_032125,319,273,171,102,93
NM_032127,47,63,46,39,23
NM_005269,8,8,7,8,5
NM_080603,113,55,42,32,28
NM_001286264,112,89,43,46,22
NM_001278559,96,168,193,142,110
NM_001352252,19,19,8,19,16
NM_001319210,24,13,16,16,21
NM_001278556,317,295,203,118,123
NM_001278552,1617,1570,1227,697,502
NM_001346932,27,18,17,11,11
NM_001271620,97,89,90,97,69
NM_001349486,126,97,47,36,41
NM_006756,15,13,12,12,9
NM_001039590,455,468,345,235,212
NM_001256613,1,2,3,2,1
NM_001267843,23,24,19,14,24
NM_001256617,610,619,506,387,332
NM_018268,126,94,46,34,34
NM_001145513,785,506,269,252,199
NM_018266,107,74,66,41,32
NM_001286769,28,25,20,17,8
NM_001100873,10,7,6,3,4
NM_019099,169,100,60,54,41
NM_001317157,68,72,50,37,30
NM_015305,116,104,88,53,50
NM_003390,230,172,118,102,93
NM_002649,14,10,19,12,13
NM_002647,142,76,62,62,65
NM_002646,20,23,23,12,8
NM_002642,78,43,38,21,14
NM_002641,13,17,14,3,8
NM_018263,249,209,111,85,99
NM_001318359,42,43,37,25,28
NM_016216,169,140,78,52,55
NM_001330327,236,150,139,97,100
NM_016089,20,19,10,9,3
NM_014639,247,166,101,103,90
NM_015113,133,107,131,129,125
NM_015111,20,23,23,14,5
NM_001350208,214,197,124,88,82
NM_015442,156,110,69,61,60
NM_001200050,11,3,2,5,2
NM_001031689,107,86,73,56,32
NM_012203,232,218,146,85,70
NM_001031684,912,779,473,358,351
NM_033296,1106,769,352,256,199
NM_001031680,20,23,16,12,9
NM_001015053,154,265,187,119,83
NM_001316362,74,51,41,29,22
NM_004557,12,5,4,3,1
NM_001109662,103,96,106,88,75
NM_181801,584,427,171,190,183
NM_001006610,92,51,43,30,22
NM_001289121,37,36,20,21,19
NM_052916,44,31,33,25,20
NM_052917,23,29,19,12,8
NM_001145268,7,3,3,3,3
NM_052911,18,11,10,10,5
NM_001238,170,159,73,53,58
NM_001350253,82,59,51,33,31
NM_001350251,13,7,4,4,4
NM_170610,2548,3182,2738,1659,1258
NM_001354599,191,187,122,101,83
NM_001317782,6747,5343,2527,1610,1460
NM_001039958,5,6,5,3,3
NM_022761,66,48,25,23,10
NM_001322080,27,18,27,13,7
NM_001322086,2002,1504,883,645,533
NM_001343,117,116,55,37,32
NM_001329614,17,15,11,7,5
NM_001347,12,7,7,7,1
NM_001344,438,286,173,90,62
NM_001349,469,317,208,142,164
NM_001348,335,456,367,234,163
NM_001267598,31,28,20,9,11
NM_001008566,9,14,16,11,7
NM_001321424,26,15,19,18,9
NM_022078,147,96,90,57,53
NM_022079,96,42,24,35,36
NM_022077,50,42,24,13,6
NM_001320820,121,77,56,45,34
NM_001320821,110,72,74,64,59
NM_022072,15,9,7,9,3
NM_001267595,91,58,47,37,27
NM_001320824,295,283,198,114,93
NM_015120,557,402,345,260,243
NM_001024847,228,271,190,130,101
NM_001354044,28,26,17,13,18
NM_021259,67,60,65,49,29
NM_006070,212,181,116,80,92
NM_194314,27,11,17,15,11
NM_001322882,3,2,7,2,5
NM_014437,628,543,308,174,173
NM_012469,464,413,323,338,254
NM_001099220,10,7,5,7,2
NM_001313893,59,58,23,18,33
NM_012463,75,71,60,37,38
NM_012460,27,17,9,2,9
NM_012461,93,83,57,36,33
NM_012465,245,164,96,70,52
NM_174916,187,94,92,110,87
NM_174911,12,11,13,15,6
NM_005057,175,122,101,80,72
NM_001134420,200,160,120,95,64
NM_014045,130,144,91,64,44
NM_178026,191,173,119,87,72
NM_005055,569,400,249,212,189
NM_182572,13,18,8,9,10
NM_206953,1303,944,646,446,353
NM_004552,1490,1092,516,284,313
NM_173039,3,3,9,3,1
NM_005422,2,1,4,4,3
NM_001318514,155,144,93,62,48
NM_001281302,114,94,79,43,44
NM_004733,64,40,48,19,22
NM_004732,13,9,13,5,12
NM_001330308,298,218,151,129,115
NM_001330306,44,47,24,20,15
NM_004738,364,276,150,137,114
NM_004085,20,14,14,8,6
NM_004082,1651,1337,771,732,736
NM_001001653,168,181,138,107,104
NM_001195263,16,24,9,8,6
NM_001321287,16,10,10,3,7
NM_000430,260,238,158,107,123
NM_006459,135,108,52,45,48
NM_000436,103,75,56,40,35
NM_000434,325,269,231,174,147
NM_006827,667,553,277,187,165
NM_006826,2899,2641,1703,1016,878
NM_006825,399,370,244,165,153
NM_000439,749,573,382,269,249
NM_006823,79,37,27,21,13
NM_006821,114,95,58,32,26
NM_006820,3,3,1,3,1
NM_001167674,23,14,17,5,3
NM_006773,431,299,236,185,168
NM_006772,107,66,73,51,73
NM_001351346,48,51,41,29,21
NM_001351612,29,20,11,8,7
NM_001286796,320,304,197,132,117
NM_006779,82,52,32,14,29
NM_004886,121,103,97,69,47
NM_020120,412,312,243,208,178
NM_004556,54,47,27,22,13
NM_004551,510,435,233,142,143
NM_004882,125,89,58,60,45
NM_001301175,18,17,10,11,10
NM_020699,685,500,263,208,215
NM_006943,234,195,89,45,52
NM_004559,312,274,110,118,101
NM_004889,28,31,5,7,1
NM_004888,901,747,332,266,198
NM_001251830,124,86,33,30,29
NM_198467,250,181,109,106,106
NM_003136,262,214,128,92,74
NM_198468,134,119,102,78,63
NM_001164093,248,205,128,78,64
NM_001135242,118,112,55,46,34
NM_001135243,595,470,265,265,245
NM_181832,84,112,80,81,69
NM_000286,8,11,12,11,3
NM_006455,176,158,108,95,53
NM_007202,23,20,12,14,19
NM_001320487,177,152,122,80,52
NM_001324259,6,11,1,3,4
NM_001127393,222,183,88,35,45
NM_001127392,35,44,39,19,19
NM_018085,1442,1244,783,625,572
NM_001199397,45,25,31,24,23
NM_001267549,171,128,92,62,31
NM_020345,21,9,8,10,7
NM_181715,122,88,62,49,62
NM_020340,327,315,219,189,175
NM_024654,225,179,146,112,80
NM_172341,127,93,48,26,29
