"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chrE",49461.2972171373,2.34672505515532,0.389029824937647,6.03224972669242,1.61692645894732e-09,7.44594634345242e-07
"NM_017847",63.9022336029962,-0.638098473011978,0.475758120214666,-1.34122455487268,0.179847556314079,0.595611648203044
"NM_001003803",48.4128512444263,-0.282188087969984,0.554651069320265,-0.50876686908007,0.610915644781499,0.890862666945587
"NM_001003800",585.283004475555,0.0622311974890418,0.247425904923197,0.251514478681441,0.801416369534297,0.953570407472882
"NM_016649",55.6237812979009,-1.1752257023061,1.15925736758436,-1.01377462431402,0.310690306356387,0.733498243799554
"NM_016647",92.431057416335,0.0550072389094873,0.494247044068828,0.111295028608865,0.911382397511306,0.977199151190103
"NM_016640",216.178147093698,-0.327236179955397,0.239569629052535,-1.36593349186026,0.171959839395043,0.585482189116134
"NM_003279",63.2038616662439,-0.0831411253748287,0.620879192446514,-0.13390869977011,0.893474770826826,0.974518760772007
"NM_001080825",33.6774319687297,0.339329180583019,0.563121278081787,0.602586323391842,0.546783920934967,0.867965851639688
"NM_001008781",948.303707810993,0.545197566799826,0.325263444052441,1.67617227441005,0.0937044532582657,0.466496224058717
"NM_001253384",75.4300409668677,-0.451190213443675,0.474133444706864,-0.951610181649654,0.341294715950176,0.755447798958256
"NM_003363",128.633625888379,-0.690106302500273,0.337781438062223,-2.04305572993963,0.041046921612838,0.316023394566967
"NM_207118",44.1715795578027,-0.582461662278521,0.543923635168914,-1.07085190754331,0.28423602296201,0.710511465987598
"NM_001282735",1175.74617977635,0.886906012722201,0.332202438432163,2.66977574550017,0.00759019215483727,0.117488520581599
"NM_001282730",133.822463842211,-0.240488979607907,0.337717850190269,-0.712100291626328,0.476402673713563,0.83789753817387
"NM_004109",46.0871670685877,-0.771467078397852,0.521955970162717,-1.47803094992352,0.139399494339258,0.542881088833326
"NM_007101",37.7413191380541,-0.860054036042551,0.643804222129588,-1.33589374918612,0.181584004354155,0.598564309270498
"NM_007100",145.32731011625,0.355386331866759,0.395418314899331,0.898760422761996,0.36878028506798,0.774388149903351
"NM_000485",277.53362322999,-0.376980266371792,0.357553106037325,-1.05433363605696,0.291730194174501,0.715957763326361
"NM_007108",578.089714620081,-0.0649709838850143,0.435087212597534,-0.149328644933341,0.881294313285431,0.970783473909678
"NM_016643",74.2487925590273,0.554863938251471,0.405830067980616,1.36723220389371,0.171552534237594,0.584926998300508
"NM_001350532",108.881402443962,-0.441307075715329,0.464560699157202,-0.949944918965253,0.342140241020652,0.755843516382874
"NM_001350530",202.228645707613,0.050249372461857,0.473345144576018,0.106157997050685,0.915456996068581,0.977533101377619
"NM_014177",57.1496567371682,0.163152085926745,0.473475621846736,0.344583920266875,0.730407196004519,0.930042667223063
"NM_005802",120.810274260048,-0.554541084854405,0.514042533341985,-1.07878443686191,0.280683834281666,0.708313224475578
"NM_003824",92.6745291978166,0.208881298954861,0.418590740400932,0.499010796929696,0.617771777823064,0.893207552983976
"NM_003825",111.194655646093,-0.347453757145438,0.383443930526397,-0.906139671238109,0.364861929830251,0.770905798058411
"NM_003826",91.9812581269343,-0.466639620881699,0.400106411860633,-1.16628878480518,0.243497706080436,0.671135555389281
"NM_003827",367.016966999444,0.0315575269649482,0.273308312686616,0.115464936484142,0.908076611184898,0.976574683443825
"NM_003821",58.2160885870954,-0.216295348887154,0.422492755272434,-0.511950432730334,0.608685700558943,0.890050663834178
"NM_003795",218.937096947387,-0.231994639581579,0.335433695476521,-0.691625924020559,0.489172277172382,0.842572366565158
"NM_012181",726.827455184776,0.00721264772248416,0.253755339074836,0.0284236294250228,0.97732427825707,0.993148441237846
"NM_012180",29.5440155718941,-0.452798605138639,0.598126740910441,-0.757027857422675,0.449033173069385,0.824296302999004
"NM_001018088",73.2599008951902,0.183698394184338,0.550970066389261,0.333409027804706,0.738825549436484,0.934448655404258
"NM_020437",46.3638426882124,1.09469193405772,0.56068422696347,1.95242149041058,0.0508881836434482,0.347836876525265
"NM_020733",104.03091902877,0.486147501593855,0.35986847706501,1.35090326765696,0.176726421352766,0.590638365724749
"NM_020731",53.5707917583529,0.886284268569389,0.472596346969866,1.8753515008145,0.0607443825991931,0.381100656497663
"NM_001025780",55.8304265264504,0.0381088234427933,0.516793073664633,0.0737409717443768,0.941216496780034,0.985433148243433
"NM_001300829",684.078218699051,-0.688804683197311,0.347984492656654,-1.97941200752568,0.0477696376838674,0.33895097308815
"NM_002224",621.979936153793,1.28219686522112,0.459572212542916,2.7899790940937,0.00527114450591448,0.094083800192776
"NM_175856",42.7673794893098,0.0866823795927218,0.658105467923729,0.13171502717672,0.895209699110332,0.975157436634033
"NM_001688",403.846336749874,-0.161074916832191,0.306723002063023,-0.525147823113361,0.599480433244623,0.887470826696333
