"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chrE",49461.2972171373,5.46338010017329,0.275264543616106,19.8477436592514,1.15261656719035e-87,1.16368168623537e-83
"NM_017847",63.9022336029962,0.0662343657245198,0.325818318641553,0.203286193362833,0.838911346328442,0.933706201359491
"NM_001003803",48.4128512444263,-0.367141488673045,0.375132894176222,-0.978697134729479,0.327729648245199,0.590428002977076
"NM_001003800",585.283004475555,0.536723072074839,0.180150093216613,2.97931054317847,0.00288897823364055,0.0273869711237887
"NM_016649",55.6237812979009,-0.222018236258968,0.797779975660905,-0.278295072617035,0.780785858263976,0.904130541056557
"NM_016647",92.431057416335,-0.448587715025826,0.366139816718385,-1.2251814594938,0.220506858482496,0.477323594176519
"NM_016640",216.178147093698,-0.141700098308295,0.176049904955102,-0.804885968807726,0.420885485987896,0.668543087875047
"NM_003279",63.2038616662439,-0.664481651632141,0.434957318441082,-1.52769392181672,0.12658854994394,0.344299030235458
"NM_001304467",27.9167742585561,0.124016633880614,0.510027665900277,0.243156679866975,0.807884024291349,0.918099629586387
"NM_001080825",33.6774319687297,0.435739721000245,0.404220859799036,1.07797435594214,0.281045200440305,0.545975051692384
"NM_001008781",948.303707810993,0.293730811644145,0.233465840524914,1.25813185767877,0.20834407363381,0.462222389776616
"NM_002223",18.4741407220563,-0.0408240969287501,0.51710642250026,-0.0789471860190047,0.937074631321165,0.974025067210798
"NM_001253384",75.4300409668677,-0.544974401629312,0.351883063754437,-1.54873723052958,0.121444900136956,0.33658106456167
"NM_003363",128.633625888379,0.257354288774446,0.224563615352529,1.14601952934558,0.251787071527916,0.512949195120325
"NM_207118",44.1715795578027,-0.323858118265151,0.346980591795786,-0.933360902375071,0.350633659970827,0.607753310040915
"NM_001282735",1175.74617977635,0.718967462043699,0.235417860321858,3.05400559269693,0.00225807871216032,0.0230046041150057
"NM_001282730",133.822463842211,0.0336159297343371,0.247750531955239,0.13568459154877,0.892070629223245,0.956078835821682
"NM_004109",46.0871670685877,-0.935815186881756,0.394864406832924,-2.36996591915594,0.0177897249954415,0.101793131899831
"NM_004101",28.4254557535846,0.628681956289957,0.389123573807896,1.61563574814495,0.106173090149578,0.310432527700592
"NM_007101",37.7413191380541,-0.533421372758026,0.504433160475493,-1.05746690454531,0.290298551212641,0.554729772820526
"NM_007100",145.32731011625,-0.428264243224561,0.274570634837872,-1.55975981727777,0.118816650505241,0.331740294109766
"NM_000485",277.53362322999,-0.595498018358058,0.257993636694127,-2.30818878321434,0.0209886387699786,0.112653533770177
"NM_007108",578.089714620081,-0.38726537251518,0.308327835465128,-1.25601819871686,0.209109371994619,0.46291964008152
"NM_016643",74.2487925590273,-0.228150231702213,0.32141515137564,-0.709830357174334,0.477809341520836,0.713508399452693
"NM_001350532",108.881402443962,-0.416653225535306,0.337432553249933,-1.23477483580754,0.216914315206451,0.472382857274446
"NM_001350530",202.228645707613,0.492729832917059,0.331932440777673,1.48442807145532,0.137695392178315,0.361835679185912
"NM_014177",57.1496567371682,-0.0115206552884928,0.340879447139341,-0.0337968609875841,0.973039139086284,0.989393515501501
"NM_020992",23.4489631327558,0.225648839594436,0.447777210403514,0.503931049530396,0.614309830573402,0.80803148044452
"NM_005802",120.810274260048,-0.888629927186278,0.367207119670646,-2.41996922059492,0.015521820859052,0.0920730337209102
"NM_003824",92.6745291978166,-0.192545178191467,0.30142312057188,-0.638787024121301,0.522961490733486,0.743427092431044
"NM_003825",111.194655646093,-0.489746767048245,0.262186475923708,-1.86793298671421,0.061771412272619,0.226779701201586
"NM_003826",91.9812581269343,-0.242331248283108,0.281557769659951,-0.86068038035598,0.389414101755018,0.640689022435476
"NM_003827",367.016966999444,-0.0123415653860035,0.193623123733851,-0.0637401419211056,0.949177141085651,0.97907797877597
"NM_003821",58.2160885870954,-0.162246400575073,0.32531356200486,-0.498738508087926,0.617963612531314,0.810736207470719
"NM_003795",218.937096947387,-0.466429282372144,0.232896149838259,-2.00273505034784,0.0452057345276414,0.185527274711816
"NM_003823",18.3167767842219,2.5890253751947,1.12953049285876,2.29212526050719,0.0218984161439466,0.116238911350833
"NM_012181",726.827455184776,-0.16759381333235,0.184951055873731,-0.906152238713192,0.364855278808195,0.62036344378036
"NM_012180",29.5440155718941,-0.708239376050925,0.462749141872917,-1.53050392094606,0.125892043681548,0.343720217363685
"NM_001018088",73.2599008951902,-0.128168571917858,0.387433090856131,-0.330814726317356,0.740784436627726,0.886132662582171
"NM_020437",46.3638426882124,0.508543644568555,0.442714112319061,1.14869535534944,0.250681621728237,0.512241304333163
"NM_020733",104.03091902877,0.615839516984325,0.255827262740818,2.40724741525394,0.0160732764921037,0.0945454436989394
"NM_020731",53.5707917583529,1.39534861608324,0.37523527640745,3.71859658143681,0.000200332696000845,0.00343972601840907
"NM_001025780",55.8304265264504,-0.731254246364183,0.368118892022378,-1.98646215179776,0.0469820313817359,0.190697822040181
"NM_001300829",684.078218699051,-0.583877303769188,0.24737598437425,-2.36028289183421,0.0182610037423892,0.103632992570636
"NM_002224",621.979936153793,1.33306188304973,0.328630102466458,4.05642049539813,4.98305137877767e-05,0.0010865850263529
"NM_175856",42.7673794893098,0.14610279172796,0.497246584634102,0.293823620398458,0.768892684887937,0.899089708898379
"NM_001688",403.846336749874,-0.233010802182325,0.216494236673966,-1.07629101708251,0.281797124828018,0.546699418190559
"NM_014171",85.4411523350704,-0.519634164959693,0.31837561984287,-1.63214182422684,0.102649612762293,0.304221391040486
"NM_001867",185.715673160173,-0.834234772062135,0.231369656980886,-3.60563603260671,0.000311389320097563,0.00494443880571888
"NM_144643",61.0143707716427,0.603647342688496,0.370067229373974,1.63118291697879,0.10285172880839,0.304513505586365
"NM_001161546",272.725403364675,-0.837334156294189,0.270046952119371,-3.10069841456331,0.00193064817508014,0.0204204558716812
"NM_144641",38.8230001482704,0.240329548408293,0.443024517894042,0.542474600617414,0.587491600218991,0.789404828607255
"NM_000159",148.572036656068,0.0829604485074032,0.242612601113147,0.341946164901439,0.732391406821968,0.881313902654897
"NM_000158",104.075458141617,-0.22282801496513,0.288957233907381,-0.771145307393661,0.440620807984056,0.68501812094349
"NM_021020",615.525971771449,0.438315541953042,0.249883544456439,1.75407925682538,0.0794169274643982,0.259648089274794
"NM_021021",358.377156879544,0.198599728659302,0.247122101627317,0.803650209153729,0.421599017220548,0.669058945656911
"NM_001347869",18.3079216065493,0.458026395768835,0.485774729698711,0.942878185641548,0.345743214037704,0.604018599917747
"NM_015225",65.7590807684803,-0.385216181865073,0.296886080841066,-1.29752186688501,0.194451686254688,0.444256199571351
"NM_001143679",82.890637540572,-0.63505065157007,0.296792956414295,-2.13970930861176,0.0323782663084337,0.150395207457325
"NM_001297658",172.747486495665,-0.354386310470977,0.275171313485413,-1.28787520029686,0.197789409543072,0.44914122328989
