GTPBP8	BUB1B		TRPC4AP	EXO5
OSBPL3	MRPL46		PAXX	ADCY9
CLUH	FIP1L1		PEBP1	TAOK2
SLC35E3	SNX27		MUT	GTSE1
ZEB2	DLG3		SUSD1	SLC27A1
PERP	NSMCE4A		DEF8	TTF1
GFPT2	HARS2		GSTM2	FNIP2
PARP8	BGN		PPID	SLC9A1
GBF1	GOLGA2		PSME3	FAM217B
RMND5A	SUMO2		CDC42SE1	FAM160A2
VPS39	C14orf119		COX5B	CLOCK
TPRG1L	GPATCH2L		COX6B1	TUBGCP2
ADAMTS12	SEMA4F		DBI	ZZEF1
EML3	KLHL21		CCDC28B	RASA3
ACP2	FRG1		BAG6	PRPF6
ADO	CFAP20		ATP2A1	MED8
ALDH1B1	OLA1		TMEM135	SYNGAP1
ADD3	LGALS1		RPS2	APBA3
PCBD1	FBXL12		ESYT1	USP30
TBC1D15	SUN1		NBR1	AKAP10
SLC25A4	BBS2		NECAB3	MYRF
PRRT3	TIA1		ARF1	GOLGA1
IWS1	ZNF70		DDX51	SH3PXD2A
HMGB2	STAT1		NONO	DYNC1H1
FAM216A	PNMA8A		RTF2	ZCCHC8
TMED4	UFD1		MRGBP	GTF2H1
HSPA8	GRK5		AEN	MCF2L
GTF3C5	CREG1		UBE2T	PAM
CEP72	ZDHHC18		GMPPA	DIDO1
ZDHHC7	FYTTD1		UNG	ST5
FERMT3	PTDSS1		ARL8A	ADCY7
MAP4K3	MFSD12		SAR1A	TXNDC12
NARF	EPHX1		SLC11A2	KLHL22
PDE4D	BRI3		C1RL	TGFB1
EDC4	EPS15L1		GLYR1	WBP1L
FAM193B	PDCD6IP		VPS4B	GPR137
ATRAID	RPS21		SPR	DCAF12
TM2D1	MED31		C22orf39	ZNF687
METTL9	MRPS16		CUTA	PEX26
FOXJ3	FIS1		YAP1	REPIN1
MFF	ITGA5		PARVA	MLLT1
COPS4	CNOT9		LEPROTL1	ZNF521
PHLDB2	DDX59		NDUFS7	GEMIN5
MFSD2A	SMTN		PDLIM5	ZNF764
SLC35F2	FBXW8		PLEKHJ1	TECPR2
RNF149	C7orf50		RNF146	PCSK7
ZMYND8	DNAJA1		GATC	SPSB4
RFFL	HNRNPL		COL4A2	MAGI3
RGS12	PRMT1		ACP1	PDCD6
SEC23A	CSTF2		ANXA5	OSGIN2
EIF3M	DHX57		ANXA6	MDN1
NFIX	GABARAP		NUP88	GPRIN1
PPP1R12A	GPRC5A		PET100	CNST
ATP2B4	TAF1A		SLC2A4RG	CHD3
DPH2	CTBS		MED28	GAREM1
CSNK2A1	THADA		HMGA1	MMADHC
TNIP1	ZNF655		DTL	MTSS1L
WAC	SPRYD4		PRKCSH	TMBIM4
CDR2	ARMC5		SP1	C20orf194
CLASP1	NDRG2		C19orf70	ABCC5
RPL3	TMCO6		SLC9A7	CNNM2
AMD1	CCDC32		HNRNPH1	PTCH1
DDX52	ZSCAN21		DHX15	ZSWIM9
HIPK1	ZNF548		PTPMT1	DDX41
EBNA1BP2	FAM199X		CANX	HDAC4
ECSIT	TEAD2		TMEM258	MARF1
PRDM8	SON		DNTTIP1	TMEM2
NFAT5	SLC35B1		PYROXD2	INTS13
FBXO25	GPR108		PGD	NCS1
H2AFX	DNAJC14		FAM207A	BOC
DNAJB5	LZIC		NUBP2	FEM1A
METRN	DENND6A		COX10	CAMTA2
CHMP6	C16orf72		APLP1	TCF19
LRPAP1	MSN		NMT1	DAXX
DYSF	CALCRL		UBIAD1	DCAF6
RP9	FLCN		PMP22	HMGXB4
AGO2	MED30		MRPL55	ZWILCH
IL4R	SCO1		PITPNA	ITPR1
DDX27	MRPS12		PIN1	RABEP1
COQ2	DUSP7		CHMP2A	ELOA
CEP128	E2F3		S100A4	KMT5A
SARM1	GDI2		TXNRD2	PHKA2
ADAMTS15	RP2		HNRNPD	FYN
CHD4	TRMT1L		HNRNPDL	ISOC2
ARHGEF2	PIGQ		LRRC42	RBM48
ASL	DDX49		FBXO21	SGMS2
ZNF407	FDX1L		DLST	OLFML2B
SENP2	STMN3		KHDC4	CHDH
TTC14	WDR1		ATP5MC3	DVL3
CABLES1	C18orf25		CDK2	TNFAIP1
RUNDC1	HNRNPK		CKB	CEP95
CYFIP1	METTL16		HSD17B4	TAP1
AKAP13	AHSA1		TMEM43	ANGPTL2
NOLC1	HMCES		GABARAPL1	ITCH
SOD1	SNX1		RFC3	NAV1
CHERP	SNRPB		SHMT2	FAM219B
PPP2R2A	COG8		VPS72	ZDHHC8
ZNF768	MRPS26		AAGAB	ALX4
RTCA	PIGU		EEF1G	GLIS2
ATRIP	TSPO		ADGRE2	ANKLE2
SLC4A2	KDELC2		STOML2	C2CD2L
TMEM237	RAP1GAP2		ACD	MTX2
GOSR1	TMEM38B		ALDH2	RNF217
NCAPD3	UBAP2		STX18	PRDM4
ATF5	SEC61G		ORMDL3	RSPRY1
SNX29	DGCR6		ACTL6A	NFYB
TRIM62	ENTPD4		KDELR1	INPP5A
SLC4A11	EXOSC9		TUFM	LRRC4B
LDLR	DDX54		TALDO1	DOCK1
STRAP	H2AFV		DDX11	TMEM65
FOXP4	SNX9		C1orf122	MCM3AP
SLC25A46	SVBP		ELF2	RFX7
GGH	JKAMP		RPAIN	NR2C2
SLC50A1	NDUFA6		SUMO3	CLMN
SPATA5L1	TARBP2		STXBP1	KLHL36
MORC3	HINT2		CALM2	NCOR1
ATP7A	CS		CARD19	NCOR2
ITPKC	RPL7A		EPB41L3	SSBP4
BCAR3	COMT		PPIF	MAML1
OGFOD1	FOCAD		ANKZF1	TBKBP1
CORO2A	RAB34		HS1BP3	LRIG2
AURKAIP1	CTSB		NXN	KIF26B
ZNRF2	ATP6V0D1		ENO1	MGAT5
LGR5	DNMT3A		PDZD11	WNK2
CAMK1	KIAA1191		PIGT	RHOBTB2
CBX4	TBC1D24		DNPH1	WNK1
PTPN12	ZNHIT1		ATF6	RAD54L2
NCL	RPRD1B		IMPA2	IGSF9B
RXRA	ITM2C		EFHD2	SEMA6A
ASCC2	ACADVL		CLEC2L	EPS8
B4GALT1	NDUFA11		SRSF1	SVIL
C19orf44	THBS3		CARHSP1	FGFR1
IER3IP1	POLD2		HNRNPF	TGFBRAP1
TMED8	KANK1		MCM6	TUBGCP6
SPRTN	LMNA		MRS2	TOR2A
USP33	NTAN1		NSMCE2	EXTL3
RBM34	GOLGA7		WDR41	URB1
SPCS3	MED24		SCRN1	HCFC1
EXOSC6	GSTM1		PIGC	NADK
PCYOX1L	ETV4		RPL8	CCNI
HK1	MMP14		AHCY	DGKD
CLPTM1L	TGOLN2		DAD1	UNC13B
TTC27	JAM3		TLL2	RBSN
ARHGAP24	UROD		TMED10	INPPL1
DUSP11	DOLPP1		ACOT2	NOTCH3
PRKD1	PPP1R35		NDUFS3	RNF34
CNOT2	CD276		GATAD2B	ELMSAN1
RPP40	FAM129B		SPP1	EHMT1
PAK1	POLD3		COPS7A	SPATA13
SPIRE1	USP39		ATP5MPL	AGAP3
UBAP1	MPDZ		ARFRP1	ADGRA3
PRKCA	RAD23B		GABARAPL2	SSX2IP
UXS1	GSS		NEU3	EHHADH
COLGALT1	MTUS1		VIPAS39	RABEPK
CENPV	HNRNPR		LBX2	SDCCAG3
HS6ST2	SNAPC3		GNB1	ZBTB20
MTG2	GNPDA1		KISS1	C2CD2
ZFHX4	MTMR2		VPS28	CCSER2
CKAP5	CISD1		RCC1	NFATC1
RBM10	OPN3		AHCYL2	BDNF
LRRFIP1	HEBP2		UBFD1	BMPR2
TMEM203	RBBP4		CBFB	PRDM16
COMMD7	RTN2		POP5	ABCA3
STX3	HIST1H2BK		RDH13	PWWP2B
EIF2B1	HAPLN4		COQ8B	VSIG10
SMARCE1	JMJD4		UCK2	PCNX1
WASF2	YDJC		HM13	ARHGAP35
TUBA8	CDC20		CLPP	EIF2AK4
ACTR8	PCOLCE		TOMM40	AKAP6
EXOC6B	MATR3		PFDN1	C5orf34
PRPF38A	FUCA2		PFDN5	FAAP100
TIGD5	TRIP6		GAR1	PTPRF
ALG8	NOL3		TFPT	EIF4G1
ARL16	RDH11		GSN	CELSR2
CPPED1	APH1A		DUSP12	TARBP1
ATF4	IL27RA		SAT2	SMARCD3
DLD	VWA8		NMD3	HDAC10
CDYL	CMTR1		PTPA	UTRN
SOX11	JOSD2		SYNGR1	ZSCAN29
GPR161	BNIP3		PLEKHB2	ANAPC5
ZNRF1	BYSL		TFPI	PPP1R14B
RNF215	DTD1		ERP29	UBTD1
DCAF4	CDKAL1		RGP1	EPDR1
DNAJC7	SHOX2		IFI30	ZKSCAN5
YIPF3	G3BP1		ECHS1	MTA1
SRF	PHKB		SZRD1	ZBTB18
PELP1	PLEKHH3		NAA10	TMCO3
STX10	NUP210		MCRIP1	PGBD1
HUS1	STN1		EIF4EBP1	SLC25A39
ANKRD13C	VARS		RFXANK	TRUB1
PLOD3	TAF12		NEMP1	RBM8A
SP110	LRRC41		CRCP	E2F5
DHRS13	DOK1		LPCAT3	RASGRF2
ORC2	SMAD2		TRAPPC4	TBRG1
NECTIN3	RBL1		ALYREF	PDE4B
CPT2	SNRPN		SWI5	SOGA1
UFC1	MRPS5		NAA38	NOL10
CDK5RAP1	CDKN2D		ADH5	ALDH6A1
RNF14	CHEK2		COPB2	HOOK2
GLRB	CTPS1		NAF1	PDE7A
SSBP3	CTNNB1		PTGES3	NEIL3
EIF2AK2	RUVBL2		CTDSP1	CDK5RAP2
SYTL3	TBL1XR1		DDX19A	CRACR2A
ZCCHC2	SHARPIN		ACTR5	ATN1
RINT1	SFXN3		PDCD2L	RNF216
ADAR	MED25		C21orf33	EVI5L
EIF2A	THG1L		MAP3K7CL	HMGXB3
POLR3H	SCAF8		TFE3	WDR26
TNRC6B	SEC23IP		ABHD12	IRAK1
KHNYN	POLR2B		MRPS6	WDR62
PCDHGA9	H2AFZ		HAUS4	KIF13A
VPS18	GYS1		PDE6D	SPEG
PCDH18	CUEDC2		EXOSC2	CSNK1G1
NDE1	ATXN7L3B		NOMO1	KDM5C
CLDND1	FAM57A		NCAPD2	SBF2
B4GALNT1	PSMD7		HLA-A	C1QTNF1
SLC25A17	HAGHL		RSU1	TRIP13
PDE4DIP	RGS3		SLC30A6	NAB1
MAP2K2	ICMT		NPTN	PPP1R15B
OTUD4	AMPD3		SEC14L2	EML1
PGPEP1	ZRANB2		ETFB	PPP4R2
ATP6V1C1	BHLHE40		BEX3	CPNE2
SCAF4	LAPTM4B		ALPL	PYCR3
YIPF2	NKIRAS2		AK1	TICRR
MBNL1	MLST8		RNF187	GPAT4
PSTK	GPX7		TRA2B	DGKZ
NMT2	EHMT2		MDH2	INTS1
CIAO1	RFC2		GTPBP1	ZNF638
COX6C	BOLA3		PA2G4	RTL6
CD3EAP	UBAC2		RNF214	TRAPPC8
SUPT5H	SCCPDH		LAMTOR4	UBP1
GEMIN7	DISC1		RBBP9	DDHD2
CPSF1	TP53I11		PAICS	ZNF839
LRWD1	NCAPG2		CSTB	AFF1
KIF1BP	GPRC5B		MOAP1	ESPL1
ARPC2	EXOSC4		FAM229B	CASKIN2
SCAMP3	FNBP1L		CDT1	C12orf29
SAMD4B	RETSAT		SCRN2	TANC2
TRIM11	TMEM175		BOD1	PICALM
PAK4	CHEK1		ACSS2	MAP3K3
ULK3	ABHD11		IGFBP2	PUS7
PLK1	EIF3L		BLVRA	FAM171A1
DLGAP4	TTYH2		ENTPD7	MAP4K4
DLGAP1	DNA2		PRDX5	BAIAP2L1
TMEM127	APPBP2		MZT2B	MCM8
ATP6V0B	GIT1		POLE3	WWP1
PIAS2	FBXO17		FITM1	PDZRN3
BRF1	FIGNL1		ARHGEF19	CEP112
GATAD2A	PPP2CA		MCAM	NOTUM
ZNF131	PHPT1		SGTA	COL12A1
TTYH3	CAB39		SDC4	NEFL
DGUOK	MRPS34		NDUFB4	MGAT5B
KCTD20	DIS3L2		IRF2	PHF20
ATP6V1D	ANO10		RCHY1	IGF1R
SIMC1	PNO1		MAP2	POMGNT1
TRIM16	RIOK2		TTC13	EMC4
RPS27A	DHX16		S100A2	ZYG11B
RPS6KA1	DDB1		PCBP2	KREMEN1
DNMT1	TRAM2		PMVK	REEP4
SETD6	MAT2B		PTMA	LRIG1
HIST1H2BD	SYF2		C8orf82	MSL3
ABRAXAS2	ARCN1		PMEL	XPO6
ANAPC4	RNPEP		NAA20	AKT1
TMED2	MAVS		GINS2	GTF2IRD1
CNTN3	CROT		RBM12	KEAP1
TOMM7	Sep-08		PMS1	KCTD15
EXOC4	ERLIN2		TMEM110-MUSTN1	HPSE
BCAR1	ZNF593		CAMLG	BTBD6
TLE4	EIF2AK1		CCDC97	SRCAP
WDR43	NFE2L1		ZNF395	TMTC2
PSMG1	R3HDM4		FUT11	IRF2BP1
RBM25	GMPS		SRSF9	ARID1B
KCNMB4	IQGAP1		EIF4H	ZSWIM8
COASY	DCTD		REXO2	PKN1
FH	CLIC1		CTAG2	SNX33
HIST1H2BJ	JSRP1		BCL7A	YLPM1
SMC1A	ZMAT2		MGMT	TMEM104
LONP1	Sep-03		MIF	CSPG4
RPL4	CASP8		C12orf57	PI4KB
STK10	VIM		CDK9	COP1
OGFOD3	TMEM14A		CTNNBIP1	RPS6KB2
SLC35C2	PRPF19		VGLL4	B3GNT7
FXR2	AGPS		CDC6	HTT
TEPSIN	YBX3		SGCA	APBA2
CRAT	DRAP1		PRRC1	WSCD1
SSRP1	PI4K2A		SEC24C	TBC1D16
POLR2A	IGFBPL1		COX5A	IFT122
SLC26A6	UTP6		CITED2	CCDC92
PPP6R3	MCM3		IGFBP6	ZNF276
RUFY1	CHN1		URM1	ME3
UVRAG	HEY1		PNPO	SHROOM4
GSK3B	NT5E		ELAC2	C3orf58
LARS2	RAD51C		FAM168A	TYRO3
DBF4B	BIRC5		TOX4	PRKCE
FBXL4	C1orf123		CAMKK1	FAM122B
BOK	QRICH1		VHL	PRRC2B
CYP26B1	HCFC1R1		MRPS23	ADAM15
ATG7	CST3		C17orf75	SDK1
TBX1	EFEMP2		MCUR1	WDR24
SHPRH	PES1		HNRNPC	RBM15B
BTBD1	HP1BP3		UBE2M	MZF1
ANPEP	FLNB		PLA2G16	INSR
APBB2	NAGLU		CCND1	MLXIP
DCAF11	JPT2		EDF1	KIAA1958
WDR45	MTHFD2		CADM4	INPP4A
STYXL1	PSMC5		PDRG1	C2CD3
Mar-05	RBM38		ATP5MC2	BUB1
ACVR2B	ZSCAN9		SSBP2	URB2
PLEKHH2	HDHD5		UQCR10	MAPK12
CDAN1	C11orf80		MPG	MEX3D
BMP2K	RAD51AP1		MRPL11	STIL
RING1	PDE12		SIRT2	UBTF
VWA1	CMTM6		HSD17B10	SULF2
MAD1L1	LMBRD1		CCDC12	ZNF598
KIAA1671	PIMREG		TFAM	RNF185
RAB3GAP1	PPP1R18		MAGEA6	REV1
SNX19	ATP5MC1		ALG5	DYRK1A
E2F1	ATF1		PTPRH	
ZNF394	TIPRL		CCNJL	
DDX10	CELF1		GOT1	
NPTX2	NANS		TAF11	
C16orf58	GINS1		BUD23	
NRDC	ASCC1		ZCCHC17	
ZSCAN22	APOL6		CHCHD3	
RBMS1	ADAM9		PARK7	
WIPI2	MB21D2		LYPLA2	
CPD	DDB2		UBE2I	
WDR20	TPM1		HES4	
SPOCK2	KLHDC8B		ATP6V0E1	
NUP205	PLBD2		PIP4K2C	
PIGF	ANXA1		UNK	
FAM114A2	TAF10		FOXRED1	
PON2	RAP1GDS1		ANKRD27	
ATG5	SRC		LRRC47	
GYG1	PPARGC1B		TSTD2	
ST7L	SSR2		AKT1S1	
SH3BP5	ZNF805		EEF1D	
TOMM34	TTC1		GABPB1	
SNF8	NOC2L		CHMP4A	
RABL3	SAP130		VPS33B	
PPARD	PHF19		UBXN7	
DOPEY2	SAMM50		PIH1D1	
ITGAV	NFYA		DNAAF3	
MMD	FBL		SPC24	
DUSP2	SRPK1		TRIM14	
LSM4	PSMB8		OXSR1	
UBOX5	ERI1		HBP1	
MORC2	DDX31		IL11RA	
MON1B	OSTF1		MRPL4	
TAB2	ATG14		PFKM	
CDH2	NUMA1		TMEM159	
INF2	PHB		UQCC1	
QKI	TCP11L1		XRCC1	
ZNF317	FBLIM1		TMEM109	
THOC6	MAN2B1		EXOSC1	
WBP11	R3HDM2		SNRNP70	
ZNF549	APMAP		CD63	
STK24	KLHL18		RAB5B	
ZNF7	RTN4		CYBA	
RTL8C	CBL		SNAPC2	
SLC12A6	ATP1A1		TROAP	
ZNF511	NSMCE1		DSN1	
HIST1H3G	NADK2		PIP4P1	
HIST1H3E	BCL2L13		ARL6IP6	
RELT	GGCX		FAM234A	
FLVCR1	EEFSEC		IFI27L2	
MIER3	CABLES2		EMC1	
CEP192	EEF2		RNF5	
WIPI1	HEXA		COMMD9	
SLIRP	CCT3		PPIB	
INA	RNF7		CENPX	
SIPA1	TBCD		CSRP1	
PLRG1	TMEM209		HAX1	
MPZL1	C20orf27		VAT1	
FCHSD2	CLCN5		ADGRE5	
POLR1A	PFN2		PEX5	
RTF1	ZFP91		TIMM17B	
TLK1	RUVBL1		MEA1	
MEIS2	ARHGEF7		SF3A1	
MPP6	GFPT1		SAP18	
RANGAP1	AP3M1		RPAP1	
SH3KBP1	ATP6V1A		PGM1	
ARHGAP45	ATP6V0C		NFXL1	
RRAGA	ATP5PO		FSTL1	
ZNF691	WDR61		TAGLN2	
NME4	EPOR		CCS	
CPT1C	FKBP5		EIF5A	
TSC1	UBE2G1		ETV5	
STARD3	UBE2N		ZNF24	
HK2	GYPC		TNIP2	
GPBP1	TM9SF1		TRAFD1	
TAF4	PROCR		GPI	
ADAM17	FBXL17		LDLRAP1	
RPL18A	ATE1		HLA-C	
DCAF5	DMD		PYGM	
PPWD1	C8orf33		PSMC2	
PCDHGC3	TMEM11		PRDX1	
PARN	CYP2U1		PSMD2	
CCDC85C	MAF1		BTN2A2	
CPTP	GSKIP		PSMB5	
B3GALT6	TCTN3		BUB3	
TYW1	MTR		PPM1K	
ZNF358	NR1H3		STOM	
WRAP53	PACS1		HMG20A	
ZNF26	SLC9A3R2		DNAJB6	
ALS2	MAPK8		ZNF350	
GALNT10	ZCRB1		MAPK9	
MRPS33	RRP36		TRMT112	
GRK3	PDK2		RNASEH2A	
GLMP	SFXN5		MRPL30	
LSM14A	ERI3		NDUFB10	
CGRRF1	GLS		ZMPSTE24	
HIST1H2AC	RNF44		PARL	
CTCF	SDHAF2		NAT9	
COL5A1	MRPL16		NUDT14	
KIDINS220	SLC31A2		DNAJA3	
ANGEL1	COX7A2		UQCRB	
WEE1	MTMR1		CTSL	
PIK3C3	CLK2		GPHN	
ZFX	TGFBR3		RPS9	
CNOT10	GPATCH4		DNLZ	
PLAA	SF1		PRPS1	
GRHPR	TSEN15		C9orf16	
RNF157	CPSF6		SF3A2	
IVD	MRPL44		CMC2	
DARS	VPS33A		GGCT	
ALMS1	KIF20A		NCAM1	
TGFBR2	GLTP		DDA1	
WDPCP	CFLAR		PXMP2	
TMEM8A	TSPAN14		RBP1	
TINF2	BTRC		BLOC1S1	
UBR1	ORMDL1		CHAF1B	
LRP10	GLOD4		PAPSS1	
GFM2	MED29		PKM	
C1orf159	ACTR1A		ME2	
PAFAH1B1	USP20		PTPN1	
OXCT1	PSMA1		KBTBD4	
NEU1	HEXB		CD164	
YWHAQ	SORT1		GSR	
CKAP4	RPN1		P4HA1	
UGGT1	DCTN3		AK2	
RSBN1L	DHX40		THOC5	
TCOF1	OPA3		PTRHD1	
P3H4	RACK1		PRKAR1A	
TRABD	EMC10		MLIP	
NOL9	MAGEA11		COX11	
OIP5	MLEC		HMGN3	
SLC25A43	SNW1		TAGLN	
KDM5B	B3GALNT2		ATP6V1B2	
MED17	EIF2S3B		ARHGEF3	
SLC16A1	CHMP7		PCCB	
MED21	OTUD5		ERCC6	
EIF4E	TPM2		ETFA	
C19orf47	OBSL1		DBNL	
VPS8	FNDC3B		BBS1	
ZNF592	PCDHA4		YRDC	
CTR9	RUFY3		DNASE2	
CCDC25	PTOV1		SAFB	
TMEM184C	NME6		PLS3	
DDX21	RAC3		HNRNPAB	
CLCN7	TBC1D13		TTC9C	
TRIM27	UQCRC1		SESTD1	
NUSAP1	FAU		PAOX	
SLCO4A1	TMEM214		CTSA	
NFYC	NFIC		DRG1	
PHC3	FOXO3		EMP2	
FAM126A	RARS2		EMP3	
IMPDH1	MLF2		NINJ1	
IMPDH2	CANT1		DYNLL1	
ANAPC11	RABGAP1		APEX1	
KIAA0319L	ESYT2		KDM3B	
ECHDC3	NEMP2		SHMT1	
SAR1B	PPP5C		CYB5R3	
C9orf78	PRDX3		KIAA1147	
C6orf89	PFKL		C4orf3	
NPRL2	SIVA1		GMPR2	
ZNF451	RBM28		GPM6B	
ANO6	ACTN4		GPD2	
PIAS4	CCT6A		PPP1CA	
SLC20A2	GTF2F1		FEZ2	
ZNF700	GRSF1		REX1BD	
IGF2BP2	NDUFB2		MRPS18B	
AGPAT5	CD82		EEF1B2	
AHCYL1	OGDH		RNF19B	
PRICKLE3	CALCOCO2		CCT7	
TPX2	ANTXR1		TMEM256	
KCTD1	NSUN5		TMEM126A	
CENPM	TRIM47		KLHDC10	
CTNNAL1	AP2M1		PQBP1	
CTDP1	TMEM63A		ABCB8	
PITHD1	KCNQ5		MAPK3	
KCNH1	GTPBP4		PDXDC1	
CORO1A	FAM210A		NDUFA2	
TMEM201	OXA1L		CENPP	
TXNL4A	CHMP4B		NDUFAF3	
AGPAT4	TTF2		LMAN2L	
TSC22D2	COL2A1		BCL2L1	
ZSCAN12	CACUL1		RPL18	
NEDD9	SLC25A5		GID8	
TOR1AIP1	SPOCK1		FBXO38	
SLC19A1	GNB5		GLRX5	
Sep-06	SHCBP1		CHMP5	
YIPF6	VRK3		RELL1	
RPLP0	MRPS7		GSTP1	
NOL11	FOXK1		AKIP1	
H2AFY2	USP22		PREP	
NFU1	SPINDOC		FAM173A	
NAAA	ARPP19		ZNF436	
FBXL15	HADHA		QTRT1	
ALG12	RCOR3		S100A13	
MRPL48	LIN52		MORF4L1	
SLC25A23	PRCP		TDRP	
PALD1	RNH1		ZMAT5	
MUS81	RILP		BPNT1	
GATS	UQCRC2		CALM3	
RBM12B	RPS14		AAED1	
REPS1	RIMKLB		TM7SF3	
MRC2	ACAD11		SERF2	
PIGV	ZNF526		SDHA	
OCIAD1	USP5		CDKN2AIP	
MRPL41	MYD88		ARL2	
MAP1S	NPC1		BCAS3	
CUL4A	EPB41		MCM7	
RECQL5	NTHL1		SPARC	
MAD2L1	ATPAF1		PRPF31	
PAAF1	HDAC7		PRKACA	
TADA2B	EP400		SND1	
MTMR14	RFTN1		TMBIM1	
PDP2	OSBPL5		TSC22D3	
FAM20B	UVSSA		MERTK	
EBF3	AAMP		PITPNB	
RPL13A	SPATA6		FAM117A	
COBL	MCFD2		NABP2	
MED1	MRPL51		BNIP3L	
SMAP1	CORO1C		TSN	
ZNF783	KLHL15		TIMM50	
WDR47	BHLHA15		DNAJA2	
ANKRD28	JAM2		S100A16	
SREBF2	COPS7B		OSER1	
DHX33	NDUFV3		NDUFB8	
ARVCF	NDUFV2		CLPX	
REXO4	PAIP1		HIGD2A	
SF3B1	PCBP4		CCM2	
HERC1	OAF		INAFM1	
POLE2	SLC37A4		IRF9	
FBXO10	NAA30		HOMER3	
EIF4A3	APTX		TMEM97	
MLLT10	MAZ		POMT1	
RNF115	ARHGEF6		CELF2	
C7orf25	KIF1A			
AGO3	GLA			
UBR4	GTF2E1			
PAXIP1	TIMP3			
RAB3D	SNTB2			
TSEN54	UNC119B			
LGALS3BP	ITGB1			
LAMP1	ALDH16A1			
TNKS	PALLD			
ALDH4A1	PFKP			
ARHGAP4	ELF4			
ZBTB48	PRMT2			
LAMP2	DLAT			
ZNF263	RHBDD2			
SH3BP5L	ZC3HAV1L			
NOA1	CDCA5			
REEP3	ARMCX1			
ZGRF1	CORO2B			
ABCB9	CLASP2			
SERPINH1	CHST14			
IGFBP5	TRAPPC5			
IGSF8	TULP3			
ARHGEF10	ARAP3			
KNSTRN	SF3B2			
PTBP3	SPHK1			
CLSTN1	GUSB			
SMARCC2	DDX55			
ZBTB40	ARL1			
TRMT61B	DNAJC5			
THBS2	PRKAR2A			
FBLN7	NUP107			
CYB561A3	RFWD3			
ACACA	DERA			
PVR	NOSIP			
POLH	MRPL2			
PTGFRN	CAPZB			
NUMB	CTHRC1			
TGS1	SEC24D			
PRUNE1	BSCL2			
PEX10	ZNF304			
PSMD6	PPIL2			
CDC73	CDC25B			
MAIP1	HIST1H3D			
MYH10	GEMIN6			
ASNS	RFNG			
SCAP	KIAA0141			
ZC3H3	ATF2			
SAMD5	PLP2			
NFIB	PLD2			
ITGB1BP1	ST6GALNAC6			
IL17RB	AASDHPPT			
CLUAP1	SNRPD1			
PSMD5	ZNF473			
GPT2	CSNK2B			
ANTXR2	PCID2			
NUMBL	DKC1			
DNAJC1	LPGAT1			
CALM1	ZNF460			
SLC26A2	GNA13			
GCFC2	SLC5A6			
SPAG5	CTNNBL1			
LETMD1	ISG20			
TOMM22	ANAPC15			
TBL3	C19orf24			
SHROOM1	SEC61B			
TTI1	SF3A3			
SDC3	PRC1			
SCARB1	NARS			
BECN1	MOCS2			
RPUSD1	MYL6B			
LARGE2	BTBD10			
KCMF1	TARS			
OTULIN	ZYG11A			
KIAA2013	RPE			
SIK3	TRMT2A			
STAMBP	NELFE			
STAU1	ABCD4			
AREL1	ACVR1B			
USP10	SLC26A11			
EYA3	ASNA1			
CCNB1IP1	CCND3			
MOB3A	SHPK			
MEN1	GNL1			
AGFG1	ARL6IP4			
TEDC2	GNAI3			
AGPAT2	INPP5B			
EPHA7	TBC1D2B			
PKN3	PBX1			
IFT22	PBX2			
CHMP1A	UCHL3			
LOX	IPO5			
AP4M1	SIGMAR1			
ST7	STK32C			
UBR2	NOC4L			
SIN3A	C1QBP			
TMEM33	EMD			
RHOBTB1	ACTR3			
AP1G1	ARPC1B			
HDLBP	QARS			
D2HGDH	TSPAN3			
FKBP15	DUSP4			
HIP1	DPP3			
SLC25A10	CD47			
MTA2	ORC1			
CTBP1	RAB4B			
RRM1	PPHLN1			
GTF3C1	VTA1			
NCAPG	TRMT6			
DESI2	PSPC1			
EGFL7	METTL13			
HECA	CXXC1			
MAN1B1	SDSL			
GTF2I	PHLDB3			
HNRNPUL1	CRELD2			
LAMA4	NUPL2			
KIF24	CENPO			
ABI2	SIX4			
PDHB	NUP54			
PTPRN	SYPL1			
CTSF	GFER			
INTS2	TUBA4A			
BRAT1	TMEM39A			
MTF2	ASXL2			
CAV1	DBR1			
NFATC3	UBE2C			
PI4K2B	CCNE1			
SPHK2	DAB2			
HSF1	COQ10B			
POP7	SENP1			
HMG20B	WDR54			
MCRS1	TFG			
TIMM17A	SLC39A1			
TXNDC9	HMGB1			
SOX9	CDC7			
ACBD5	GGT7			
CREM	RAPSN			
GPR176	PRAME			
BBS10	VAPB			
ALKBH4	DCTN1			
SIRT1	ERLIN1			
PRDM2	PCSK1			
TCF3	NTMT1			
MRPL35	YBX1			
TPRN	ATP6V1G1			
SLC8A1	SRP54			
VPS16	IPO9			
UHMK1	RNF13			
CSTF1	TWF2			
HSPA4	GNS			
PPP4C	DYNLT1			
B4GALT3	GNL3L			
LRP6	UBA3			
LRP4	FAM53C			
TANGO6	GPSM1			
FLYWCH1	AGRN			
GORASP1	PPM1F			
DNTTIP2	PUM1			
NT5DC3	ORMDL2			
FHL3	MRPL22			
HIST1H1C	SLC25A12			
TBC1D10B	RRP8			
NDRG3	STMN1			
RNF26	ZDHHC12			
ISCA2	XRCC4			
PPIL1	PDCD7			
SLC41A1	ERAL1			
RBM42	PDLIM2			
CYB5R4	AP1S1			
RNF167	TBCB			
USP19	BORA			
