AccNum,GeneName
NM_001301224,CIB2
NM_018899,PCDHAC2
NM_018898,PCDHAC1
NM_018890,RAC1
NM_004226,STK17B
NM_001300940,C12orf66
NM_198077,C1orf52
NM_018897,DNAH7
NM_018896,CACNA1G
NM_020928,ZSWIM6
NM_001142310,TMEM169
NM_001301228,HMGB3
NM_020922,WNK3
NM_020923,ZDBF2
NM_001142522,FBXO5
NM_001267708,ZNF706
NM_001105,ACVR1
NM_024104,SMIM7
NM_020343,RALGAPA2
NM_025207,FLAD1
NM_001101,ACTB
NM_025201,PLEKHO2
NM_025203,WDCP
NM_004225,MFHAS1
NM_001329114,BABAM2
NM_001109,ADAM8
NM_016141,DYNC1LI1
NM_016140,TPPP3
NM_016143,NSFL1C
NM_016142,HSD17B12
NM_016145,WDR83OS
NM_024100,WDR18
NM_001321628,FAM126B
NM_000600,IL6
NM_000603,NOS3
NM_000602,SERPINE1
NM_001256185,SNX12
NM_017814,TMEM161A
NM_020175,DUS3L
NM_017816,LYAR
NM_017817,RAB20
NM_017811,UBE2R2
NM_017813,IMPAD1
NM_017818,WRAP73
NM_001198862,TMEM206
NM_001329224,GANAB
NM_172016,TRIM39
NM_024108,TRAPPC6A
NM_020170,NCLN
NM_015948,SLC35B3
NM_016496,Mar-02
NM_016494,RNF181
NM_013332,HILPDA
NM_016360,TACO1
NM_015941,ATP6V1H
NM_016368,ISYNA1
NM_016498,MTFP1
NM_001012515,FECH
NM_001284304,TBC1D22A
NM_004064,CDKN1B
NM_138426,GLCCI1
NM_138421,SAAL1
NM_138420,AHNAK2
NM_014203,AP2A1
NM_001351010,R3HCC1L
NM_198841,FAM120AOS
NM_001199917,PGM3
NM_001271840,IKZF5
NM_007332,TRPA1
NM_001303447,TXNDC11
NM_006729,DIAPH2
NM_173491,LSM11
NM_152341,PAQR4
NM_173495,PTCHD1
NM_001308274,RNF32
NM_173496,MPP7
NM_199420,POLQ
NM_199421,SOCS4
NM_001349877,RAB36
NM_181342,FKBP7
NM_001145547,RBM17
NM_024848,MORN1
NM_001323906,GABPB2
NM_001323900,GSG1L
NM_001080508,TBX18
NM_024333,FSD1
NM_024332,BRCC3
NM_024843,CYBRD1
NM_024330,SLC27A3
NM_024336,IRX3
NM_001080501,TMEM223
NM_001122957,BCKDK
NM_178862,STT3B
NM_022760,PCED1A
NM_178868,CMTM8
NM_001078172,RTL8A
NM_001078173,RTL8B
NM_001078177,SLC29A1
NM_001300868,SLC29A2
NM_004060,CCNG1
NM_001085481,MAP1LC3B2
NM_032042,FAM172A
NM_001300862,MPND
NM_001085487,MYSM1
NM_001127358,PHTF2
NM_138572,TAF8
NM_052857,ZNF830
NM_020165,RAD18
NM_001012761,RGMB
NM_001129890,LRRC69
NM_006579,EBP
NM_003509,HIST1H2AI
NM_003508,FZD9
NM_006571,DCTN6
NM_003502,AXIN1
NM_003507,FZD7
NM_015173,TBC1D1
NM_003505,FZD1
NM_024963,FBXL18
NM_001139442,TTLL11
NM_001007237,IGSF3
NM_001127266,TMEM129
NM_078487,CDKN2B
NM_002908,REL
NM_001244949,GPAM
NM_002906,RDX
NM_002901,RCN1
NM_005273,GNB2
NM_001006941,ALG3
NM_005902,SMAD3
NM_152429,FGFBP3
NM_005907,MAN1A1
NM_005274,GNG5
NM_005909,MAP1B
NM_005908,MANBA
NM_152421,FAM69B
NM_152420,CARNMT1
NM_032156,CAPRIN2
NM_005029,PITX3
NM_032482,DOT1L
NM_001286270,HMOX2
NM_024099,LBHD1
NM_001286272,TPT1
NM_001007090,C8orf48
NM_032488,CNFN
NM_032489,ACRBP
NM_014547,TMOD3
NM_005470,ABI1
NM_014918,CHSY1
NM_001346765,MYO18A
NM_031288,INO80B
NM_031284,ADPGK
NM_031287,SF3B5
NM_031280,MRPS15
NM_031283,TCF7L1
NM_020390,EIF5A2
NM_032735,BEST3
NM_032737,LMNB2
NM_032730,RTN4IP1
NM_032731,TXNDC17
NM_015291,DNAJC16
NM_001353189,TMUB2
NM_001127671,LIFR
NM_138961,ESAM
NM_001104546,RPP30
NM_001114118,NCBP3
NM_183376,ARRDC4
NM_024811,CPSF7
NM_002676,PMM1
NM_001354006,CBSL
NM_006015,ARID1A
NM_013450,BAZ2B
NM_013451,MYOF
NM_015439,CCDC28A
NM_018469,TEX2
NM_015431,TRIM58
NM_015434,INTS7
NM_006620,HBS1L
NM_001006617,MAPKAP1
NM_019056,NDUFB11
NM_015124,GRAMD4
NM_015089,CUL9
NM_015123,FRMD4B
NM_001289978,DPF1
NM_033281,MRPS36
NM_033280,SEC11C
NM_001289972,ZNF84
NM_001289973,XKR5
NM_001042533,RIOX2
NM_003262,SEC62
NM_001031690,FAM131B
NM_003619,PRSS12
NM_003263,TLR1
NM_006623,PHGDH
NM_181836,TMED7
NM_181837,ORC3
NM_001358008,GMCL2
NM_052909,PLEKHG4B
NM_001185092,NIT1
NM_052905,FMNL2
NM_203394,E2F7
NM_052907,TMEM132B
NM_018462,BRK1
NM_181838,UBE2D2
NM_052902,STK11IP
NM_170607,MLX
NM_170606,KMT2C
NM_170600,SH2D3C
NM_003613,CILP
NM_006622,PLK2
NM_172312,SPAG8
NM_001354587,ANKRD36
NM_020524,PBXIP1
NM_003536,HIST1H3H
NM_020762,SRGAP1
NM_001378,DYNC1I2
NM_177924,ASAH1
NM_001329991,NUDCD2
NM_001329990,MIGA2
NM_001316958,AAMDC
NM_001373,DNAH14
NM_001370,DNAH6
NM_182898,CREB5
NM_003537,HIST1H3B
NM_022064,RNF123
NM_022061,MRPL17
NM_022060,ABHD4
NM_022063,FAM204A
NM_022062,PKNOX2
NM_001320747,EVPL
NM_001320743,B3GNTL1
NM_001024858,SPTB
NM_001320748,CCNT2
NM_012479,YWHAG
NM_004964,HDAC1
NM_012473,TXN2
NM_001318508,FCF1
NM_012477,WBP1
NM_012476,VAX2
NM_018490,LGR4
NM_001146175,ZNF414
NM_001270837,CRIP2
NM_001146171,TATDN3
NM_001013439,FXR1
NM_001304473,CHRD
NM_003292,TPR
NM_012268,PLD3
NM_001330541,GPS1
NM_021082,SLC15A2
NM_018641,CHST12
NM_001850,COL8A1
NM_015230,ARAP2
NM_001286470,DGLUCY
NM_153451,ORAOV1
NM_153450,MED19
NM_001014443,USP21
NM_015237,KIAA1107
NM_001330331,RNF111
NM_001330330,LUC7L3
NM_052859,RFT1
NM_015086,DDN
NM_001173488,NKRF
NM_032898,CEP19
NM_001199054,CDIP1
NM_001321291,USP36
NM_001195259,TGFBR3L
NM_001321295,TAMM41
NM_014323,PATZ1
NM_001243974,PPP3CC
NM_000355,TCN2
NM_006812,OS9
NM_006813,PNRC1
NM_006810,PDIA5
NM_000358,TGFBI
NM_006816,LMAN2
NM_014321,ORC6
NM_001168368,GALNT16
NM_006742,PSKH1
NM_006743,RBM3
NM_006216,SERPINE2
NM_001172688,GGA1
NM_003331,TYK2
NM_006745,MSMO1
NM_003998,NFKB1
NM_003999,OSMR
NM_001351356,MMS19
NM_006218,PIK3CA
NM_001351601,INTS6L
NM_020131,UBQLN4
NM_004522,KIF5C
NM_020135,WRNIP1
NM_020137,GRIPAP1
NM_020139,BDH2
NM_004529,MLLT3
NM_020685,C3orf14
NM_001324069,CDK7
NM_020682,AS3MT
NM_020680,SCYL1
NM_001039141,TRIOBP
NM_005614,RHEB
NM_001243186,PIM1
NM_032902,PPP1R16A
NM_032900,ARHGAP19
NM_198450,APOOL
NM_018066,GPN2
NM_001300883,ZNF426
NM_024658,IPO4
NM_152735,ZBTB9
NM_002479,MYOG
NM_001330333,PTMS
NM_001167575,CAAP1
NM_145648,SLC15A4
NM_152736,ZSCAN26
NM_001324243,RBM41
NM_001324240,ITPA
NM_012265,RHBDD3
NM_001278277,E2F6
NM_001322795,IDE
NM_001113324,TEN1
NM_001258038,SPRY1
NM_001453,FOXC1
NM_002470,MYH3
NM_002024,FMR1
NM_014419,DKKL1
NM_206866,BACH1
NM_001193452,NUDT16L1
NM_015102,NPHP4
NM_001166010,ECI2
NM_001193362,EXD2
NM_005053,RAD23A
NM_001113378,FANCI
NM_205548,FAM151B
NM_001165032,RNF182
NM_001314052,KLF4
NM_015012,TMEM41B
NM_004134,HSPA9
NM_181900,STARD5
NM_001287439,JADE1
NM_002065,GLUL
NM_002064,GLRX
NM_002061,GCLM
NM_001303124,ZC3H10
NM_001003722,GLE1
NM_001303126,RHEBL1
NM_001287432,ARFIP1
NM_001039111,TRIM71
NM_002451,MTAP
NM_002069,GNAI1
NM_002068,GNA15
NM_001243597,CDON
NM_145178,ATOH7
NM_001354607,MITF
NM_001199237,GPANK1
NM_003190,TAPBP
NM_003192,TBCC
NM_145176,SLC2A12
NM_003196,TCEA3
NM_007114,TMF1
NM_002248,KCNN1
NM_001166159,NDUFS2
NM_002240,KCNJ6
NM_001318042,ZNF618
NM_007037,ADAMTS8
NM_000321,RB1
NM_001271186,RAP2C
NM_001127217,SMAD9
NM_001136005,GART
NM_001323044,PHTF1
NM_007111,TFDP1
NM_001297576,PEA15
NM_001029891,PGAM4
NM_007033,RER1
NM_001287337,CAB39L
NM_001297573,TRERF1
NM_001127211,SHTN1
NM_012263,TTLL1
NM_001349263,TMCC1
NM_025245,PBX4
NM_025246,SLC35G2
NM_001144944,MYL12B
NM_004411,DYNC1I1
NM_001300755,ANGEL2
NM_001330760,TMEM268
NM_001288968,ACSF2
NM_005592,MUSK
NM_001288962,TRIP10
NM_001320240,RANBP10
NM_015332,NUDCD3
NM_001145427,SNX18
NM_015330,SPECC1L
NM_018257,PCMTD2
NM_015336,ZDHHC17
NM_015335,MED13L
NM_006486,FBLN1
NM_018259,TTC17
NM_015338,ASXL1
NM_001197123,IRF3
NM_019120,PCDHB8
NM_019121,PPP1R37
NM_012310,KIF4A
NM_012311,KIN
NM_004327,BCR
NM_001270482,PSMD11
NM_004553,NDUFS6
NM_012318,LETM1
NM_001110556,FLNA
NM_014421,DKK2
NM_005738,ARL4A
NM_001190316,IP6K2
NM_005049,PWP2
NM_014427,CPNE7
NM_005732,RAD50
NM_005730,CTDSP2
NM_001129891,FAM196B
NM_001256293,KRT8
NM_005737,ARL4C
NM_005734,HIPK3
NM_005735,ACTR1B
NM_176869,PPA2
NM_004324,BAX
NM_001291304,NDUFA5
NM_198722,AMIGO3
NM_021643,TRIB2
NM_198723,TCEA2
NM_001204527,SSR4
NM_001352071,SUGP2
NM_001747,CAPG
NM_001294,CLPTM1
NM_001293,CLNS1A
NM_001322248,TMEM167B
NM_001749,CAPNS1
NM_182688,UBE2G2
NM_022473,ZNF106
NM_033515,ARHGAP18
NM_022474,MPP5
NM_022479,GALNT17
NM_182687,PKMYT1
NM_152335,TMEM266
NM_022900,CASD1
NM_020321,ASIC3
NM_004675,DIRAS3
NM_012192,TIMM10B
NM_032023,RASSF4
NM_020904,PLEKHA4
NM_020909,EPB41L5
NM_005001,NDUFA7
NM_020784,TXNDC16
NM_001317889,TATDN1
NM_001146699,RBM19
NM_001321350,LRRC37B
NM_001321357,NRBP1
NM_001321356,ZNF667
NM_016167,NOL7
NM_001178099,ZNF182
NM_001319959,DHDDS
NM_031308,EPPK1
NM_181491,MED22
NM_016169,SUFU
NM_001008661,KYAT3
NM_001350866,SNX13
NM_001284498,SLC43A2
NM_020725,ATXN7L1
NM_178439,GMCL1
NM_024692,CLIP4
NM_001278304,DIABLO
NM_007045,FGFR1OP
NM_001267723,CCDC61
NM_001278309,AKAP3
NM_032151,PCBD2
NM_003394,WNT10B
NM_172037,RDH10
NM_144709,PUS10
NM_016343,CENPF
NM_016341,PLCE1
NM_133180,EPS8L1
NM_001288773,CEACAM21
NM_001282382,PTTG1
NM_031301,APH1B
NM_001165258,TMEM14C
NM_001204087,KCNN3
NM_017851,PARP16
NM_001304364,ZBTB26
NM_001256799,GAPDH
NM_015920,RPS27L
NM_001289174,VPS52
NM_138408,GTF3C6
NM_015975,TAF9B
NM_138402,SP140L
NM_138401,MVB12A
NM_024490,ATP10A
NM_001129,AEBP1
NM_001351034,DGKA
NM_001123,ADK
NM_001122,PLIN2
NM_001120,MFSD10
NM_001127,AP1B1
NM_001126,ADSS
NM_001124,ADM
NM_001303465,TAZ
NM_000858,GUK1
NM_007357,COG2
NM_007353,GNA12
NM_007350,PHLDA1
NM_198868,TBC1D9B
NM_001130528,SPAG9
NM_001136049,LMLN
NM_001320559,CSRNP1
NM_001350744,SRPK2
NM_000194,HPRT1
NM_001130524,AP1M1
NM_001320557,ZSCAN16
NM_017696,MCM9
NM_017694,MFSD6
NM_020210,SEMA4B
NM_001349853,ANKRD54
NM_153235,TXLNB
NM_025082,CENPT
NM_025081,NYNRIN
NM_024683,TEFM
NM_024682,TBC1D17
NM_024680,E2F8
NM_198542,ZNF773
NM_024867,SPEF2
NM_024864,MRM1
NM_001199058,C15orf38-AP3S2
NM_003299,HSP90B1
NM_003290,TPM4
NM_003297,NR2C1
NM_017434,DUOX1
NM_001286645,ADD1
NM_004958,MTOR
NM_001042465,PSAP
NM_001286646,SLC45A4
NM_001042463,TMEM80
NM_001286643,MTERF3
NM_001142641,FBRSL1
NM_001300842,SLC10A7
NM_004952,EFNA3
NM_001300846,TLE2
NM_004956,ETV1
NM_013393,MRM2
NM_001039380,C10orf25
NM_194071,CREB3L2
NM_175748,UBR7
NM_022662,ANAPC1
NM_175744,RHOC
NM_006001,TUBA3C
NM_016453,NCKIPSD
NM_006003,UQCRFS1
NM_007018,CNTRL
NM_006005,WFS1
NM_006559,KHDRBS1
NM_006558,KHDRBS3
NM_003076,SMARCD1
NM_006555,YKT6
NM_003074,SMARCC1
NM_003071,HLTF
NM_003070,SMARCA2
NM_001127244,LRRC8A
NM_006426,DPYSL4
NM_005003,NDUFAB1
NM_001297549,UPF1
NM_001001665,CYP27C1
NM_001204818,ZNF587B
NM_001005386,ACTR2
NM_016024,RBMX2
NM_001348721,ZNF439
NM_005926,MFAP1
NM_152400,FAM241A
NM_005923,MAP3K5
NM_032138,KBTBD7
NM_005920,MEF2D
NM_032134,QRICH2
NM_032132,HORMAD1
NM_005929,MELTF
NM_032131,ARMC2
NM_001286259,ADAT2
NM_001278549,PDK1
NM_203446,SYNJ1
NM_001278542,DIXDC1
NM_032116,KATNAL1
NM_015059,TLN2
NM_001039569,AP1S3
NM_006425,SLU7
NM_001145855,SH3BP2
NM_148887,MRPL10
NM_001040619,ATF3
NM_001077394,DPH5
NM_001040613,TMEM70
NM_001145860,POP1
NM_079420,MYL1
NM_002653,PITX1
NM_002655,PLAG1
NM_002657,PLAGL2
NM_002659,PLAUR
NM_013437,LRP12
NM_013432,TONSL
NM_015163,TRIM9
NM_001159767,BZW2
NM_015055,SWAP70
NM_013438,UBQLN1
NM_001006634,ARHGAP17
NM_001193379,UCKL1
NM_015459,ATL3
NM_015104,ATG2A
NM_015457,ZDHHC5
NM_173674,DCBLD1
NM_015107,PHF8
NM_015100,POGZ
NM_015453,THUMPD3
NM_015450,POT1
NM_015103,PLXND1
NM_001015049,BAG5
NM_014606,HERC3
NM_019593,GPCPD1
NM_019592,RNF20
NM_019590,KIAA1217
NM_001282402,MIXL1
NM_138465,GLI4
NM_001166263,MTIF3
NM_052920,KLHL29
NM_138467,TYW3
NM_052925,LENG8
NM_052924,RHPN1
NM_001100,ACTA1
NM_001256627,BRSK2
NM_052929,FHAD1
NM_052928,SMYD4
NM_175736,FMNL3
NM_006712,FASTK
NM_005885,Mar-06
NM_001354211,ARSJ
NM_001354216,EHBP1
NM_001170781,FAM122C
NM_001322096,CNOT7
NM_033400,ZFHX2
NM_001130071,EPN1
NM_001099784,FBXL19
NM_021009,UBC
NM_014858,TMCC2
NM_001356,DDX3X
NM_001357,DHX9
NM_018046,AGGF1
NM_001190764,TMEM238
NM_014853,SGSM2
NM_014855,AP5Z1
NM_001308326,CCDC58
NM_001318944,VPS26A
NM_002354,EPCAM
NM_001320835,DENND4A
NM_022041,GAN
NM_001320836,N4BP2L2
NM_022047,DEF6
NM_002357,MXD1
NM_022045,MTBP
NM_022044,SDF2L1
NM_022049,GPR88
NM_021244,RRAGD
NM_021245,MYOZ1
NM_001142503,STARD8
NM_001142502,PPP1R13L
NM_021242,MID1IP1
NM_001286198,C12orf43
NM_021248,CDH22
NM_021249,SNX6
NM_012102,RERE
NM_012105,BACE2
NM_012104,BACE1
NM_012459,TIMM8B
NM_012458,TIMM13
NM_012109,TMEM59L
NM_012456,TIMM10
NM_012454,TIAM2
NM_012453,TBL2
NM_001134658,SLC35G1
NM_003367,USF2
NM_174905,FAM98C
NM_174902,LDLRAD3
NM_001014796,DDR2
NM_201286,USP51
NM_001014795,ILK
NM_006244,PPP2R5B
NM_003739,AKR1C3
NM_206943,LTBP1
NM_182543,NSUN6
NM_006242,PPP1R3D
NM_001979,EPHX2
NM_001145031,PLAU
NM_004526,MCM2
NM_001350217,SGIP1
NM_001242532,MFSD11
NM_004090,DUSP3
NM_004091,E2F2
NM_004720,LPAR2
NM_004721,MAP3K13
NM_004724,ZW10
NM_001174150,ARL13B
NM_001330312,CD9
NM_001330314,SLC35F5
NM_018042,SLFN12
NM_001330640,DENND4C
NM_001173464,KIF21A
NM_001199039,SERINC2
NM_004181,UCHL1
NM_001042517,DIAPH3
NM_001243952,KIF2A
NM_006830,UQCR11
NM_006831,CLP1
NM_000405,GM2A
NM_006833,COPS6
NM_000403,GALE
NM_000402,G6PD
NM_006836,GCN1
NM_006837,COPS5
NM_006838,METAP2
NM_006839,IMMT
NM_001350022,JCAD
NM_001354073,MTRF1
NM_014282,HABP4
NM_181659,NCOA3
NM_004890,SPAG7
NM_023015,INTS3
NM_001351370,YEATS2
NM_020117,LARS
NM_004544,NDUFA10
NM_004545,NDUFB1
NM_004542,NDUFA3
NM_001976,ENO3
NM_004541,NDUFA1
NM_001321015,GATM
NM_018040,GPATCH2
NM_004457,ACSL3
NM_020119,ZC3HAV1
NM_198474,OLFML1
NM_198475,FAM171A2
NM_198476,C19orf54
NM_198471,KANK3
NM_001330206,MIEN1
NM_004862,LITAF
NM_198478,NKPD1
NM_001171796,TRIQK
NM_001350396,TMEM126B
NM_020379,MAN1C1
NM_020378,NAT14
NM_001324130,ANKS3
NM_001128592,PSMG4
NM_033259,CAMK2N2
NM_001306077,ADI1
NM_020371,AVEN
NM_020376,PNPLA2
NM_020375,TIGAR
NM_020374,C12orf4
NM_001034850,RETREG1
NM_172373,ELF1
NM_018700,TRIM36
NM_182511,CBLN2
NM_006768,BRAP
NM_006769,LMO4
NM_001193308,SYTL1
NM_182969,XRRA1
NM_001308339,DENND5B
NM_001012301,ARSI
NM_001351056,TRIM2
NM_006761,YWHAE
NM_006762,LAPTM5
NM_006763,BTG2
NM_182961,SYNE1
NM_006766,KAT6A
NM_001349839,CEP78
NM_001314077,PROS1
NM_001040427,HAGH
NM_001040429,PCDH17
NM_002004,FDPS
NM_002006,FGF2
NM_001626,AKT2
NM_013227,ACAN
NM_007011,ABHD2
NM_001303103,TLE1
NM_001303100,ERICH1
NM_001303107,TMEM246
NM_032301,FBXW9
NM_152342,CDYL2
NM_001331069,CERS5
NM_032642,WNT5B
NM_032305,POLR3GL
NM_006494,ERF
NM_006493,CLN5
NM_152345,ANKRD13B
NM_000722,CACNA2D1
NM_001242699,ENO4
NM_001243650,GFOD2
NM_032307,C9orf64
NM_001628,AKR1B1
NM_152347,EFCAB13
NM_006428,MRPL28
NM_001256456,INTS11
NM_001114618,MGAT1
NM_001329755,FAM136A
NM_006423,RABAC1
NM_001145191,FAM200B
NM_002949,MRPL12
NM_001570,IRAK2
NM_001145199,C12orf75
NM_006421,ARFGEF1
NM_006963,ZNF22
NM_152715,TBCEL
NM_001351051,STX2
NM_181656,C17orf58
NM_014624,S100A6
NM_003718,CDK13
NM_080632,UPF3B
NM_003713,PLPP3
NM_003714,STC2
NM_001271441,C21orf2
NM_001197104,KMT2A
NM_002439,MSH3
NM_001330684,SRGAP2B
NM_018509,LRRC59
NM_014999,RAB21
NM_014991,WDFY3
NM_001318005,ZNF514
NM_001318002,ZNF584
NM_001318000,CWC27
NM_005497,GJC1
NM_014445,SERP1
NM_005715,UST
NM_014426,SNX5
NM_152363,ANKLE1
NM_032673,PCGF1
NM_152361,EID2B
NM_014448,ARHGEF16
NM_004239,TRIP11
NM_057169,GIT2
NM_001185011,NCAPH2
NM_001304579,SMPDL3B
NM_001352506,RCBTB1
NM_001352507,LINS1
NM_001242802,ZNF790
NM_014874,MFN2
NM_022459,XPO4
NM_181843,NUDT8
NM_022450,RHBDF1
NM_001163925,LRTM2
NM_022453,RNF25
NM_022455,NSD1
NM_001163922,VSIG10L
NM_001607,ACAA1
NM_130444,COL18A1
NM_001204240,TBC1D10A
NM_001136498,CISD3
NM_032358,CCDC77
NM_001605,AARS
NM_001008393,C4orf46
NM_001008392,CTDSPL
NM_001008390,CGGBP1
NM_001008397,GPX8
NM_001354684,ZBTB25
NM_001354689,RAF1
NM_152292,TRMT10A
NM_021942,TRAPPC11
NM_019108,SMG9
NM_019109,ALG1
NM_020964,EPG5
NM_017772,TBC1D22B
NM_020962,IGDCC4
NM_020961,METTL14
NM_019100,DMAP1
NM_019101,APOM
NM_019102,HOXA5
NM_019104,LIN37
NM_019105,TNXB
NM_021645,UTP14C
NM_001024924,EXOC1
NM_001321376,ZNF671
NM_016104,RWDD1
NM_016107,ZFR
NM_001143842,TMEM106C
NM_016101,NIP7
NM_001276252,WDTC1
NM_015719,COL5A3
NM_001033026,TMEM259
NM_001135694,VDAC3
NM_001350658,CEP57L1
NM_015710,NOP53
NM_015715,PLA2G3
NM_001321761,C15orf41
NM_033092,TRIM5
NM_138392,SHKBP1
NM_138396,Mar-09
NM_138395,MARS2
NM_001282619,GNAI2
NM_001728,BSG
NM_020464,NHSL1
NM_130439,MXI1
NM_001725,BPI
NM_003616,GEMIN2
NM_001720,BMP8B
NM_001722,POLR3D
NM_001351775,ZNF320
NM_000094,COL7A1
NM_000097,CPOX
NM_000090,COL3A1
NM_001288758,RHOT1
NM_001164386,RAPGEF6
NM_015904,EIF5B
NM_015905,TRIM24
NM_015907,LAP3
NM_015902,UBR5
NM_012243,SLC35A3
NM_001136191,KANK2
NM_015909,NBAS
NM_021185,CATSPERG
NM_021184,C6orf47
NM_001199214,STMN2
NM_001130440,SRP9
NM_001130445,SSFA2
NM_005340,HINT1
NM_001322977,SFXN1
NM_001198533,OXR1
NM_004397,DDX6
NM_012240,SIRT4
NM_004394,DAP
NM_007375,TARDBP
NM_024111,CHAC1
NM_000674,ADORA1
NM_024116,TAF1D
NM_000676,ADORA2B
NM_000679,ADRA1B
NM_024119,DHX58
NM_032352,BRMS1L
NM_000899,KITLG
NM_001350761,C1orf109
NM_001205301,EGFLAM
NM_012241,SIRT5
NM_003869,CES2
NM_001318936,RPS6KA2
NM_032353,VPS25
NM_005776,CNIH1
NM_199460,CACNA1C
NM_199461,NANOS1
NM_001284338,NEDD4
NM_001083893,STRN3
NM_003612,SEMA7A
NM_018387,STRBP
NM_022451,NOC3L
NM_001018104,FAHD1
NM_024805,RBFA
NM_024804,ZNF669
NM_001013699,H3F3C
NM_024809,TCTN2
NM_178820,FBXO27
NM_017410,HOXC13
NM_003273,TM7SF2
NM_017414,USP18
NM_003274,TRAPPC10
NM_203437,AFTPH
NM_145805,ISL2
NM_001013694,SRRD
NM_203380,ACSL5
NM_001300821,EIF4B
NM_014866,SEC16A
NM_004979,KCND1
NM_004978,KCNC4
NM_004977,KCNC3
NM_004976,KCNC1
NM_004975,KCNB1
NM_001017402,LAMB3
NM_013434,KCNIP3
NM_001135629,PPP1R21
NM_001199954,ACTG1
NM_001199771,RDH5
NM_001320036,GRAMD1A
NM_001302757,OVOL3
NM_001202543,CUX1
NM_006537,USP3
NM_003016,SRSF2
NM_003011,SET
NM_006530,YEATS4
NM_006029,PNMA1
NM_001127223,CD59
NM_001297560,ZNF708
NM_001114752,CD55
NM_001297565,UQCRH
NM_178537,B4GALNT4
NM_001297568,ZNF124
NM_001046,SLC12A2
NM_175054,HIST4H4
NM_001323945,DIS3L
NM_032442,NEURL4
NM_032440,LCOR
NM_032117,MND1
NM_032110,DMRTA2
NM_032444,SLX4
NM_001278472,MON2
NM_032449,CC2D1B
NM_032119,ADGRV1
NM_014240,LIMD1
NM_001352262,FUZ
NM_001321814,RAD51B
NM_005131,THOC1
NM_017514,PLXNA3
NM_001257190,POM121
NM_001257194,KLHL3
NM_001039091,PRPS2
NM_001039547,GK5
NM_001303625,RPL10
NM_017510,TMED9
NM_001271838,RSRC1
NM_012138,AATF
NM_001011554,SLC13A3
NM_001206999,CIT
NM_018194,HHAT
NM_001145873,CD8A
NM_018196,TMLHE
NM_018197,ZFP64
NM_001173988,RABL6
NM_001271783,FAR2
NM_001271836,CCDC120
NM_001039675,UNC45A
NM_024942,C10orf88
NM_004120,GBP2
NM_003541,HIST1H4K
NM_032351,MRPL45
NM_033540,MFN1
NM_173216,ST6GAL1
NM_002637,PHKA1
NM_001039891,ZNF674
NM_013417,IARS
NM_005155,PPT2
NM_014293,NPTXR
NM_014292,CBX6
NM_014290,TDRD7
NM_014297,ETHE1
NM_014296,CAPN7
NM_198565,NRROS
NM_001291813,SLC25A29
NM_005941,MMP16
NM_005940,MMP11
NM_005943,MOCS1
NM_001318477,TSKU
NM_015474,SAMHD1
NM_015476,TPGS2
NM_016128,COPG1
NM_015470,RAB11FIP5
NM_018992,KCTD5
NM_015473,HEATR5A
NM_018998,FBXW5
NM_024541,C10orf76
NM_004650,PNPLA4
NM_001282428,KCNS3
NM_001278171,ZNF33A
NM_004999,MYO6
NM_001349542,GRAMD2B
NM_001330474,RNF10
NM_031866,FZD8
NM_001330475,ZBTB8OS
NM_024121,TMEM185B
NM_004651,USP11
NM_203397,MBLAC1
NM_152288,ORAI3
NM_021970,LAMTOR3
NM_001127215,GFI1
NM_152283,ZFP62
NM_080794,MRPL39
NM_018590,CSGALNACT2
NM_033429,CALML4
NM_033426,CIPC
NM_020233,ADPRM
NM_018221,MOB1A
NM_001311313,F2R
NM_005137,DGCR2
NM_018226,RNPEPL1
NM_001329953,LTV1
NM_001190879,ORC4
NM_014878,PUM3
NM_001099456,NPW
NM_014876,JOSD1
NM_014875,KIF14
NM_005362,MAGEA3
NM_001356429,TUSC3
NM_171998,RAB39B
NM_014744,TBC1D5
NM_001320858,IAH1
NM_080571,C20orf96
NM_183040,DTNBP1
NM_006528,TFPI2
NM_017996,DET1
NM_001099270,ZBTB34
NM_001099271,POC5
NM_012435,SHC2
NM_017999,RNF31
NM_012437,SNAPIN
NM_012431,SEMA3E
NM_012121,CDC42EP4
NM_012120,CD2AP
NM_174920,SAMD14
NM_174922,ADCK5
NM_174923,CCDC107
NM_201263,WARS2
NM_201266,NRP2
NM_001348149,NCOA5
NM_133334,NSD2
NM_201269,ZNF644
NM_182527,CABP7
NM_001258310,NOP2
NM_001258311,PGBD5
NM_001278712,ATG3
NM_001350220,SMG7
NM_182529,THAP5
NM_032199,ARID5B
NM_004708,PDCD5
NM_173595,ANKRD52
NM_001011553,Sep-07
NM_021158,TRIB3
NM_001286431,REV3L
NM_004700,KCNQ4
NM_004701,CCNB2
NM_004705,THAP12
NM_004707,ATG12
NM_004997,MYBPH
NM_001665,RHOG
NM_001330660,GBA2
NM_001330663,HMGCS1
NM_001358407,CCDC163
NM_001330669,SARS
NM_002547,OPHN1
NM_001199014,STPG1
NM_001135811,SINHCAF
NM_000465,BARD1
NM_001199018,LRRC49
NM_002237,KCNG1
NM_006856,ATF7
NM_006857,SNRNP27
NM_006854,KDELR2
NM_006855,KDELR3
NM_012175,FBXO3
NM_006851,GLIPR1
NM_006858,TMED1
NM_006859,LIAS
NM_006103,WFDC2
NM_020179,SMCO4
NM_004569,PIGH
NM_024408,NOTCH2
NM_004564,GATB
