"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chrE",49461.2972171373,5.35795477089821,0.275263317616881,19.4648339534858,2.18200553299387e-84,2.20295278611061e-80
"NM_017847",63.9022336029962,-0.293275176931025,0.330953529117597,-0.886152136564215,0.375535551590811,0.62927915831715
"NM_001003803",48.4128512444263,0.0889331849819839,0.355146878240507,0.250412408022795,0.802268435016735,0.909901736605628
"NM_001003800",585.283004475555,0.452316235429542,0.179575422761849,2.5188092472398,0.0117752429817947,0.0785820711088127
"NM_016649",55.6237812979009,-0.132544786467505,0.795398858070096,-0.166639397483047,0.867653792386674,0.941111112796944
"NM_016647",92.431057416335,0.112760038289022,0.347546068580507,0.324446306498507,0.745600166582587,0.881036900961821
"NM_016640",216.178147093698,-0.168850338850733,0.173640472302208,-0.972413496761641,0.330844880120792,0.594499386253785
"NM_003279",63.2038616662439,-0.256230778008779,0.42151557854337,-0.607879734585931,0.543267241246681,0.757048621105481
"NM_001304467",27.9167742585561,-0.458217976836402,0.535982411892961,-0.854912337921848,0.39259967973207,0.643132779258721
"NM_001080825",33.6774319687297,0.329402228176775,0.402180406423732,0.819040964988536,0.41276304181136,0.660316220904371
"NM_001008781",948.303707810993,0.314468461747196,0.232639519828751,1.35174136354253,0.176458067840459,0.416535107065062
"NM_002223",18.4741407220563,-0.276997496862891,0.52321675243359,-0.529412515127848,0.596519318270431,0.793338588452592
"NM_001253384",75.4300409668677,-0.570685786008787,0.347346371329895,-1.64298761442011,0.10038549587317,0.301007415009067
"NM_003363",128.633625888379,0.222507225494362,0.222597821588713,0.999593005476406,0.317507509463542,0.58083622397397
"NM_207118",44.1715795578027,-0.622298715155041,0.351884991936249,-1.76847188546132,0.0769820482605691,0.260829795903159
"NM_001282735",1175.74617977635,0.760466104610575,0.23502468328829,3.23568611590366,0.00121350745536682,0.0155476792758673
"NM_001282730",133.822463842211,0.298480975727,0.238655571213369,1.25067675650507,0.211052433976184,0.460705681100397
"NM_004109",46.0871670685877,-0.524499781177282,0.3653229334804,-1.4357154536684,0.15108332602793,0.381894428410342
"NM_004101",28.4254557535846,0.35343679037222,0.394442472880217,0.896041412050345,0.370230646065576,0.625514593875478
"NM_007101",37.7413191380541,0.469252986885414,0.44076917798635,1.06462295986573,0.287046585533109,0.549885872089534
"NM_007100",145.32731011625,-0.528063272740977,0.273615163889021,-1.92994885676424,0.053613174961781,0.209262190244972
"NM_000485",277.53362322999,-0.176017480643257,0.25139832999155,-0.700153738687022,0.483831298593085,0.714091004408679
"NM_007108",578.089714620081,-0.376672200184509,0.307641688185275,-1.22438607851372,0.220806618508198,0.473418179362086
"NM_016643",74.2487925590273,0.108133418158031,0.298883564192315,0.36179111571506,0.717508131699155,0.865646785607625
"NM_001350532",108.881402443962,-0.344337061926992,0.332202287581106,-1.03652826846631,0.299955758445303,0.563624295042579
"NM_001350530",202.228645707613,0.297917907294591,0.332182030993871,0.89685136310124,0.369798235987006,0.625512336476387
"NM_014177",57.1496567371682,-0.22803007069886,0.342948054500838,-0.664911398989445,0.50610716442946,0.731728187323476
"NM_020992",23.4489631327558,-0.36982850036216,0.469825807438439,-0.787160889220882,0.43118768907475,0.674601071483512
"NM_005802",120.810274260048,-1.03420328172176,0.366982414851518,-2.81812762647007,0.00483046050518175,0.0420159883297129
"NM_003824",92.6745291978166,-0.164498542011045,0.29683741458197,-0.554170511971022,0.579462157126617,0.781283378519007
"NM_003825",111.194655646093,-0.484852335513229,0.258969416186314,-1.87223782118119,0.06117370876082,0.226884278762729
"NM_003826",91.9812581269343,-0.12630834192858,0.27538705929155,-0.458657506469314,0.646480133599275,0.825802290383598
"NM_003827",367.016966999444,-0.353585361316564,0.195361493014213,-1.8099030461998,0.0703108236739431,0.247258833152177
"NM_003821",58.2160885870954,0.332790871903159,0.297702499076674,1.11786388402957,0.263625131975935,0.524847451752086
"NM_003795",218.937096947387,-0.425587940578556,0.230538282035207,-1.8460619070353,0.0648832170993049,0.234809582092559
"NM_003823",18.3167767842219,3.17351382140495,1.06787934002771,2.97179063443871,0.00296068504782917,0.0300412826561642
"NM_012181",726.827455184776,-0.316340439176208,0.1848680865614,-1.71116846103745,0.0870500190247066,0.27847179723493
"NM_012180",29.5440155718941,-0.31366335400182,0.425336928471549,-0.737446793366782,0.460850688167217,0.697040980934266
"NM_001018088",73.2599008951902,-0.157661338567418,0.385008696654349,-0.409500720210905,0.682172238361008,0.846463311439463
